sysName,locus_tag,start,stop,strand,Core/Flexible,ExpressionLevel,name,desc,COG,COGFun,COGDesc,resolved_locus_tag,resolution_method
PMM1371,PMED4_15441,1318653.0,1319528.0,+,Core,VEG,PMM1371,conserved hypothetical protein (NCBI),,,,PMM1371,locus_tag:sysName
HyPMM197,PMED4_15442,1319606.0,1319722.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM198,PMED4_15451,1319724.0,1319858.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1372,PMED4_15461,1319979.0,1320257.0,+,Flexible,VEG,PMM1372,conserved hypothetical protein (NCBI),,,,PMM1372,locus_tag:sysName
HyPMM199,PMED4_15471,1320346.0,1320516.0,+,Flexible,VEG,Protein-coding gene,,,,,,unresolved
HyPMM200,PMED4_15481,1320587.0,1320766.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM201,PMED4_15491,1321009.0,1321188.0,+,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM202,PMED4_15501,1321268.0,1321387.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM203,PMED4_15511,1321721.0,1321885.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1373,PMED4_15521,1321972.0,1322307.0,+,Flexible,VEG,PMM1373,Predicted membrane protein (Katherine Huang),COG3152,S,Predicted membrane protein,PMM1373,locus_tag:sysName
HyPMM204,PMED4_15531,1322318.0,1322449.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1374,PMED4_15541,1322610.0,1322939.0,-,Flexible,VEG,PMM1374,possible Type I restriction modification DNA s (NCBI),,,,PMM1374,locus_tag:sysName
PMM1375,PMED4_15551,1323170.0,1323391.0,+,Flexible,NEG,PMM1375,possible M protein repeat (NCBI),,,,PMM1375,locus_tag:sysName
HyPMM205,PMED4_15561,1323531.0,1323686.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1376,PMED4_15571,1323841.0,1324119.0,+,Flexible,VEG,rbpD,RNA-binding protein RbpD (NCBI),,,,PMM1376,locus_tag:sysName
PMM1377,PMED4_15581,1324267.0,1325262.0,+,Flexible,MEG,PMM1377,Possible dihydroflavonol-4-reductase (Katherine Huang),COG451,MG,Nucleoside-diphosphate-sugar epimerases,PMM1377,locus_tag:sysName
PMM1378,PMED4_15591,1325388.0,1326494.0,+,Core,MEG,PMM1378,"Fatty acid desaturase, type 2 (NCBI)",COG3239,I,Fatty acid desaturase,PMM1378,locus_tag:sysName
HyPMM206,PMED4_15601,1326498.0,1326680.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM207,PMED4_15611,1326778.0,1326984.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM208,PMED4_15621,1327194.0,1327352.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM209,PMED4_15631,1327345.0,1327494.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1379,PMED4_15641,1327594.0,1328478.0,+,Flexible,VEG,PMM1379,putative dape gene and orf2 (NCBI),COG1611,R,Predicted Rossmann fold nucleotide-binding protein,PMM1379,locus_tag:sysName
HyPMM210,PMED4_15651,1328782.0,1328928.0,-,Flexible,HEG,Protein-coding gene,,,,,,unresolved
HyPMM211,PMED4_15652,1329124.0,1329256.0,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1380,PMED4_15661,1329368.0,1330045.0,+,Flexible,MEG,PMM1380,unknown (NCBI),COG637,R,Predicted phosphatase/phosphohexomutase,PMM1380,locus_tag:sysName
PMM1381,PMED4_15671,1330099.0,1330737.0,+,Core,VEG,PMM1381,Uncharacterized conserved protein (Katherine Huang),COG2135,S,Uncharacterized conserved protein,PMM1381,locus_tag:sysName
HyPMM212,PMED4_15681,1330836.0,1330967.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1382,PMED4_15691,1331162.0,1332340.0,+,Core,VEG,PMM1382,"fatty acid desaturase, type 2 (NCBI)",COG3239,I,Fatty acid desaturase,PMM1382,locus_tag:sysName
asRNA_15701,--,1332438.0,1332603.0,-,,--,Antisense RNA,,,,,,unresolved
HyPMM213,PMED4_15701,1332456.0,1332617.0,+,Flexible,VEG,Protein-coding gene,,,,,,unresolved
PMM1383,PMED4_15711,1332751.0,1333374.0,-,Flexible,MEG,PMM1383,conserved hypothetical protein (NCBI),,,,PMM1383,locus_tag:sysName
HyPMM214,PMED4_15712,1333383.0,1333547.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM215,PMED4_15721,1334314.0,1334448.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
asRNA_15721,--,1334333.0,1334537.0,-,,--,Antisense RNA,,,,,,unresolved
PMM1384,PMED4_15731,1334613.0,1334720.0,+,Flexible,HEG,hli12,possible high light inducible protein (NCBI),,,,PMM1384,locus_tag:sysName
PMM1385,PMED4_15741,1334720.0,1334860.0,+,Flexible,HEG,hli11,possible high light inducible protein (NCBI),,,,PMM1385,locus_tag:sysName
HyPMM216,PMED4_15751,1335037.0,1335156.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM217,PMED4_15761,1335158.0,1335271.0,+,Flexible,MEG,Protein-coding gene,,,,,,unresolved
HyPMM218,PMED4_15762,1335365.0,1335481.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM219,PMED4_15771,1335506.0,1335655.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
asRNA_15771,--,1335589.0,1335723.0,-,,--,Antisense RNA,,,,,,unresolved
HyPMM220,PMED4_15781,1335749.0,1335865.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM221,PMED4_15791,1336192.0,1336326.0,+,Flexible,VEG,Protein-coding gene,,,,,,unresolved
Yfr20,--,1336435.0,1336523.0,+,,--,Other non-coding RNA,,,,,,unresolved
HyPMM222,PMED4_15792,1336734.0,1336835.0,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM223,PMED4_15801,1336952.0,1337071.0,-,Flexible,VEG,pseudo,Pseudogene of VIMSS1213976 with 0 gaps (VIMSS-AUTO),,,,,unresolved
PMM1386,PMED4_15811,1337265.0,1338467.0,+,Core,VEG,PMM1386,possible permease (NCBI),COG795,R,Predicted permeases,PMM1386,locus_tag:sysName
HyPMM224,--,1338524.0,1338805.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1387,PMED4_15821,1338998.0,1339198.0,+,Flexible,VEG,PMM1387,hypothetical (NCBI),,,,PMM1387,locus_tag:sysName
PMM1388,PMED4_15831,1339254.0,1339802.0,-,Core,VEG,PMM1388,conserved hypothetical protein (NCBI),,,,PMM1388,locus_tag:sysName
PMM1389,PMED4_15841,1339931.0,1340563.0,+,Flexible,VEG,PMM1389,possible Trypsin (NCBI),,,,PMM1389,locus_tag:sysName
HyPMM225,PMED4_15851,1340672.0,1340815.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1390,PMED4_15861,1341057.0,1341185.0,-,Flexible,VEG,hli10,possible high light inducible protein (NCBI),,,,PMM1390,locus_tag:sysName
PMM1391,PMED4_15871,1341464.0,1341688.0,+,Flexible,VEG,PMM1391,"possible Helix-turn-helix protein, copG family (NCBI)",,,,PMM1391,locus_tag:sysName
PMM1392,PMED4_15881,1341783.0,1342076.0,+,Flexible,VEG,PMM1392,possible Heat-labile enterotoxin alpha chain (NCBI),,,,PMM1392,locus_tag:sysName
PMM1393,PMED4_15891,1342139.0,1342618.0,-,Flexible,VEG,PMM1393,possible Carbon storage regulator (NCBI),,,,PMM1393,locus_tag:sysName
PMM1394,PMED4_15901,1343227.0,1343490.0,+,Core,MEG,PMM1394,hypothetical (NCBI),,,,PMM1394,locus_tag:sysName
PMM1395,PMED4_15911,1344028.0,1344420.0,-,Flexible,VEG,PMM1395,hypothetical (NCBI),,,,PMM1395,locus_tag:sysName
HyPMM226,PMED4_15921,1344661.0,1344840.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1396,PMED4_15931,1344939.0,1345067.0,-,Flexible,VEG,hli9,possible high light inducible protein (NCBI),,,,PMM1396,locus_tag:sysName
PMM1397,PMED4_15941,1345098.0,1345358.0,-,Flexible,VEG,hli8,possible high light inducible protein (NCBI),,,,PMM1397,locus_tag:sysName
PMM1398,PMED4_15951,1345358.0,1345567.0,-,Flexible,VEG,hli7,possible high light inducible protein (NCBI),,,,PMM1398,locus_tag:sysName
PMM1399,PMED4_15961,1345567.0,1345674.0,-,Flexible,VEG,hli6,possible high light inducible protein (NCBI),,,,PMM1399,locus_tag:sysName
PMM1400,PMED4_15971,1346108.0,1346626.0,-,Flexible,HEG,PMM1400,possible Hemagglutinin-neuraminidase (NCBI),,,,PMM1400,locus_tag:sysName
HyPMM227,PMED4_15981,1346701.0,1346847.0,-,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
PMM1401,PMED4_15991,1347131.0,1347412.0,+,Core,HEG,PMM1401,conserved hypothetical (NCBI),,,,PMM1401,locus_tag:sysName
HyPMM228,PMED4_16001,1347450.0,1347623.0,+,Flexible,MEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
PMM1402,PMED4_16011,1347829.0,1348188.0,+,Flexible,VEG,PMM1402,Conserved hypothetical protein (Katherine Huang),,,,PMM1402,locus_tag:sysName
HyPMM229,PMED4_16021,1348681.0,1348842.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
asRNA_16031,--,1349017.0,1349248.0,-,,--,Antisense RNA,,,,,,unresolved
HyPMM230,PMED4_16031,1349117.0,1349317.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1403,PMED4_16041,1349355.0,1349756.0,-,Flexible,VEG,PMM1403,HNH endonuclease:HNH nuclease (NCBI),,,,PMM1403,locus_tag:sysName
PMM1404,PMED4_16051,1350213.0,1350368.0,-,Flexible,VEG,hli5,possible high light inducible protein (NCBI),,,,PMM1404,locus_tag:sysName
PMM1405,PMED4_16061,1350757.0,1350987.0,-,Flexible,VEG,PMM1405,hypothetical (NCBI),,,,PMM1405,locus_tag:sysName
PMM1406,PMED4_16071,1351144.0,1351515.0,-,Flexible,MEG,PMM1406,hypothetical (NCBI),,,,PMM1406,locus_tag:sysName
PMM1407,PMED4_16081,1351516.0,1351803.0,-,Flexible,VEG,PMM1407,possible SRP19 protein (NCBI),,,,PMM1407,locus_tag:sysName
PMM1408,PMED4_16091,1351804.0,1352031.0,-,Flexible,MEG,PMM1408,hypothetical (NCBI),,,,PMM1408,locus_tag:sysName
PMM1409,PMED4_16101,1352091.0,1352411.0,-,Flexible,VEG,PMM1409,possible Rubredoxin (NCBI),,,,PMM1409,locus_tag:sysName
PMM1410,PMED4_16111,1352535.0,1353047.0,-,Flexible,VEG,PMM1410,"possible PTS system, Lactose/Cellobiose specif (NCBI)",,,,PMM1410,locus_tag:sysName
HyPMM231,PMED4_16121,1353048.0,1353278.0,-,Flexible,VEG,Protein-coding gene,,,,,,unresolved
HyPMM232,PMED4_16122,1353269.0,1353433.0,-,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM233,PMED4_16131,1353430.0,1353663.0,-,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM234,PMED4_16141,1353765.0,1353932.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1411,PMED4_16151,1354030.0,1354287.0,+,Flexible,VEG,PMM1411,hypothetical (NCBI),,,,PMM1411,locus_tag:sysName
HyPMM235,PMED4_16161,1354331.0,1354444.0,-,Flexible,LEG,Protein-coding gene,,,,,,unresolved
PMM1412,PMED4_16171,1354682.0,1355110.0,+,Flexible,HEG,PMM1412,conserved hypothetical protein (NCBI),,,,PMM1412,locus_tag:sysName
PMM1413,PMED4_16181,1355182.0,1355490.0,+,Flexible,MEG,PMM1413,conserved hypothetical (NCBI),,,,PMM1413,locus_tag:sysName
PMM1414,PMED4_16191,1355592.0,1355930.0,+,Flexible,MEG,PMM1414,Hypothetical protein (Katherine Huang),,,,PMM1414,locus_tag:sysName
PMM1415,PMED4_16201,1355995.0,1356975.0,+,Flexible,VEG,PMM1415,possible UBX domain (NCBI),COG2945,R,Predicted hydrolase of the alpha/beta superfamily,PMM1415,locus_tag:sysName
HyPMM236,PMED4_16202,1357133.0,1357237.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1416,PMED4_16211,1357735.0,1359819.0,+,Flexible,VEG,PMM1416,conserved hypothetical (NCBI),,,,PMM1416,locus_tag:sysName
HyPMM237,PMED4_16221,1360010.0,1360168.0,-,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
asRNA_16221,--,1360031.0,1360274.0,+,,--,Antisense RNA,,,,,,unresolved
PMM1417,PMED4_16231,1360407.0,1360814.0,+,Flexible,VEG,PMM1417,Staphylococcus nuclease (SNase) homologues (NCBI),COG1525,L,Micrococcal nuclease (thermonuclease) homologs,PMM1417,locus_tag:sysName
PMM1418,PMED4_16241,1361026.0,1361424.0,+,Flexible,LEG,PMM1418,possible Voltage gated chloride channel (NCBI),,,,PMM1418,locus_tag:sysName
PMM1419,PMED4_16251,1361504.0,1361908.0,+,Flexible,VEG,PMM1419,possible ATP synthase B/B' CF(0) (NCBI),,,,PMM1419,locus_tag:sysName
HyPMM238,PMED4_16261,1361905.0,1362117.0,+,Flexible,VEG,Protein-coding gene,,,,,,unresolved
PMM1420,PMED4_16271,1362259.0,1362519.0,-,Flexible,VEG,PMM1420,possible Fumarate reductase subunit D (NCBI),,,,PMM1420,locus_tag:sysName
PMM1421,PMED4_16281,1362520.0,1362888.0,-,Flexible,VEG,PMM1421,possible Gibberellin regulated protein (NCBI),,,,PMM1421,locus_tag:sysName
PMM1422,PMED4_16291,1362872.0,1363390.0,-,Flexible,VEG,PMM1422,Predicted metal-binding protein  (Katherine Huang),COG3019,R,Predicted metal-binding protein,PMM1422,locus_tag:sysName
PMM1423,PMED4_16301,1363451.0,1363903.0,-,Flexible,NEG,PMM1423,conserved hypothetical protein (NCBI),,,,PMM1423,locus_tag:sysName
PMM1424,PMED4_16311,1363908.0,1364150.0,-,Flexible,VEG,PMM1424,possible Uncharacterized protein family UPF003 (NCBI),,,,PMM1424,locus_tag:sysName
HyPMM239,PMED4_16312,1364631.0,1364789.0,+,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM240,PMED4_16321,1364812.0,1365033.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1425,PMED4_16331,1365186.0,1366526.0,+,Flexible,VEG,PMM1425,"Serine proteases, trypsin family:HtrA/DegQ protease family (NCBI)",,,,PMM1425,locus_tag:sysName
PMM1426,PMED4_16341,1366747.0,1367064.0,+,Flexible,VEG,PMM1426,hypothetical (NCBI),,,,PMM1426,locus_tag:sysName
PMM1427,PMED4_16351,1367126.0,1367356.0,+,Flexible,VEG,PMM1427,conserved hypothetical (NCBI),,,,PMM1427,locus_tag:sysName
PMM1428,PMED4_16361,1367679.0,1368140.0,+,Core,VEG,PMM1428,Uncharacterized conserved protein (Katherine Huang),COG2947,S,Uncharacterized conserved protein,PMM1428,locus_tag:sysName
PMM1429,PMED4_16371,1368154.0,1368405.0,-,Core,VEG,PMM1429,conserved hypothetical protein (NCBI),,,,PMM1429,locus_tag:sysName
asRNA_16371,--,1368187.0,1368662.0,+,,--,Antisense RNA,,,,,,unresolved
PMM1430,PMED4_16381,1368721.0,1369092.0,-,Core,VEG,PMM1430,conserved hypothetical protein (NCBI),,,,PMM1430,locus_tag:sysName
PMM1431,PMED4_16391,1369095.0,1369331.0,-,Core,VEG,rpoZ,putative DNA-directed RNA polymerase (omega chain) (NCBI),,,,PMM1431,locus_tag:sysName
PMM1432,PMED4_16401,1369433.0,1370998.0,+,Core,VEG,PMM1432,putative DnaK-type molecular chaperone (HSP70 family) (NCBI),COG443,O,Molecular chaperone,PMM1432,locus_tag:sysName
PMM1433,PMED4_16411,1370995.0,1371537.0,-,Flexible,VEG,pyrR,Phosphoribosyl transferase (NCBI),COG2065,F,Pyrimidine operon attenuation protein/uracil phosphoribosyltransferase,PMM1433,locus_tag:sysName
HyPMM241,PMED4_16421,1371609.0,1371704.0,+,Flexible,HEG,pseudo,Pseudogene of VIMSS1294415 with 1 gaps (VIMSS-AUTO),,,,,unresolved
PMM1434,PMED4_16431,1371677.0,1373299.0,+,Core,VEG,gpmI,"Phosphoglycerate mutase, co-factor-independent (iPGM) (NCBI)",COG696,G,Phosphoglyceromutase,PMM1434,locus_tag:sysName
PMM1435,PMED4_16441,1373325.0,1373549.0,+,Core,HEG,secG,conserved hypothetical protein (NCBI),,,,PMM1435,locus_tag:sysName
PMM1436,PMED4_16451,1373640.0,1375274.0,-,Core,HEG,groEL,GroEL protein (Chaperonin cpn60) (NCBI),COG459,O,Chaperonin GroEL (HSP60 family),PMM1436,locus_tag:sysName
PMM1437,PMED4_16461,1375326.0,1375637.0,-,Core,HEG,groES,GroES protein (Chaperonin cpn10) (NCBI),COG234,O,Co-chaperonin GroES (HSP10),PMM1437,locus_tag:sysName
PMM1438,PMED4_16471,1375858.0,1377318.0,+,Core,HEG,atpD,"ATP synthase F1, beta subunit (Katherine Huang)",COG55,C,"F0F1-type ATP synthase, beta subunit",PMM1438,locus_tag:sysName
PMM1439,PMED4_16481,1377367.0,1377771.0,+,Core,HEG,atpC,"ATP synthase, Epsilon subunit (NCBI)",COG355,C,"F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)",PMM1439,locus_tag:sysName
PMM1440,PMED4_16491,1377775.0,1378251.0,-,Core,HEG,PMM1440,conserved hypothetical protein (NCBI),,,,PMM1440,locus_tag:sysName
PMM1441,PMED4_16501,1378360.0,1378518.0,-,Flexible,MEG,PMM1441,hypothetical (NCBI),,,,PMM1441,locus_tag:sysName
PMM1442,PMED4_16511,1378576.0,1379901.0,-,Core,MEG,pepP,putative aminopeptidase P (NCBI),COG6,E,Xaa-Pro aminopeptidase,PMM1442,locus_tag:sysName
PMM1443,PMED4_16521,1379976.0,1380953.0,+,Core,MEG,PMM1443,Domain of unknown function DUF21 (NCBI),COG1253,R,Hemolysins and related proteins containing CBS domains,PMM1443,locus_tag:sysName
PMM1444,PMED4_16531,1380956.0,1382197.0,+,Core,VEG,PMM1444,GTPase SAR1 and related small G proteins  (Katherine Huang),COG1100,R,GTPase SAR1 and related small G proteins,PMM1444,locus_tag:sysName
PMM1445,PMED4_16541,1382194.0,1382775.0,+,Core,VEG,nadD,Putative nicotinate-nucleotide adenylyltransferase (NCBI),COG1057,H,Nicotinic acid mononucleotide adenylyltransferase,PMM1445,locus_tag:sysName
PMM1446,PMED4_16551,1382780.0,1384477.0,+,Core,LEG,nadE,Carbon-nitrogen hydrolase:NAD+ synthase (NCBI),COG171,H,NAD synthase,PMM1446,locus_tag:sysName
PMM1447,PMED4_16561,1384483.0,1385541.0,-,Core,VEG,PMM1447,conserved hypothetical protein (NCBI),,,,PMM1447,locus_tag:sysName
PMM1448,PMED4_16571,1385546.0,1385755.0,-,Core,VEG,PMM1448,conserved hypothetical protein (NCBI),,,,PMM1448,locus_tag:sysName
PMM1449,PMED4_16581,1385752.0,1386078.0,-,Flexible,MEG,petF,ferredoxin (NCBI),COG633,C,Ferredoxin,PMM1449,locus_tag:sysName
PMM1450,PMED4_16591,1386093.0,1387043.0,-,Core,HEG,atpC,ATP synthase gamma subunit (NCBI),COG224,C,"F0F1-type ATP synthase, gamma subunit",PMM1450,locus_tag:sysName
PMM1451,PMED4_16601,1387064.0,1388581.0,-,Core,HEG,atpA,"ATP synthase F1, alpha subunit (Katherine Huang)",COG56,C,"F0F1-type ATP synthase, alpha subunit",PMM1451,locus_tag:sysName
PMM1452,PMED4_16611,1388613.0,1389155.0,-,Core,HEG,atpH,"ATP synthase, delta (OSCP) subunit (NCBI)",COG712,C,"F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)",PMM1452,locus_tag:sysName
PMM1453,PMED4_16621,1389155.0,1389667.0,-,Core,HEG,atpF,ATP synthase B/B' CF(0) (NCBI),COG711,C,"F0F1-type ATP synthase, subunit b",PMM1453,locus_tag:sysName
PMM1454,PMED4_16631,1389664.0,1390125.0,-,Core,VEG,atpG,ATP synthase B/B' CF(0) (NCBI),COG711,C,"F0F1-type ATP synthase, subunit b",PMM1454,locus_tag:sysName
PMM1455,PMED4_16641,1390194.0,1390439.0,-,Flexible,HEG,atpE,ATP synthase subunit c (Katherine Huang),COG636,C,"F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K",PMM1455,locus_tag:sysName
PMM1456,PMED4_16651,1390606.0,1391331.0,-,Core,VEG,atpB,ATP synthase A subunit (NCBI),COG356,C,"F0F1-type ATP synthase, subunit a",PMM1456,locus_tag:sysName
PMM1457,PMED4_16661,1391377.0,1391856.0,-,Core,VEG,atp1,possible ATP synthase subunit 1 (NCBI),,,,PMM1457,locus_tag:sysName
PMM1458,PMED4_16671,1392124.0,1393353.0,+,Core,LEG,ftsW,Cell division protein FtsW (NCBI),COG772,D,Bacterial cell division membrane protein,PMM1458,locus_tag:sysName
PMM1459,PMED4_16681,1393437.0,1394093.0,+,Core,MEG,ccdA,putative c-type cytochrome biogenesis protein CcdA (NCBI),COG785,O,Cytochrome c biogenesis protein,PMM1459,locus_tag:sysName
PMM1460,PMED4_16691,1394094.0,1395380.0,+,Core,VEG,resB,putative c-type cytochrome biogenesis protein Ccs1 (NCBI),COG1333,O,ResB protein required for cytochrome c biosynthesis,PMM1460,locus_tag:sysName
PMM1461,PMED4_16701,1395377.0,1395787.0,-,Core,VEG,PMM1461,Enzyme related to GTP cyclohydrolase I  (Katherine Huang),COG780,R,Enzyme related to GTP cyclohydrolase I,PMM1461,locus_tag:sysName
PMM1462,PMED4_16711,1395967.0,1396212.0,+,Core,VEG,PMM1462,conserved hypothetical protein (NCBI),,,,PMM1462,locus_tag:sysName
PMM1463,PMED4_16721,1396237.0,1396575.0,+,Core,VEG,glnB,Nitrogen regulatory protein P-II (NCBI),COG347,E,Nitrogen regulatory protein PII,PMM1463,locus_tag:sysName
PMM1464,PMED4_16731,1396576.0,1397388.0,-,Core,MEG,PMM1464,FtsJ cell division protein:S4 domain:Hemolysin A (NCBI),COG1189,J,Predicted rRNA methylase,PMM1464,locus_tag:sysName
HyPMM242,--,1397444.0,1397619.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM1465,PMED4_16741,1397682.0,1398977.0,+,Core,VEG,purB,Fumarate lyase:Adenylosuccinate lyase (NCBI),COG15,F,Adenylosuccinate lyase,PMM1465,locus_tag:sysName
PMM1466,PMED4_16751,1399018.0,1400403.0,+,Core,MEG,fumC,Fumarate lyase (NCBI),COG114,C,Fumarase,PMM1466,locus_tag:sysName
PMM1467,PMED4_16761,1400415.0,1403141.0,-,Core,MEG,PMM1467,putative DNA helicase (NCBI),COG4581,L,Superfamily II RNA helicase,PMM1467,locus_tag:sysName
PMM1468,PMED4_16771,1403281.0,1404426.0,+,Core,VEG,bioF,putative 8-amino-7-oxononanoate synthase (NCBI),COG156,H,7-keto-8-aminopelargonate synthetase and related enzymes,PMM1468,locus_tag:sysName
PMM1469,PMED4_16781,1404423.0,1405139.0,+,Core,VEG,PMM1469,conserved hypothetical (NCBI),,,,PMM1469,locus_tag:sysName
PMM1470,PMED4_16791,1405129.0,1405887.0,+,Core,VEG,PMM1470,Methylase involved in ubiquinone/menaquinone biosynthesis  (Katherine Huang),COG2226,H,Methylase involved in ubiquinone/menaquinone biosynthesis,PMM1470,locus_tag:sysName
