sysName,locus_tag,start,stop,strand,Core/Flexible,ExpressionLevel,name,desc,COG,COGFun,COGDesc,resolved_locus_tag,resolution_method
PMM0873,PMED4_09831,829621.0,830634.0,-,Core,VEG,PMM0873,possible DnaJ domain (NCBI),,,,PMM0873,locus_tag:sysName
HyPMM128,PMED4_09841,830778.0,830954.0,+,Flexible,VEG,pseudo,Pseudogene of VIMSS1046028 with 0 gaps (hypothetical protein (NCBI)) (VIMSS-AUTO),,,,,unresolved
PMM0874,PMED4_09851,830958.0,831788.0,-,Core,VEG,apa2,possible ATP adenylyltransferase (NCBI),COG4360,F,"ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)",PMM0874,locus_tag:sysName
PMM0875,PMED4_09861,831846.0,832238.0,-,Core,MEG,PMM0875,Uncharacterized protein conserved in bacteria (Katherine Huang),COG3651,S,Uncharacterized protein conserved in bacteria,PMM0875,locus_tag:sysName
PMM0876,PMED4_09871,832347.0,832568.0,+,Core,VEG,PMM0876,conserved hypothetical (NCBI),,,,PMM0876,locus_tag:sysName
PMM0877,PMED4_09881,832609.0,836169.0,-,Core,VEG,metH,putative methionine synthase (NCBI),COG1410,E,"Methionine synthase I, cobalamin-binding domain",PMM0877,locus_tag:sysName
PMM0878,PMED4_09891,836194.0,837108.0,-,Core,MEG,ilvE,putative Branched-chain amino acid aminotransferase (NCBI),COG115,EH,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,PMM0878,locus_tag:sysName
PMM0879,PMED4_09901,837180.0,840917.0,+,Core,LEG,CobN,cobalamin biosynthetic protein CobN (NCBI),COG1429,H,Cobalamin biosynthesis protein CobN and related Mg-chelatases,PMM0879,locus_tag:sysName
PMM0880,PMED4_09911,840919.0,841566.0,-,Core,VEG,PMM0880,conserved hypothetical protein (NCBI),,,,PMM0880,locus_tag:sysName
PMM0881,PMED4_09921,841559.0,842158.0,-,Flexible,VEG,PMM0881,Predicted membrane protein (Katherine Huang),COG1981,S,Predicted membrane protein,PMM0881,locus_tag:sysName
PMM0882,PMED4_09931,842214.0,844184.0,-,Core,LEG,uvrC,Excinuclease ABC subunit C (UvrC) (NCBI),COG322,L,Nuclease subunit of the excinuclease complex,PMM0882,locus_tag:sysName
PMM0883,PMED4_09941,844194.0,844682.0,-,Core,VEG,PMM0883,"Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family  (Katherine Huang)",COG1853,R,"Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family",PMM0883,locus_tag:sysName
PMM0884,PMED4_09951,844742.0,845221.0,+,Core,VEG,coaD,putative pantetheine-phosphate adenylyltransferase (NCBI),COG669,H,Phosphopantetheine adenylyltransferase,PMM0884,locus_tag:sysName
PMM0885,PMED4_09961,845218.0,846189.0,-,Core,VEG,"dacB, pbp",putative D-Ala-D-Ala carboxypeptidase 3 (S13) family (NCBI),,,,PMM0885,locus_tag:sysName
PMM0886,PMED4_09971,846450.0,847097.0,-,Core,NEG,PMM0886,conserved hypothetical protein (NCBI),,,,PMM0886,locus_tag:sysName
PMM0887,PMED4_09981,847097.0,848269.0,-,Core,LEG,nifS,possible cysteine desulfurase (class-V aminotransferase family) (NCBI),COG1104,E,Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes,PMM0887,locus_tag:sysName
PMM0888,PMED4_09991,848270.0,849130.0,-,Core,MEG,dapF,Diaminopimelate epimerase (NCBI),COG253,E,Diaminopimelate epimerase,PMM0888,locus_tag:sysName
PMM0889,PMED4_10001,849238.0,851814.0,+,Core,VEG,leuS,Leucyl-tRNA synthetase (NCBI),COG495,J,Leucyl-tRNA synthetase,PMM0889,locus_tag:sysName
PMM0890,PMED4_10011,851817.0,853397.0,-,Core,MEG,pgi,Phosphoglucose isomerase (PGI) (NCBI),COG166,G,Glucose-6-phosphate isomerase,PMM0890,locus_tag:sysName
PMM0891,PMED4_10021,853580.0,854236.0,+,Core,VEG,purN,phosphoribosylglycinamide formyltransferase (NCBI),COG299,F,Folate-dependent phosphoribosylglycinamide formyltransferase PurN,PMM0891,locus_tag:sysName
PMM0892,PMED4_10031,854220.0,855275.0,-,Core,MEG,argC,N-acetyl-gamma-glutamyl-phosphate reductase (Katherine Huang),COG2,E,Acetylglutamate semialdehyde dehydrogenase,PMM0892,locus_tag:sysName
PMM0893,PMED4_10041,855364.0,857097.0,+,Core,VEG,ribB,"possible GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase (NCBI)",COG108,H,"3,4-dihydroxy-2-butanone 4-phosphate synthase",PMM0893,locus_tag:sysName
PMM0894,PMED4_10051,857094.0,857531.0,-,Core,HEG,PMM0894,Cyclophilin-type peptidyl-prolyl cis-trans isomerase (NCBI),COG652,O,Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family,PMM0894,locus_tag:sysName
PMM0895,PMED4_10061,857568.0,857960.0,-,Core,VEG,PMM0895,conserved hypothetical protein (NCBI),,,,PMM0895,locus_tag:sysName
PMM0896,PMED4_10071,857995.0,858936.0,-,Core,VEG,dnaJ2,DnaJ2 protein (NCBI),COG2214,O,DnaJ-class molecular chaperone,PMM0896,locus_tag:sysName
PMM0897,PMED4_10081,858920.0,860917.0,-,Core,MEG,dnaK,"Molecular chaperone DnaK, heat shock protein hsp70 (NCBI)",COG443,O,Molecular chaperone,PMM0897,locus_tag:sysName
RNA_25,--,861144.0,861230.0,-,,--,tRNAThr1,tRNA-Thr (RefSeq),,,,,unresolved
PMM0898,PMED4_10091,861281.0,861655.0,+,Core,VEG,petF,"ferredoxin, petF-like protein (NCBI)",COG633,C,Ferredoxin,PMM0898,locus_tag:sysName
PMM0899,PMED4_10101,861661.0,862509.0,+,Core,LEG,suhB,Possible myo-inositol-1(or 4)-monophosphatase (NCBI),COG483,G,"Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family",PMM0899,locus_tag:sysName
PMM0900,PMED4_10111,862531.0,863682.0,+,Core,VEG,hisZ,possible Histidyl-tRNA synthetase (NCBI),COG124,J,Histidyl-tRNA synthetase,PMM0900,locus_tag:sysName
PMM0901,PMED4_10121,863832.0,865736.0,+,Core,HEG,htpG,heat shock protein HtpG (NCBI),COG326,O,"Molecular chaperone, HSP90 family",PMM0901,locus_tag:sysName
PMM0902,PMED4_10131,865776.0,866012.0,+,Core,VEG,rpmB,50S ribosomal protein L28 (NCBI),COG227,J,Ribosomal protein L28,PMM0902,locus_tag:sysName
PMM0903,PMED4_10141,866018.0,866551.0,+,Core,VEG,PMM0903,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein (NCBI),COG1225,O,Peroxiredoxin,PMM0903,locus_tag:sysName
PMM0904,PMED4_10151,866557.0,866859.0,+,Core,LEG,PMM0904,conserved hypothetical protein (NCBI),,,,PMM0904,locus_tag:sysName
PMM0905,PMED4_10161,866852.0,867187.0,+,Core,VEG,PMM0905,conserved hypothetical protein (NCBI),,,,PMM0905,locus_tag:sysName
PMM0906,PMED4_10171,867252.0,867515.0,+,Core,HEG,psaK,Photosystem I PsaK protein (subunit X) (NCBI),,,,PMM0906,locus_tag:sysName
PMM0907,PMED4_10181,867518.0,869431.0,-,Core,HEG,Dxs,1-deoxy-D-xylulose 5-phosphate synthase (NCBI),COG1154,HI,Deoxyxylulose-5-phosphate synthase,PMM0907,locus_tag:sysName
PMM0908,PMED4_10191,869548.0,871089.0,+,Core,VEG,ilvA,threonine dehydratase (NCBI),COG1171,E,Threonine dehydratase,PMM0908,locus_tag:sysName
PMM0909,PMED4_10201,871171.0,871653.0,+,Flexible,VEG,PMM0909,Predicted transcriptional regulator containing the HTH domain  (Katherine Huang),COG1386,K,Predicted transcriptional regulator containing the HTH domain,PMM0909,locus_tag:sysName
PMM0910,PMED4_10211,871685.0,871963.0,+,Core,VEG,PMM0910,Predicted integral membrane protein  (Katherine Huang),COG762,S,Predicted integral membrane protein,PMM0910,locus_tag:sysName
PMM0911,PMED4_10221,871967.0,872296.0,-,Core,VEG,PMM0911,conserved hypothetical protein (NCBI),,,,PMM0911,locus_tag:sysName
PMM0912,PMED4_10231,872358.0,874148.0,+,Core,MEG,pykF,Pyruvate kinase (NCBI),COG469,G,Pyruvate kinase,PMM0912,locus_tag:sysName
PMM0913,PMED4_10241,874141.0,875370.0,+,Core,VEG,salY,possible ABC transporter (NCBI),COG577,V,"ABC-type antimicrobial peptide transport system, permease component",PMM0913,locus_tag:sysName
PMM0914,PMED4_10251,875385.0,875957.0,+,Core,VEG,PMM0914,conserved hypothetical protein (NCBI),,,,PMM0914,locus_tag:sysName
PMM0915,PMED4_10261,875954.0,876415.0,+,Flexible,NEG,lspA,putative lipoprotein signal peptidase (NCBI),COG597,MU,Lipoprotein signal peptidase,PMM0915,locus_tag:sysName
PMM0916,PMED4_10271,876418.0,877920.0,+,Core,VEG,PMM0916,GTPase SAR1 and related small G proteins  (Katherine Huang),COG1100,R,GTPase SAR1 and related small G proteins,PMM0916,locus_tag:sysName
PMM0917,PMED4_10281,878050.0,879432.0,-,Core,VEG,gadB,Pyridoxal-dependent decarboxylase family protein (NCBI),COG76,E,Glutamate decarboxylase and related PLP-dependent proteins,PMM0917,locus_tag:sysName
PMM0918,PMED4_10291,879496.0,879993.0,+,Core,MEG,cumB,putative cytidine/deoxycytidylate deaminase (NCBI),COG590,FJ,Cytosine/adenosine deaminases,PMM0918,locus_tag:sysName
PMM0919,PMED4_10301,879968.0,881152.0,-,Core,MEG,"spt, agt",serine:pyruvate/alanine:glyoxylate aminotransferase (NCBI),COG75,E,Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase,PMM0919,locus_tag:sysName
PMM0920,PMED4_10311,881367.0,882788.0,+,Core,VEG,glnA,"Glutamine synthetase, glutamate--ammonia ligase (NCBI)",COG174,E,Glutamine synthetase,PMM0920,locus_tag:sysName
PMM0921,PMED4_10321,882897.0,883952.0,+,Core,VEG,PMM0921,SAM (and some other nucleotide) binding motif:Generic methyl-transferase (NCBI),COG2226,H,Methylase involved in ubiquinone/menaquinone biosynthesis,PMM0921,locus_tag:sysName
PMM0922,PMED4_10331,883973.0,884227.0,+,Core,VEG,PMM0922,conserved hypothetical protein (NCBI),,,,PMM0922,locus_tag:sysName
PMM0923,PMED4_10341,884216.0,884659.0,-,Core,VEG,rsbW,Anti-sigma regulatory factor (Ser/Thr protein kinase)  (Katherine Huang),COG2172,T,Anti-sigma regulatory factor (Ser/Thr protein kinase),PMM0923,locus_tag:sysName
PMM0924,PMED4_10351,884709.0,885443.0,-,Core,VEG,PMM0924,conserved hypothetical protein (NCBI),,,,PMM0924,locus_tag:sysName
PMM0925,PMED4_10361,885463.0,886515.0,+,Core,VEG,PMM0925,Predicted ATPase  (Katherine Huang),COG2603,R,Predicted ATPase,PMM0925,locus_tag:sysName
PMM0926,PMED4_10371,886571.0,886924.0,+,Core,VEG,psb28,possible Photosystem II reaction center Psb28 protein (NCBI),,,,PMM0926,locus_tag:sysName
PMM0927,PMED4_10381,886939.0,887982.0,+,Core,VEG,PMM0927,Predicted permease  (Katherine Huang),COG628,R,Predicted permease,PMM0927,locus_tag:sysName
HyPMM129,--,887996.0,888170.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0928,PMED4_10391,888188.0,889105.0,-,Core,VEG,secF,preprotein translocase subunit (NCBI),COG341,U,Preprotein translocase subunit SecF,PMM0928,locus_tag:sysName
PMM0929,PMED4_10401,889131.0,890591.0,-,Core,MEG,secD,preprotein translocase subunit (NCBI),COG342,U,Preprotein translocase subunit SecD,PMM0929,locus_tag:sysName
PMM0930,PMED4_10411,890595.0,891578.0,-,Core,HEG,pdhB,Pyruvate dehydrogenase E1 beta subunit (NCBI),COG22,C,"Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit",PMM0930,locus_tag:sysName
PMM0931,PMED4_10421,891762.0,892079.0,-,Core,VEG,PMM0931,conserved hypothetical protein (NCBI),,,,PMM0931,locus_tag:sysName
PMM0932,PMED4_10431,892101.0,893039.0,-,Core,VEG,ispE,Putative 4-diphosphocytidyl-2C-methyl-D-erythritol kinase (CMK) (NCBI),COG1947,I,4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase,PMM0932,locus_tag:sysName
PMM0933,PMED4_10441,893041.0,893874.0,-,Core,VEG,ksgA,"putative rRNA (adenine-N6,N6)-dimethyltransferase (NCBI)",COG30,J,Dimethyladenosine transferase (rRNA methylation),PMM0933,locus_tag:sysName
PMM0934,PMED4_10451,893891.0,894244.0,+,Flexible,VEG,PMM0934,conserved hypothetical protein (NCBI),,,,PMM0934,locus_tag:sysName
PMM0935,PMED4_10461,894265.0,894678.0,+,Core,VEG,PMM0935,Uncharacterized conserved protein (Katherine Huang),COG1576,S,Uncharacterized conserved protein,PMM0935,locus_tag:sysName
PMM0936,PMED4_10471,894799.0,895185.0,+,Core,VEG,umuD,putative SOS mutagenesis protein UmuD (NCBI),COG1974,KT,SOS-response transcriptional repressors (RecA-mediated autopeptidases),PMM0936,locus_tag:sysName
PMM0937,PMED4_10481,895182.0,896474.0,+,Core,LEG,umuC,putative UmuC protein (NCBI),COG389,L,Nucleotidyltransferase/DNA polymerase involved in DNA repair,PMM0937,locus_tag:sysName
PMM0938,PMED4_10491,896484.0,896939.0,+,Flexible,LEG,PMM0938,possible Serine hydroxymethyltransferase (NCBI),,,,PMM0938,locus_tag:sysName
PMM0939,PMED4_10501,896953.0,898989.0,-,Core,LEG,dnaG,CHC2 zinc finger:Toprim domain (NCBI),COG358,L,DNA primase (bacterial type),PMM0939,locus_tag:sysName
PMM0940,PMED4_10511,899088.0,899975.0,+,Core,VEG,PMM0940,"Integral membrane protein, DUF6 (NCBI)",COG697,GER,Permeases of the drug/metabolite transporter (DMT) superfamily,PMM0940,locus_tag:sysName
PMM0941,PMED4_10521,899990.0,900349.0,+,Flexible,HEG,PMM0941,possible cAMP phosphodiesterases class-II (NCBI),,,,PMM0941,locus_tag:sysName
PMM0942,PMED4_10531,900350.0,901009.0,+,Core,VEG,ruvA,putative holliday junction DNA helicase RuvA (NCBI),COG632,L,"Holliday junction resolvasome, DNA-binding subunit",PMM0942,locus_tag:sysName
PMM0943,PMED4_10541,901061.0,901330.0,+,Core,HEG,rpsO,30S Ribosomal protein S15 (NCBI),COG184,J,Ribosomal protein S15P/S13E,PMM0943,locus_tag:sysName
PMM0944,PMED4_10551,901340.0,901786.0,+,Core,VEG,PMM0944,conserved hypothetical protein (NCBI),,,,PMM0944,locus_tag:sysName
PMM0945,PMED4_10561,901788.0,905285.0,-,Core,MEG,dnaE,"DNA polymerase III, alpha subunit (NCBI)",COG587,L,"DNA polymerase III, alpha subunit",PMM0945,locus_tag:sysName
PMM0946,PMED4_10571,905364.0,906818.0,-,Core,MEG,gatA,Glutamyl-tRNA(Gln) amidotransferase A subunit (NCBI),COG154,J,Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases,PMM0946,locus_tag:sysName
PMM0947,PMED4_10581,906851.0,907093.0,-,Core,VEG,PMM0947,conserved hypothetical protein (NCBI),,,,PMM0947,locus_tag:sysName
PMM0948,PMED4_10591,907197.0,908483.0,-,Core,VEG,PMM0948,"RNA methyltransferase TrmH, group 3 (Katherine Huang)",COG566,J,rRNA methylases,PMM0948,locus_tag:sysName
PMM0949,PMED4_10601,908496.0,908888.0,-,Core,VEG,PMM0949,Uncharacterized protein conserved in bacteria (Katherine Huang),COG1939,S,Uncharacterized protein conserved in bacteria,PMM0949,locus_tag:sysName
PMM0950,PMED4_10606,908885.0,909277.0,-,Flexible,VEG,PMM0950,STAS domain:Anti-sigma factor antagonist (NCBI),COG1366,T,Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor),PMM0950,locus_tag:sysName
PMM0951,PMED4_10611,909317.0,910459.0,-,Core,VEG,carA,carbamoyl-phosphate synthase small chain (NCBI),COG505,EF,Carbamoylphosphate synthase small subunit,PMM0951,locus_tag:sysName
PMM0952,PMED4_10621,910472.0,911503.0,-,Core,MEG,PMM0952,putative Anthranilate synthase component II (NCBI),COG547,E,Anthranilate phosphoribosyltransferase,PMM0952,locus_tag:sysName
PMM0953,PMED4_10631,911533.0,911829.0,-,Core,VEG,PMM0953,conserved hypothetical protein (NCBI),,,,PMM0953,locus_tag:sysName
PMM0954,PMED4_10641,911909.0,913654.0,+,Core,LEG,PMM0954,"ABC transporter, multidrug efflux family (NCBI)",COG1132,V,"ABC-type multidrug transport system, ATPase and permease components",PMM0954,locus_tag:sysName
PMM0955,PMED4_10651,913686.0,914414.0,+,Core,VEG,msrA,Peptide methionine sulfoxide reductase (NCBI),COG225,O,Peptide methionine sulfoxide reductase,PMM0955,locus_tag:sysName
RNA_7,--,914442.0,914515.0,+,,--,tRNALeu1,tRNA-Leu (RefSeq),,,,,unresolved
PMM0956,PMED4_10661,914736.0,915536.0,-,Core,LEG,bacA,Bacitracin resistance protein BacA (NCBI),COG1968,V,Uncharacterized bacitracin resistance protein,PMM0956,locus_tag:sysName
PMM0957,PMED4_10671,915626.0,915904.0,+,Flexible,VEG,PMM0957,possible GRAM domain (NCBI),,,,PMM0957,locus_tag:sysName
HyPMM130,PMED4_10681,915907.0,916041.0,-,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM131,PMED4_10691,916071.0,916208.0,-,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0958,PMED4_10701,916287.0,916514.0,-,Flexible,VEG,PMM0958,conserved hypothetical (NCBI),,,,PMM0958,locus_tag:sysName
PMM0959,PMED4_10711,916593.0,917549.0,-,Core,VEG,PMM0959,Predicted kinase  (Katherine Huang),COG4240,R,Predicted kinase,PMM0959,locus_tag:sysName
PMM0960,PMED4_10721,917546.0,918349.0,-,Flexible,MEG,PMM0960,Predicted hydrolase (HAD superfamily)  (Katherine Huang),COG3769,R,Predicted hydrolase (HAD superfamily),PMM0960,locus_tag:sysName
PMM0961,PMED4_10731,918353.0,920110.0,-,Flexible,MEG,PMM0961,Glycoside hydrolase family 13 (NCBI),,,,PMM0961,locus_tag:sysName
PMM0962,PMED4_10741,920161.0,921387.0,+,Flexible,MEG,PMM0962,possible Vng0271c (NCBI),,,,PMM0962,locus_tag:sysName
PMM0963,PMED4_10751,921384.0,923093.0,-,Flexible,MEG,ureC,Urease alpha subunit (NCBI),COG804,E,Urea amidohydrolase (urease) alpha subunit,PMM0963,locus_tag:sysName
PMM0964,PMED4_10761,923099.0,923419.0,-,Flexible,VEG,ureB,Urease beta subunit (NCBI),COG832,E,Urea amidohydrolase (urease) beta subunit,PMM0964,locus_tag:sysName
PMM0965,PMED4_10771,923422.0,923724.0,-,Flexible,MEG,ureA,Urease gamma subunit (NCBI),COG831,E,Urea amidohydrolase (urease) gamma subunit,PMM0965,locus_tag:sysName
PMM0966,PMED4_10781,923785.0,924678.0,-,Flexible,VEG,ureD,urease accessory protein UreD (NCBI),COG829,O,Urease accessory protein UreH,PMM0966,locus_tag:sysName
PMM0967,PMED4_10791,924726.0,925190.0,+,Flexible,VEG,ureE,urease accessory protein UreE (NCBI),COG2371,O,Urease accessory protein UreE,PMM0967,locus_tag:sysName
PMM0968,PMED4_10801,925168.0,925854.0,+,Flexible,MEG,ureF,urease accessory protein UreF (NCBI),COG830,O,Urease accessory protein UreF,PMM0968,locus_tag:sysName
PMM0969,PMED4_10811,925858.0,926463.0,+,Flexible,MEG,ureG,urease accessory protein UreG (NCBI),COG378,OK,Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase,PMM0969,locus_tag:sysName
PMM0970,PMED4_10821,926568.0,927887.0,+,Flexible,VEG,urtA,"putative urea ABC transporter, substrate binding protein (NCBI)",COG683,E,"ABC-type branched-chain amino acid transport systems, periplasmic component",PMM0970,locus_tag:sysName
PMM0971,PMED4_10831,927969.0,929123.0,+,Flexible,VEG,urtB,putative urea ABC transporter (NCBI),COG559,E,"Branched-chain amino acid ABC-type transport system, permease components",PMM0971,locus_tag:sysName
PMM0972,PMED4_10841,929123.0,930259.0,+,Flexible,VEG,urtC,putative membrane protein of urea ABC transport system (NCBI),COG4177,E,"ABC-type branched-chain amino acid transport system, permease component",PMM0972,locus_tag:sysName
PMM0973,PMED4_10851,930252.0,931007.0,+,Flexible,VEG,urtD,putative ATP binding subunit of urea ABC transport system (NCBI),COG4674,R,"Uncharacterized ABC-type transport system, ATPase component",PMM0973,locus_tag:sysName
PMM0974,PMED4_10861,931010.0,931720.0,+,Flexible,VEG,urtE,Putative ATP-binding subunit of urea ABC transport system (NCBI),COG410,E,"ABC-type branched-chain amino acid transport systems, ATPase component",PMM0974,locus_tag:sysName
HyPMM132,PMED4_10871,931750.0,931929.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM133,PMED4_10881,932055.0,932171.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM134,PMED4_10891,932184.0,932354.0,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM135,PMED4_10901,932751.0,932927.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0975,PMED4_10911,932990.0,933385.0,+,Flexible,VEG,PMM0975,conserved hypothetical protein (NCBI),,,,PMM0975,locus_tag:sysName
PMM0976,PMED4_10921,933470.0,934459.0,+,Flexible,VEG,PMM0976,putative multidrug efflux ABC transporter (NCBI),COG4586,R,"ABC-type uncharacterized transport system, ATPase component",PMM0976,locus_tag:sysName
PMM0977,PMED4_10931,934460.0,935251.0,+,Flexible,VEG,PMM0977,putative multidrug efflux ABC transporter (NCBI),COG4587,R,"ABC-type uncharacterized transport system, permease component",PMM0977,locus_tag:sysName
PMM0978,PMED4_10941,935248.0,936042.0,+,Flexible,NEG,PMM0978,"conserved membrane protein, multidrug efflux associated (NCBI)",COG3694,R,"ABC-type uncharacterized transport system, permease component",PMM0978,locus_tag:sysName
PMM0979,PMED4_10951,936046.0,936336.0,-,Flexible,VEG,PMM0979,hypothetical (NCBI),,,,PMM0979,locus_tag:sysName
PMM0980,PMED4_10961,936312.0,936539.0,-,Flexible,VEG,PMM0980,hypothetical (NCBI),,,,PMM0980,locus_tag:sysName
PMM0981,PMED4_10971,937028.0,937840.0,-,Flexible,VEG,PMM0981,Predicted permeases  (Katherine Huang),COG730,R,Predicted permeases,PMM0981,locus_tag:sysName
PMM0982,PMED4_10981,937978.0,938319.0,+,Flexible,MEG,PMM0982,HNH endonuclease:HNH nuclease (NCBI),,,,PMM0982,locus_tag:sysName
HyPMM136,PMED4_10991,938405.0,938599.0,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0983,PMED4_11001,938610.0,939011.0,-,Flexible,MEG,PMM0983,possible ATP synthase protein 8 (NCBI),,,,PMM0983,locus_tag:sysName
HyPMM137,PMED4_11011,939188.0,939409.0,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM138,PMED4_11021,939444.0,939668.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0984,PMED4_11031,939892.0,940395.0,+,Flexible,VEG,PMM0984,possible Josephin (NCBI),,,,PMM0984,locus_tag:sysName
HyPMM139,PMED4_11041,940471.0,940656.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0985,PMED4_11051,940658.0,941053.0,+,Flexible,VEG,PMM0985,putative purine phosphoribosyltransferase (NCBI),,,,PMM0985,locus_tag:sysName
PMM0986,PMED4_11061,941050.0,941514.0,+,Flexible,VEG,PMM0986,Nucleoside 2-deoxyribosyltransferase  (Katherine Huang),COG3613,F,Nucleoside 2-deoxyribosyltransferase,PMM0986,locus_tag:sysName
PMM0987,PMED4_11071,941604.0,941780.0,+,Core,VEG,rpsU,30S Ribosomal protein S21 (NCBI),,,,PMM0987,locus_tag:sysName
PMM0988,PMED4_11081,941919.0,942251.0,-,Flexible,HEG,PMM0988,Helix-hairpin-helix DNA-binding motif class 1 (NCBI),,,,PMM0988,locus_tag:sysName
PMM0989,PMED4_11091,942772.0,943377.0,+,Flexible,VEG,PMM0989,ATP/GTP-binding site motif A (P-loop) (NCBI),COG572,F,Uridine kinase,PMM0989,locus_tag:sysName
PMM0990,PMED4_11101,943361.0,944524.0,-,Flexible,VEG,PMM0990,conserved hypothetical protein (NCBI),,,,PMM0990,locus_tag:sysName
PMM0991,PMED4_11111,944530.0,945357.0,-,Flexible,NEG,PMM0991,possible Paired amphipathic helix repeat (NCBI),,,,PMM0991,locus_tag:sysName
HyPMM140,PMED4_11121,945499.0,945687.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0992,PMED4_11131,945804.0,946208.0,+,Core,MEG,PMM0992,conserved hypotheticcal protein (NCBI),,,,PMM0992,locus_tag:sysName
PMM0993,PMED4_11141,946213.0,946911.0,-,Flexible,MEG,PMM0993,Peptidase E  (Katherine Huang),COG3340,E,Peptidase E,PMM0993,locus_tag:sysName
PMM0994,PMED4_11151,946932.0,947393.0,+,Core,VEG,PMM0994,GCN5-related N-acetyltransferase (NCBI),,,,PMM0994,locus_tag:sysName
PMM0995,PMED4_11161,947410.0,947727.0,+,Flexible,VEG,PMM0995,hypothetical (NCBI),,,,PMM0995,locus_tag:sysName
HyPMM141,PMED4_11171,947821.0,947976.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0996,PMED4_11181,948065.0,948382.0,+,Flexible,HEG,PMM0996,conserved hypothetical protein (NCBI),,,,PMM0996,locus_tag:sysName
HyPMM142,PMED4_11191,948408.0,948581.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM143,PMED4_11201,948650.0,948766.0,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0997,PMED4_11211,948798.0,949064.0,-,Flexible,HEG,PMM0997,possible Protein of unknown function DUF67 (NCBI),,,,PMM0997,locus_tag:sysName
HyPMM144,PMED4_11221,949170.0,949307.0,-,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0998,PMED4_11231,949471.0,949908.0,+,Flexible,VEG,PMM0998,conserved hypothetical protein (NCBI),,,,PMM0998,locus_tag:sysName
PMM0999,PMED4_11241,950017.0,950202.0,+,Flexible,MEG,PMM0999,hypothetical (NCBI),,,,PMM0999,locus_tag:sysName
PMM1000,PMED4_11251,950246.0,950551.0,+,Flexible,VEG,PMM1000,conserved hypothetical protein (NCBI),,,,PMM1000,locus_tag:sysName
PMM1001,PMED4_11261,950696.0,951412.0,+,Core,VEG,PMM1001,conserved hypothetical protein (NCBI),,,,PMM1001,locus_tag:sysName
HyPMM145,PMED4_11271,951678.0,951848.0,+,Flexible,LEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
PMM1002,PMED4_11281,951919.0,954528.0,+,Flexible,VEG,pepN,probable aminopeptidase N (NCBI),COG308,E,Aminopeptidase N,PMM1002,locus_tag:sysName
HyPMM146,PMED4_11291,954537.0,954773.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
