Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Accession,Description
Q7V9S5,Pro_1752,20,20,0.000506379,0.000683778,0.000739364,0.000547092,0.000347929,0.000720266,0.001169377,0.000379829,0.000515582,0.000698757,0.000703293,0.000660799,0.000627377,0.000707299,0.000730759,0.000561386,0.000823343,0.000852131,0.000643174,0.000538429,0.000688263,0.000687616,0.000688478,0.00074562,0.230342449,0.837144038,0.433775337,1.070103985,0.490513664,1.001253544,0.284244047,1.084354499,Q7V9S5,Isocitrate dehydrogenase [NADP] OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=icd PE=4 SV=1
Q7VBZ6,Pro_0946,24,23,0.001533072,0.002019662,0.001647274,0.001924923,0.00151704,0.001705225,0.001829978,0.001555185,0.00221389,0.001636419,0.001606151,0.001653291,0.001887939,0.001765413,0.001551805,0.001623504,0.002198594,0.001480689,0.001733336,0.001715729,0.001866351,0.001631954,0.001735052,0.001767596,0.465008662,0.98984238,0.30517564,1.076739355,0.178629517,1.063174947,0.285310477,1.083116399,Q7VBZ6,Glucose-6-phosphate isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pgi PE=3 SV=1
Q7VDL0,Pro_0366,6,6,6.14679E-05,0.000102341,0.000131844,8.01238E-05,8.17571E-05,0.000108642,7.24116E-05,9.29788E-05,7.62748E-05,9.47982E-05,8.54917E-05,0.000119262,0.00010845,0.000138629,0.000100478,0.000143065,3.58288E-05,5.75383E-05,9.85509E-05,9.01743E-05,8.05551E-05,9.98506E-05,0.000115852,7.88109E-05,0.36371377,0.91500232,0.223444399,0.817395113,0.178387575,1.160255455,0.286102577,0.789287534,Q7VDL0,Periplasmic protease OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=prc PE=3 SV=1
Q7VBT5,Pro_1007,4,3,2.5902E-05,3.21191E-05,4.34262E-05,3.39572E-05,2.47607E-05,3.68371E-05,9.35697E-06,2.84544E-05,1.60955E-05,3.47865E-05,4.34226E-05,3.37724E-05,3.73289E-05,4.11094E-05,3.81212E-05,4.63783E-05,3.38713E-05,4.04061E-05,3.38158E-05,3.18516E-05,1.79689E-05,3.73272E-05,3.88532E-05,4.02186E-05,0.385233564,0.941917081,0.052513663,0.531378008,0.332557454,1.040881512,0.287207597,1.077461096,Q7VBT5,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1007 PE=4 SV=1
Q7VAH5,Pro_1487,8,8,0.000539676,0.000482935,0.000515986,0.000517238,0.000506941,0.000480419,0.001061906,0.000612169,0.000499663,0.000579917,0.000634663,0.000502585,0.000745091,0.000717805,0.0006757,0.000423667,0.00137527,0.000484118,0.000512866,0.000501533,0.000724579,0.000572388,0.000712865,0.000761018,0.29861728,0.977902072,0.143553908,1.412804709,0.015777429,1.245422673,0.287862073,1.329548987,Q7VAH5,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1487 PE=4 SV=1
Q7V9Y6,Pro_1688,5,5,0.000475917,0.00039718,0.000532827,0.000556354,0.000463083,0.000463581,0.001007325,0.000360035,0.000749006,0.000382552,0.000534801,0.000594469,0.000577066,0.000420744,0.000538893,0.000243786,0.000937828,0.000717377,0.000468641,0.000494339,0.000705455,0.000503941,0.000512234,0.000632997,0.317448808,1.054834983,0.142676191,1.505319306,0.460574787,1.01645777,0.289703369,1.256095199,Q7V9Y6,50S ribosomal protein L17 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplQ PE=3 SV=1
Q7V9R5,Pro_1763,3,3,0.000114712,0.000111159,9.04479E-05,5.40274E-05,2.83457E-05,8.897E-05,1.24101E-05,2.54596E-05,8.2891E-05,0.000136574,0.000109275,8.96589E-05,0.000111299,8.74023E-05,9.60943E-05,0.000148968,0.00018091,6.98416E-05,0.000105439,5.71144E-05,4.02536E-05,0.000111836,9.82651E-05,0.00013324,0.032458275,0.541679698,0.023375469,0.381769805,0.212477565,0.878652549,0.290589111,1.191384458,Q7V9R5,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1763 PE=4 SV=1
Q7VEJ3,Pro_0020,6,6,0.000381378,0.000370161,0.000364993,0.000442429,0.000224626,0.000317636,2.57931E-05,0.000253506,0.000288529,0.000385653,0.000409205,0.000354133,0.000336207,0.00033135,0.000346833,0.00047123,0.000185595,0.000341775,0.000372177,0.000328231,0.000189276,0.000382997,0.00033813,0.000332867,0.262811513,0.881920402,0.045467021,0.508564775,0.026947884,0.882852587,0.291613305,0.869110438,Q7VEJ3,Nucleoid-associated protein Pro_0020 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0020 PE=3 SV=1
Q7VCK0,Pro_0740,2,2,4.1419E-05,4.49913E-05,3.83354E-05,3.51307E-05,4.72805E-05,3.50371E-05,2.58815E-05,7.28476E-07,1.66395E-08,1.9758E-06,2.77126E-06,3.21444E-06,1.87757E-06,5.07399E-06,2.95431E-06,3.22965E-07,1.33394E-05,1.61648E-06,4.15819E-05,3.91494E-05,8.87555E-06,2.65383E-06,3.30195E-06,5.09294E-06,0.308663152,0.941501902,0.009967883,0.213447379,0.277330693,1.244221274,0.29439875,1.919089592,Q7VCK0,Peptide methionine sulfoxide reductase MsrA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=msrA PE=3 SV=1
Q7VDV8,Pro_0260,3,3,0.000263867,0.00018547,0.000153712,0.000158053,0.000195527,0.000173286,7.84911E-05,0.000404913,0.000470789,0.000226098,0.000265486,0.000231277,0.000243085,0.00024984,0.000187721,0.000407467,0.00042647,8.28654E-05,0.000201017,0.000175622,0.000318064,0.000240954,0.000226882,0.000305601,0.251236905,0.873668923,0.202114432,1.582279092,0.28872612,0.941599634,0.297658071,1.268296921,Q7VDV8,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0260 PE=4 SV=1
Q7VA81,Pro_1584,4,4,0.000113241,0.000135489,0.000139754,9.1523E-05,8.20387E-05,0.000210432,0.000127828,4.61295E-05,0.000117984,0.000150056,6.64026E-05,8.09814E-05,5.95352E-05,8.94339E-05,0.000104736,0.00010309,0.000121269,0.000118752,0.000129495,0.000127998,9.73138E-05,9.91465E-05,8.45683E-05,0.00011437,0.486675073,0.988439951,0.149820076,0.751487838,0.32087558,0.852963058,0.297665275,1.153547004,Q7VA81,DNA-directed RNA polymerase subunit omega OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpoZ PE=3 SV=1
Q7VBM9,Pro_1063,7,7,0.000148655,0.000200595,0.000158292,0.000144961,0.000148268,0.000183298,0.000541046,0.000125394,0.000395843,0.000145402,0.000119988,8.89008E-05,9.30477E-05,0.000112398,8.49926E-05,6.57281E-05,0.000250353,0.000134417,0.000169181,0.000158842,0.000354094,0.000118097,9.68128E-05,0.000150166,0.317233759,0.938889554,0.103334677,2.092991532,0.154152642,0.819774894,0.299695261,1.271551551,Q7VBM9,Tryptophan--tRNA ligase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=trpS PE=3 SV=1
Q7VEG0,Pro_0053,3,3,3.01821E-06,4.11406E-06,4.57643E-06,3.03165E-06,3.52349E-06,7.66279E-06,0.000343435,1.73857E-07,3.32518E-06,4.56778E-07,7.81326E-07,1.19075E-06,6.28129E-07,1.04349E-06,3.76134E-07,3.20383E-08,8.86245E-07,3.11341E-06,3.9029E-06,4.73931E-06,0.000115645,8.09618E-07,6.82584E-07,1.3439E-06,0.307900776,1.214305545,0.191056104,29.63049398,0.340974197,0.843094208,0.300585918,1.659917569,Q7VEG0,Dephospho-CoA kinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=coaE PE=3 SV=1
Q7VBR7,Pro_1025,2,2,0.000118529,0.000125344,9.21075E-05,0.000142626,9.65276E-05,0.000140619,0.000621267,8.56385E-05,9.88714E-05,8.51759E-05,0.000126987,0.000126923,8.27243E-05,0.000127982,0.00010756,0.000122212,0.000260611,5.93777E-05,0.000111993,0.000126591,0.000268592,0.000113029,0.000106089,0.0001474,0.233030329,1.13034499,0.212741061,2.398286887,0.367422888,0.938597128,0.301746601,1.304093579,Q7VBR7,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1025 PE=4 SV=1
Q7V9I1,Pro_1852,21,21,0.0007458,0.00087778,0.000850995,0.000798016,0.000604131,0.000855811,0.002433468,0.002001986,0.001824387,0.000900799,0.000949622,0.000924158,0.000896789,0.000876822,0.000900847,0.000702012,0.000979363,0.001473429,0.000824858,0.000752653,0.002086614,0.00092486,0.000891486,0.001051601,0.224466336,0.912463025,0.001214855,2.529663191,0.052149947,0.963915177,0.302459079,1.137038545,Q7V9I1,Aspartate--tRNA(Asp/Asn) ligase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=aspS PE=3 SV=1
Q7VAT9,Pro_1365,9,9,3.169E-05,4.24916E-05,4.9242E-05,2.99269E-05,2.72375E-05,4.55977E-05,2.69303E-05,5.11675E-06,8.20257E-05,1.94299E-05,2.35687E-05,2.28532E-05,1.78352E-05,2.23431E-05,2.33209E-05,1.0736E-05,2.11775E-05,5.77004E-05,4.11412E-05,3.4254E-05,3.80242E-05,2.19506E-05,2.11664E-05,2.98713E-05,0.210121057,0.832596314,0.450333332,0.924236777,0.364977528,0.964276391,0.3045089,1.360845644,Q7VAT9,tRNA-specific 2-thiouridylase MnmA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=mnmA PE=3 SV=1
Q7VEI6,Pro_0027,6,6,0.001582128,0.001613725,0.001584809,0.001799358,0.001882888,0.001750168,0.002940469,0.003603247,0.002156356,0.000998818,0.001566193,0.002270761,0.001744931,0.001501368,0.001732508,0.003415821,0.001501867,0.00121015,0.001593554,0.001810804,0.002900024,0.001611924,0.001659603,0.002042613,0.002796904,1.136330686,0.017706186,1.819846533,0.452646483,1.029578743,0.305885741,1.267189265,Q7VEI6,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=accB PE=4 SV=1
Q7VE77,Pro_0136,21,21,0.002005729,0.001724799,0.001654324,0.001817134,0.001795137,0.001844901,0.003147738,0.003059508,0.002834577,0.002115036,0.001914858,0.001734881,0.002138757,0.001858543,0.001961537,0.003979944,0.001473869,0.001653552,0.00179495,0.001819057,0.003013941,0.001921591,0.001986279,0.002369122,0.417375505,1.013430328,0.000508115,1.679122078,0.330630651,1.033663514,0.305966795,1.232895663,Q7VE77,Zeta-carotene desaturase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=crtQ PE=3 SV=1
Q7VEK3,Pro_0009,5,5,9.30041E-05,0.000115384,9.22874E-05,6.48286E-05,9.25289E-05,0.000102831,5.81348E-05,2.27018E-05,5.45942E-05,5.19922E-05,5.17787E-05,5.7448E-05,4.14588E-05,6.28408E-05,6.6104E-05,1.87601E-05,7.14679E-05,4.62908E-05,0.000100225,8.67296E-05,4.51436E-05,5.37397E-05,5.68012E-05,4.55063E-05,0.189351536,0.865348552,0.007700996,0.450422269,0.359853724,1.056970522,0.309882954,0.846790912,Q7VEK3,Transcription antitermination protein NusB OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=nusB PE=3 SV=1
Q7VDN1,Pro_0341,3,3,2.65227E-06,3.48061E-06,4.26168E-06,4.64295E-06,2.97739E-06,4.60071E-06,3.59007E-06,1.36116E-07,1.03379E-07,2.50045E-06,1.09778E-06,1.37808E-06,1.64574E-06,2.82705E-06,1.27449E-06,1.59736E-07,1.66181E-06,2.01377E-06,3.46485E-06,4.07368E-06,1.27652E-06,1.65877E-06,1.91576E-06,1.27844E-06,0.222316118,1.175716339,0.077023044,0.368419862,0.353120298,1.154926491,0.310746604,0.77071249,Q7VDN1,Possible bilin biosynthesis protein CpeY OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=cpeY PE=4 SV=1
Q7VE86,Pro_0127,10,10,0.00066627,0.00084925,0.000647748,0.000716642,0.000538273,0.000750276,0.000661037,0.00085305,0.001409692,0.000537869,0.000639889,0.000775204,0.000905786,0.000745059,0.000747051,0.000792822,0.00078457,0.000542445,0.000721089,0.000668397,0.000974593,0.000650987,0.000799298,0.000706612,0.298719919,0.926927033,0.169363576,1.351556938,0.081626102,1.227825616,0.315440482,1.085447484,Q7VE86,6-pyruvoyl-tetrahydropterin synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0127 PE=4 SV=1
Q7V9W9,Pro_1705,7,7,0.000749008,0.000573539,0.000764127,0.001057329,0.000583863,0.000560686,0.000529779,0.000289544,0.000405028,0.000836789,0.000762997,0.0006047,0.001014194,0.000639768,0.000790224,0.000337448,0.0002097,0.001176015,0.000695558,0.000733959,0.000408117,0.000734829,0.000814729,0.000574387,0.417602799,1.05520908,0.017969539,0.586746986,0.283926641,1.108732948,0.316411164,0.781661732,Q7V9W9,50S ribosomal protein L16 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplP PE=3 SV=1
Q7VBZ7,Pro_0945,5,5,2.89437E-06,5.16027E-05,3.99888E-05,3.70054E-05,5.10874E-05,3.65798E-05,1.35803E-05,9.17047E-06,0.000109141,5.04218E-05,3.15297E-05,2.54465E-05,2.96745E-05,3.65408E-05,3.81045E-05,1.01634E-05,5.61868E-05,1.58701E-05,3.14953E-05,4.15575E-05,4.39641E-05,3.57993E-05,3.47732E-05,2.74068E-05,0.275099967,1.319483446,0.372483477,1.395893757,0.451780784,0.971337427,0.317086403,0.76556673,Q7VBZ7,Phosphoribosylglycinamide formyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=purN PE=3 SV=1
Q7VBZ3,Pro_0949,8,8,0.000312929,0.000306464,0.000159225,0.000292353,0.000276117,0.000123897,0.000249097,0.000287972,0.000140112,0.000196918,0.000347224,0.000186544,0.000437423,0.000351519,0.000155681,0.000382611,0.000108062,6.77933E-05,0.000259539,0.000230789,0.000225727,0.000243562,0.000314874,0.000186155,0.357754668,0.889226624,0.319960451,0.869722796,0.253995567,1.292790107,0.317208037,0.764303663,Q7VBZ3,Cysteine sulfinate desulfinase/cysteine desulfurase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=nifS PE=3 SV=1
Q7VAQ4,Pro_1403,2,2,3.36805E-06,5.63696E-06,2.46922E-06,1.42748E-06,2.89826E-06,4.42751E-06,2.63859E-06,9.45865E-07,1.13038E-06,1.90737E-06,1.88679E-06,2.34892E-06,2.17802E-06,3.55811E-06,2.68573E-06,2.9199E-08,5.11223E-06,3.30589E-06,3.82474E-06,2.91775E-06,1.57161E-06,2.04769E-06,2.80729E-06,2.81577E-06,0.258849575,0.762861731,0.053139274,0.410906162,0.076128707,1.370951506,0.317278068,1.375095179,Q7VAQ4,Glycogen debranching enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pulA PE=3 SV=1
Q7VE19,Pro_0195,10,10,7.24866E-05,0.000112106,0.000119196,8.97262E-05,7.70713E-05,0.000120485,0.000140933,9.3812E-05,0.000180049,8.92349E-05,0.000110157,9.76841E-05,9.33631E-05,0.000104654,0.000102926,4.2975E-05,0.000258616,9.36899E-05,0.000101263,9.57607E-05,0.000138265,9.90253E-05,0.000100314,0.00013176,0.39552573,0.94566512,0.13451061,1.365406191,0.431611763,1.013015532,0.321439136,1.330573242,Q7VE19,Cysteine desulfurase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=nifS PE=3 SV=1
Q7VCY6,Pro_0604,2,2,2.21395E-06,3.65761E-06,2.14047E-06,1.40727E-06,3.24312E-06,2.39284E-06,0,8.91064E-08,1.68777E-08,1.10904E-09,8.11974E-08,1.06203E-07,2.77231E-08,5.81233E-08,1.44977E-07,9.76652E-08,2.68747E-08,0,2.67068E-06,2.34774E-06,3.53281E-08,6.28363E-08,7.69411E-08,4.15133E-08,0.339486081,0.879081216,0.002987851,0.013228125,0.390238108,1.224468546,0.32317102,0.660657758,Q7VCY6,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0604 PE=4 SV=1
Q7VE88,Pro_0125,4,4,1.8104E-05,1.53272E-05,1.5447E-05,6.25813E-06,1.85382E-05,1.413E-05,2.08076E-05,1.91209E-05,2.36173E-05,1.09154E-05,1.37227E-05,8.63046E-06,1.16775E-05,9.8089E-06,9.82951E-06,3.88035E-06,9.63588E-06,1.46971E-05,1.62928E-05,1.29754E-05,2.11819E-05,1.10895E-05,1.04386E-05,9.40445E-06,0.210556782,0.79639274,0.018700477,1.300080571,0.352284032,0.941307856,0.325604882,0.848048971,Q7VE88,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0125 PE=4 SV=1
Q7V9X7,Pro_1697,4,4,0.000921882,0.001220557,0.000926234,0.001105296,0.00077139,0.001074447,0.000795376,0.001617063,0.000494564,0.000678348,0.000848133,0.001221326,0.000872861,0.000823917,0.000956345,0.001808681,0.000968206,0.000554295,0.001022891,0.000983711,0.000969001,0.000915936,0.000884374,0.001110394,0.400400722,0.961696931,0.442499196,0.947316057,0.428795135,0.965541861,0.32707626,1.21230545,Q7V9X7,50S ribosomal protein L18 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplR PE=3 SV=1
Q7VEA2,Pro_0111,3,3,5.29835E-06,9.14811E-06,1.34006E-06,9.10063E-06,4.84728E-06,5.51103E-06,6.01863E-05,5.04532E-07,2.9649E-06,6.67029E-07,2.31186E-06,1.8644E-06,2.01849E-06,1.55232E-06,1.31903E-06,0,6.1329E-06,1.47209E-06,5.26218E-06,6.48631E-06,2.12186E-05,1.61443E-06,1.62994E-06,2.535E-06,0.331897697,1.232629552,0.230919662,4.0322823,0.489071976,1.009610205,0.327715093,1.570213247,Q7VEA2,Exodeoxyribonuclease 7 large subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=xseA PE=3 SV=1
Q7VBP7,Pro_1045,13,13,0.000894192,0.000902903,0.000918281,0.001159941,0.000817969,0.001134519,0.001115124,0.001309583,0.000878377,0.001201869,0.001055102,0.001070106,0.000911375,0.001035466,0.001142967,0.001704387,0.00116802,0.000823807,0.000905125,0.001037476,0.001101028,0.001109026,0.001029936,0.001232071,0.148046261,1.146223826,0.095890129,1.216437185,0.193533389,0.928685361,0.33060032,1.110949583,Q7VBP7,Nitrilase-like protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1045 PE=4 SV=1
Q7VDR3,Pro_0305,10,9,0.000514021,0.000602624,0.000669217,0.000449811,0.000626451,0.000642368,0.000488971,0.00055064,0.000585838,0.000579358,0.000517748,0.000683031,0.000563055,0.000652651,0.000713198,0.000556968,0.000682602,0.000624566,0.000595287,0.000572876,0.000541816,0.000593379,0.000642968,0.000621379,0.391846907,0.962352703,0.185547218,0.910176047,0.244079564,1.083570254,0.333431892,1.047186737,Q7VDR3,Predicted dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=mviM PE=4 SV=1
Q7VDA5,Pro_0478,6,6,0.000375481,0.000307265,0.000376057,0.000378923,0.00024681,0.000318579,0.000841001,0.000294364,0.000342458,0.000293597,0.000385632,0.000376821,0.000382255,0.000308118,0.000390264,0.000236835,0.00035584,0.000387645,0.000352934,0.000314771,0.000492607,0.000352017,0.000360212,0.000326773,0.219690566,0.891867344,0.236200089,1.395747825,0.422471844,1.023282422,0.333552834,0.928289272,Q7VDA5,Cyanobacteria-specific protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0478 PE=4 SV=1
Q7VE06,Pro_0209,3,3,0.000151808,0.000107277,0.000102108,0.000129426,0.000135205,9.87272E-05,9.53351E-05,6.27521E-05,4.26262E-05,9.99963E-05,0.000112011,8.38929E-05,0.000124442,0.000108383,0.000116993,0.000231332,7.89828E-05,6.06827E-05,0.000120397,0.000121119,6.69045E-05,9.86333E-05,0.000116606,0.000123666,0.486057076,1.005998076,0.036001805,0.555697207,0.063839507,1.182218519,0.335489617,1.25379435,Q7VE06,Anthranilate/para-aminobenzoate synthase component II OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pabA PE=4 SV=1
Q7VEH5,Pro_0038,26,26,0.000984537,0.001114207,0.00098886,0.001016546,0.000931684,0.001084007,0.001878432,0.000707281,0.000848118,0.000950156,0.001037307,0.001047919,0.000915331,0.001145386,0.000953659,0.000549254,0.001065197,0.00200735,0.001029201,0.001010745,0.00114461,0.001011794,0.001004792,0.001207267,0.38906971,0.98206779,0.385816814,1.112134583,0.466224305,0.99307958,0.33578577,1.193194553,Q7VEH5,GMP synthase [glutamine-hydrolyzing] OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=guaA PE=3 SV=1
Q7VBA9,Pro_1188,2,2,1.21887E-05,1.24999E-05,1.4372E-05,1.42721E-05,1.15861E-05,2.49251E-05,9.14764E-06,8.31557E-05,8.52155E-05,1.25264E-05,1.11069E-05,2.09213E-05,2.20396E-05,1.11836E-05,1.09724E-05,6.03637E-06,3.97583E-05,1.29021E-05,1.30202E-05,1.69278E-05,5.91729E-05,1.48515E-05,1.47319E-05,1.95656E-05,0.198816527,1.300114837,0.069478738,4.544692094,0.490591439,0.991944259,0.341624454,1.317413935,Q7VBA9,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1188 PE=4 SV=1
Q7VDU5,Pro_0273,15,14,0.00109791,0.001133757,0.00106001,0.001053631,0.001024631,0.001182429,0.000888556,0.001127612,0.001682545,0.001374227,0.001463411,0.001267709,0.0014571,0.00164208,0.001218872,0.001094744,0.0018536,0.001453143,0.001097226,0.001086897,0.001232904,0.001368449,0.001439351,0.001467162,0.4274433,0.990586777,0.298172072,1.123656226,0.313509101,1.051811992,0.342635619,1.072135402,Q7VDU5,Predicted alternative thymidylate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=THY1 PE=4 SV=1
Q7V9Q6,Pro_1773,10,10,0.000133578,0.000222404,0.000214068,0.000139186,0.000201069,0.000188072,0.001655329,0.000364885,0.000580641,0.000136129,0.000183251,0.000210932,0.000165493,0.000210608,0.000209658,0.00024498,0.000113748,0.000106503,0.000190017,0.000176109,0.000866952,0.000176771,0.000195253,0.000155077,0.351790419,0.926807977,0.082952894,4.562501658,0.26141068,1.104556172,0.343429908,0.877277613,Q7V9Q6,Probable N-acyl-L-amino acid amidohydrolase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1773 PE=4 SV=1
Q7VB04,Pro_1297,3,3,0.000291009,0.000217927,0.000186756,0.000230194,0.000173198,0.000211915,0.000119194,0.000313962,0.000127791,0.000158925,0.000254418,0.000357473,0.000236138,0.000213773,0.000270828,0.000392405,0.000109868,0.000131392,0.000231897,0.000205102,0.000186982,0.000256939,0.000240246,0.000211222,0.244285543,0.884453934,0.279754859,0.806315754,0.396793181,0.935032615,0.3461099,0.822070606,Q7VB04,Chorismate mutase AroH OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=aroH PE=4 SV=1
Q7VC18,Pro_0924,5,5,0.000243034,0.000186162,0.000228344,0.00017663,0.000187693,0.000269918,0.000445232,0.000217934,0.000274605,0.000282502,0.000311601,0.000274406,0.000282887,0.000365555,0.000255566,0.000312059,0.000316068,0.000183387,0.00021918,0.000211414,0.00031259,0.000289503,0.000301336,0.000270505,0.415274593,0.964566204,0.12762703,1.426180434,0.375946658,1.040872352,0.347340642,0.934375569,Q7VC18,Predicted MazG family pyrophosphatase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=mazG PE=4 SV=1
Q7V9Y3,Pro_1691,7,6,0.000744114,0.000604801,0.000578891,0.000692331,0.000431118,0.000667628,0.000937276,0.000476649,0.000345861,0.000711107,0.000660746,0.000697687,0.000903102,0.000756972,0.000642989,0.000382358,0.000660152,0.001400294,0.000642602,0.000597026,0.000586595,0.000689847,0.000767688,0.000814268,0.332720326,0.929075104,0.389482532,0.912843558,0.183976489,1.112838256,0.351724008,1.180360844,Q7V9Y3,30S ribosomal protein S13 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsM PE=3 SV=1
Q7VBY4,Pro_0958,19,18,0.001499292,0.001284511,0.001225437,0.001243535,0.001257365,0.001129263,0.003669673,0.001635861,0.001746341,0.001565842,0.001484368,0.001427439,0.001496331,0.001515241,0.001389982,0.003408352,0.000925933,0.001118739,0.001336414,0.001210054,0.002350625,0.00149255,0.001467185,0.001817675,0.122012204,0.905449019,0.101099438,1.758905338,0.336959873,0.983005634,0.35232971,1.217832147,Q7VBY4,Branched-chain-amino-acid aminotransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ilvE PE=3 SV=1
Q7VBX7,Pro_0965,9,8,2.6077E-05,4.97878E-05,4.72231E-05,3.91221E-05,4.59344E-05,6.56003E-05,8.76199E-05,1.50515E-05,2.41684E-05,2.57202E-05,2.94935E-05,2.25955E-05,2.82826E-05,3.86776E-05,2.76933E-05,3.65301E-05,9.18497E-06,4.54734E-05,4.10293E-05,5.02189E-05,4.22799E-05,2.59364E-05,3.15512E-05,3.03961E-05,0.223889892,1.223977573,0.480491856,1.030481366,0.120724096,1.21648072,0.354145558,1.171947806,Q7VBX7,Uncharacterized RNA methyltransferase Pro_0965 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0965 PE=3 SV=1
Q7VDC4,Pro_0456,6,6,7.17776E-05,2.6779E-05,3.35443E-05,5.47069E-05,2.46638E-05,2.10001E-05,0.001049139,3.49999E-05,3.99765E-05,5.24173E-05,5.87995E-05,2.27423E-05,6.77934E-05,3.95985E-05,3.66899E-05,4.53923E-05,2.71554E-05,4.61318E-05,4.40336E-05,3.34569E-05,0.000374705,4.4653E-05,4.80272E-05,3.95599E-05,0.290278784,0.759804035,0.191344601,8.509528632,0.415933825,1.075565118,0.354714876,0.885939205,Q7VDC4,Exopolyphosphatase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=gppA PE=4 SV=1
