 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_A1377,,2.16,43.4,23.54,20.0,11.11,0.54,flavin-containing amine oxidoreductase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1377,locus_tag: Locus tag
SYNPCC7002_A1380,,15.11,0.12,6.28,0.01,0.41,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1380,locus_tag: Locus tag
SYNPCC7002_A1403,,1.62,5.11,3.14,3.13,1.92,0.61,Jab domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1403,locus_tag: Locus tag
SYNPCC7002_A1407,,5.93,0.12,4.71,0.02,0.79,38.28,inner membrane protein,Unknown function,General,,Inner Membrane (8 transmembrane span),,SYNPCC7002_A1407,locus_tag: Locus tag
SYNPCC7002_A1415,,14.03,0.12,15.7,0.01,1.12,127.62,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1415,locus_tag: Locus tag
SYNPCC7002_A1419,,57.19,17.87,37.67,0.31,0.66,2.11,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1419,locus_tag: Locus tag
SYNPCC7002_A1421,,92.26,214.46,196.21,2.33,2.13,0.91,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1421,locus_tag: Locus tag
SYNPCC7002_A1430,,22.12,125.1,56.51,5.56,2.56,0.45,protein of unknown function DUF393,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1430,locus_tag: Locus tag
SYNPCC7002_A1433,,42.62,20.43,31.39,0.48,0.74,1.54,protein of unknown function DUF541,Unknown function,General,,Periplasm,,SYNPCC7002_A1433,locus_tag: Locus tag
SYNPCC7002_A1434,,26.44,66.38,34.53,2.5,1.3,0.52,putative nuclease NurA family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1434,locus_tag: Locus tag
SYNPCC7002_A1438,,5.93,12.77,23.54,2.17,4.0,1.84,protein of unknown function DUF4112,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1438,locus_tag: Locus tag
SYNPCC7002_A1444,,9.71,20.43,9.42,2.08,0.97,0.46,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A1444,locus_tag: Locus tag
SYNPCC7002_A1450,,32.91,132.76,81.62,4.0,2.5,0.61,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1450,locus_tag: Locus tag
SYNPCC7002_A1462,,16.19,38.3,32.96,2.38,2.04,0.86,DedA family protein,Unknown function,General,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A1462,locus_tag: Locus tag
SYNPCC7002_A1464,,15.65,5.11,7.85,0.33,0.5,1.54,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1464,locus_tag: Locus tag
SYNPCC7002_A1471,,14.57,2.55,7.85,0.18,0.54,3.07,conserved hypothetical protein,Unknown function,General,,Outer Membrane,,SYNPCC7002_A1471,locus_tag: Locus tag
SYNPCC7002_A1476,,10.25,0.12,14.13,0.01,1.37,114.85,high light inducible protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1476,locus_tag: Locus tag
SYNPCC7002_A1477,,8.09,0.12,15.7,0.02,1.92,127.62,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1477,locus_tag: Locus tag
SYNPCC7002_A1478,,233.62,51.06,94.18,0.22,0.4,1.84,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1478,locus_tag: Locus tag
SYNPCC7002_A1479,,17.8,5.11,7.85,0.29,0.44,1.54,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1479,locus_tag: Locus tag
SYNPCC7002_A1480,,10.79,2.55,4.71,0.24,0.44,1.84,protein of unknown function DUF1176,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1480,locus_tag: Locus tag
SYNPCC7002_A1484,,17.8,5.11,15.7,0.29,0.88,3.07,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A1484,locus_tag: Locus tag
SYNPCC7002_A1486,,24.82,10.21,14.13,0.41,0.57,1.38,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1486,locus_tag: Locus tag
SYNPCC7002_A1487,,52.33,20.43,18.84,0.39,0.36,0.92,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1487,locus_tag: Locus tag
SYNPCC7002_A1488,,7.55,20.43,12.56,2.7,1.67,0.61,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1488,locus_tag: Locus tag
SYNPCC7002_A1491,,8.63,0.12,1.57,0.01,0.18,12.76,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1491,locus_tag: Locus tag
SYNPCC7002_A1524,,44.24,17.87,48.66,0.4,1.1,2.72,TIGR02450 family tryptophan-rich protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1524,locus_tag: Locus tag
SYNPCC7002_A1538,,5.93,17.87,9.42,3.03,1.59,0.53,O-antigen ligase domain-containing protein,Unknown function,Enzymes of unknown specificity,,Inner Membrane (13 transmembrane span),,SYNPCC7002_A1538,locus_tag: Locus tag
SYNPCC7002_A1544,,77.69,186.38,122.43,2.38,1.59,0.66,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1544,locus_tag: Locus tag
SYNPCC7002_A1550,,5.4,20.43,12.56,3.85,2.33,0.61,alpha/beta hydrolase fold protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1550,locus_tag: Locus tag
SYNPCC7002_A1551,,7.55,0.12,9.42,0.02,1.25,76.57,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1551,locus_tag: Locus tag
SYNPCC7002_A1553,,35.07,76.59,54.94,2.17,1.56,0.72,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1553,locus_tag: Locus tag
SYNPCC7002_A1556,,19.42,2.55,14.13,0.13,0.73,5.53,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1556,locus_tag: Locus tag
SYNPCC7002_A1557,,24.28,10.21,15.7,0.42,0.65,1.54,hypothetical lipoprotein,Unknown function,General,,Inner Membrane Lipoprotein,,SYNPCC7002_A1557,locus_tag: Locus tag
SYNPCC7002_A1570,,108.98,296.16,235.45,2.7,2.17,0.8,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1570,locus_tag: Locus tag
SYNPCC7002_A1575,,25.36,2.55,15.7,0.1,0.62,6.15,membrane protein of unknown function DUF20,Unknown function,General,,Inner Membrane (7 transmembrane span),,SYNPCC7002_A1575,locus_tag: Locus tag
SYNPCC7002_A1580,,161.32,74.04,62.79,0.46,0.39,0.85,conserved hypothetical protein,Unknown function,General,,Inner Membrane Lipoprotein,,SYNPCC7002_A1580,locus_tag: Locus tag
SYNPCC7002_A1588,,258.43,112.34,111.45,0.43,0.43,0.99,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1588,locus_tag: Locus tag
SYNPCC7002_A1628,,2.16,5.11,7.85,2.38,3.7,1.54,histone deacetylase/AcuC/AphA family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1628,locus_tag: Locus tag
SYNPCC7002_A1647,,43.7,20.43,29.82,0.47,0.68,1.46,protein of unknown function DUF1817,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1647,locus_tag: Locus tag
SYNPCC7002_A1651,,26.44,2.55,20.41,0.1,0.77,7.99,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1651,locus_tag: Locus tag
SYNPCC7002_A1670,,48.56,20.43,34.53,0.42,0.71,1.69,protein of unknown function DUF29,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1670,locus_tag: Locus tag
SYNPCC7002_A1673,,10.79,30.64,10.99,2.86,1.02,0.36,protein of unknown function UPF0081,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1673,locus_tag: Locus tag
SYNPCC7002_A1686,,87.94,204.25,150.69,2.33,1.72,0.74,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1686,locus_tag: Locus tag
SYNPCC7002_A1695,,139.2,30.64,86.33,0.22,0.62,2.82,protein of unknown function DUF1232,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1695,locus_tag: Locus tag
SYNPCC7002_A1696,,17.26,43.4,12.56,2.5,0.73,0.29,protein of unknown function DUF29,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1696,locus_tag: Locus tag
SYNPCC7002_A1698,,831.41,365.1,707.92,0.44,0.85,1.94,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1698,locus_tag: Locus tag
SYNPCC7002_A1699,,478.56,188.93,185.22,0.4,0.39,0.98,TPR repeat-containing protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1699,locus_tag: Locus tag
SYNPCC7002_A1700,,17.8,5.11,4.71,0.29,0.26,0.92,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1700,locus_tag: Locus tag
SYNPCC7002_A1711,,213.65,61.28,67.5,0.29,0.32,1.1,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1711,locus_tag: Locus tag
SYNPCC7002_A1712,,266.53,33.19,80.05,0.12,0.3,2.41,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1712,locus_tag: Locus tag
SYNPCC7002_A1713,,17.8,7.66,12.56,0.43,0.7,1.64,YihY family membrane protein,Unknown function,General,,Inner Membrane (8 transmembrane span),,SYNPCC7002_A1713,locus_tag: Locus tag
SYNPCC7002_A1716,,6.47,0.12,6.28,0.02,0.97,51.05,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1716,locus_tag: Locus tag
SYNPCC7002_A1718,,37.23,89.36,76.91,2.38,2.08,0.86,YceG family conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1718,locus_tag: Locus tag
SYNPCC7002_A1725,,31.29,12.77,17.27,0.41,0.55,1.35,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1725,locus_tag: Locus tag
SYNPCC7002_A1729,,5.93,2.55,4.71,0.43,0.79,1.84,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1729,locus_tag: Locus tag
SYNPCC7002_A1731,,15.65,7.66,7.85,0.49,0.5,1.02,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1731,locus_tag: Locus tag
SYNPCC7002_A1740,,5.93,20.43,3.14,3.45,0.53,0.15,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A1745,,3.24,17.87,6.28,5.56,1.92,0.35,DNA-processing protein TIGR00725 family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1745,locus_tag: Locus tag
SYNPCC7002_A1760,,2.16,10.21,14.13,4.76,6.67,1.38,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1760,locus_tag: Locus tag
SYNPCC7002_A1765,,2.16,12.77,4.71,5.88,2.17,0.37,protein of unknown function DUF3285,Unknown function,General,,Inner Membrane (1 transmembrane span),,,unresolved
SYNPCC7002_A1767,,11.33,0.12,7.85,0.01,0.69,63.81,protein of unknown function DUF1493,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1767,locus_tag: Locus tag
SYNPCC7002_A1787,,11.87,5.11,12.56,0.43,1.05,2.46,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1787,locus_tag: Locus tag
SYNPCC7002_A1795,,14.57,30.64,25.11,2.08,1.72,0.82,DUF2059 domain protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1795,locus_tag: Locus tag
SYNPCC7002_A1810,,122.47,45.96,42.38,0.38,0.35,0.92,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1810,locus_tag: Locus tag
SYNPCC7002_A1824,,171.57,469.78,321.78,2.7,1.89,0.68,protein of unknown function DUF3464 ,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1824,locus_tag: Locus tag
SYNPCC7002_A1833,,70.14,30.64,36.1,0.44,0.52,1.18,integral membrane protein TerC family,Unknown function,General,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A1833,locus_tag: Locus tag
SYNPCC7002_A1840,,12.95,30.64,17.27,2.38,1.33,0.56,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1840,locus_tag: Locus tag
SYNPCC7002_A1848,,7.55,20.43,9.42,2.7,1.25,0.46,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1848,locus_tag: Locus tag
SYNPCC7002_A1852,,87.4,311.48,224.46,3.57,2.56,0.72,protein of unknown function DUF309,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1852,locus_tag: Locus tag
SYNPCC7002_A1853,,6.47,2.55,9.42,0.39,1.45,3.69,protein of unknown function TIGR03492,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1853,locus_tag: Locus tag
SYNPCC7002_A1866,,2.16,7.66,3.14,3.57,1.45,0.41,bacteriophage conserved hypothetical protein,Unknown function,General,Bacteriophage,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1866,locus_tag: Locus tag
SYNPCC7002_A1871,,1.08,7.66,1.57,7.14,1.45,0.2,bacteriophage conserved hypothetical protein,Unknown function,General,Bacteriophage,,,SYNPCC7002_A1871,locus_tag: Locus tag
SYNPCC7002_A1872,,1.62,7.66,4.71,4.76,2.94,0.61,bacteriophage conserved hypothetical protein,Unknown function,General,Bacteriophage,,,SYNPCC7002_A1872,locus_tag: Locus tag
SYNPCC7002_A1873,,1.08,5.11,3.14,4.76,2.94,0.61,bacteriophage conserved hypothetical protein,Unknown function,General,Bacteriophage,,,SYNPCC7002_A1873,locus_tag: Locus tag
SYNPCC7002_A1883,,6.47,0.12,4.71,0.02,0.73,38.28,bacteriophage hypothetical protein,Unknown function,General,Bacteriophage,Cytoplasm,,SYNPCC7002_A1883,locus_tag: Locus tag
SYNPCC7002_A1887,,36.15,104.68,75.34,2.86,2.08,0.72,bacteriophage hypothetical protein,Unknown function,General,Bacteriophage,Cytoplasm,,SYNPCC7002_A1887,locus_tag: Locus tag
SYNPCC7002_A1894,,8.09,2.55,10.99,0.32,1.35,4.3,protein of unknown function DUF389,Unknown function,General,,Inner Membrane (7 transmembrane span),,SYNPCC7002_A1894,locus_tag: Locus tag
SYNPCC7002_A1908,,20.5,10.21,17.27,0.5,0.84,1.69,protein of unknown function DUF3067,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1908,locus_tag: Locus tag
SYNPCC7002_A1911,,5.93,12.77,7.85,2.17,1.32,0.61,metal dependent phosphohydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1911,locus_tag: Locus tag
SYNPCC7002_A1913,,6.47,0.12,4.71,0.02,0.73,38.28,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1913,locus_tag: Locus tag
SYNPCC7002_A1927,,25.9,122.55,91.04,4.76,3.57,0.74,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A1931,,4.86,0.12,4.71,0.03,0.97,38.28,protein of unknown function DUF72,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1931,locus_tag: Locus tag
SYNPCC7002_A1934,,70.14,28.08,25.11,0.4,0.36,0.89,universal stress protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1934,locus_tag: Locus tag
SYNPCC7002_A1944,,5.93,15.32,7.85,2.56,1.32,0.51,protein of unknown function DUF399,Unknown function,General,,Periplasm,,SYNPCC7002_A1944,locus_tag: Locus tag
SYNPCC7002_A1946,,7.01,140.42,113.02,20.0,16.67,0.8,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1946,locus_tag: Locus tag
SYNPCC7002_A1947,,10.79,22.98,17.27,2.13,1.61,0.75,protein of unknown function DUF218,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1947,locus_tag: Locus tag
SYNPCC7002_A1951,,184.52,81.7,54.94,0.44,0.3,0.67,FIG01178559: hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1951,locus_tag: Locus tag
SYNPCC7002_A1967,,19.42,45.96,26.68,2.38,1.37,0.58,membrane protein of unknown function UPF0014,Unknown function,General,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A1967,locus_tag: Locus tag
SYNPCC7002_A1972,,56.11,234.89,69.07,4.17,1.23,0.29,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A1974,,8.09,2.55,6.28,0.32,0.78,2.46,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1974,locus_tag: Locus tag
SYNPCC7002_A1976,,19.42,5.11,18.84,0.26,0.97,3.69,family 4 glycosyl transferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1976,locus_tag: Locus tag
SYNPCC7002_A1982,,37.77,125.1,75.34,3.33,2.0,0.6,MAPEG family membrane protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A1982,locus_tag: Locus tag
SYNPCC7002_A1986,,44.24,20.43,34.53,0.46,0.78,1.69,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1986,locus_tag: Locus tag
SYNPCC7002_A2002,,6.47,17.87,1.57,2.78,0.24,0.09,rhodanese-like domain-containing protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2002,locus_tag: Locus tag
SYNPCC7002_A2006,,5.93,0.12,6.28,0.02,1.05,51.05,protein of unknown function DUF3110,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2006,locus_tag: Locus tag
SYNPCC7002_A2007,,157.54,51.06,139.7,0.32,0.88,2.74,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2008,,50.18,10.21,29.82,0.2,0.6,2.92,conserved hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2008,locus_tag: Locus tag
SYNPCC7002_A2016,,11.33,28.08,6.28,2.5,0.56,0.22,protein of unknown function DUF423,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2016,locus_tag: Locus tag
SYNPCC7002_A2020,,8.63,2.55,15.7,0.3,1.82,6.15,conserved hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2020,locus_tag: Locus tag
SYNPCC7002_A2027,,521.72,1401.67,517.99,2.7,0.99,0.37,hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2027,locus_tag: Locus tag
SYNPCC7002_A2050,,7.01,0.12,4.71,0.02,0.67,38.28,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2050,locus_tag: Locus tag
SYNPCC7002_A2055,,25.36,71.49,51.8,2.86,2.04,0.72,protein of unknown function DUF924,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2055,locus_tag: Locus tag
SYNPCC7002_A2058,,15.65,7.66,18.84,0.49,1.2,2.46,GTPase with DUF697 domain,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2058,locus_tag: Locus tag
SYNPCC7002_A2082,,41.0,10.21,14.13,0.25,0.34,1.38,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2082,locus_tag: Locus tag
SYNPCC7002_A2086,,37.77,15.32,25.11,0.4,0.67,1.64,Mo-dependent nitrogenase C-terminal domain protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2086,locus_tag: Locus tag
SYNPCC7002_A2087,,4.86,0.12,7.85,0.03,1.61,63.81,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2109,,16.73,7.66,3.14,0.46,0.19,0.41,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2109,locus_tag: Locus tag
SYNPCC7002_A2130,,31.29,255.31,65.93,8.33,2.13,0.26,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2130,locus_tag: Locus tag
SYNPCC7002_A2133,,243.87,91.91,80.05,0.38,0.33,0.87,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2133,locus_tag: Locus tag
SYNPCC7002_A2144,,22.66,10.21,12.56,0.45,0.56,1.23,SWIM zinc finger domain-containing protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2144,locus_tag: Locus tag
SYNPCC7002_A2159,,62.05,22.98,34.53,0.37,0.56,1.5,TPR domain-containing protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2159,locus_tag: Locus tag
SYNPCC7002_A2177,,2038.87,454.46,1356.19,0.22,0.67,2.98,putative extracellular protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2177,locus_tag: Locus tag
SYNPCC7002_A2178,,148.37,48.51,87.9,0.33,0.59,1.81,outer membrane protein,Unknown function,General,,Outer Membrane,,SYNPCC7002_A2178,locus_tag: Locus tag
SYNPCC7002_A2218,,52.87,20.43,25.11,0.39,0.47,1.23,acyl-CoA thioester hydrolase YbgC/YbaW family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2218,locus_tag: Locus tag
SYNPCC7002_A2219,,52.33,137.87,161.68,2.63,3.13,1.17,AIG2-like family protein of unknown funciton,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2219,locus_tag: Locus tag
SYNPCC7002_A2222,,233.08,43.4,76.91,0.19,0.33,1.77,protein of unknown function DUF2949,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2222,locus_tag: Locus tag
SYNPCC7002_A2237,,70.68,694.45,296.67,10.0,4.17,0.43,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2239,,1592.68,9482.33,8829.37,5.88,5.56,0.93,acyl-CoA dehydrogenase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2239,locus_tag: Locus tag
SYNPCC7002_A2247,,3.78,7.66,4.71,2.04,1.25,0.61,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2251,,5.93,0.12,6.28,0.02,1.05,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2251,locus_tag: Locus tag
SYNPCC7002_A2257,,30.75,107.23,51.8,3.45,1.69,0.48,protein of unknown function DUF429,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2257,locus_tag: Locus tag
SYNPCC7002_A2258,,58.81,17.87,31.39,0.3,0.53,1.76,pentapeptide repeat-containing protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2258,locus_tag: Locus tag
SYNPCC7002_A2259,,17.8,222.12,39.24,12.5,2.22,0.18,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2260,,229.3,79.15,97.32,0.34,0.42,1.23,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2260,locus_tag: Locus tag
SYNPCC7002_A2265,,17.26,51.06,18.84,2.94,1.09,0.37,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2265,locus_tag: Locus tag
SYNPCC7002_A2274,,21.04,53.62,36.1,2.56,1.72,0.67,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2274,locus_tag: Locus tag
SYNPCC7002_A2279,,4.86,15.32,7.85,3.13,1.61,0.51,FIG00871720: hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2279,locus_tag: Locus tag
SYNPCC7002_A2290,,29.13,5.11,21.98,0.18,0.75,4.3,protein of unknown function DUF3181,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2290,locus_tag: Locus tag
SYNPCC7002_A2291,,51.79,0.12,61.22,0.0,1.18,497.7,uncharacterized conserved 2 transmembrane protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2291,locus_tag: Locus tag
SYNPCC7002_A2307,,12.95,5.11,12.56,0.39,0.97,2.46,membrane protein of unknown function DUF4010,Unknown function,General,,Inner Membrane (12 transmembrane span),,SYNPCC7002_A2307,locus_tag: Locus tag
SYNPCC7002_A2309,,231.46,684.24,273.12,2.94,1.18,0.4,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2309,locus_tag: Locus tag
SYNPCC7002_A2322,,5.93,2.55,9.42,0.43,1.59,3.69,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2322,locus_tag: Locus tag
SYNPCC7002_A2323,,51.79,7.66,31.39,0.15,0.61,4.1,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2323,locus_tag: Locus tag
SYNPCC7002_A2334,,1.62,7.66,6.28,4.76,3.85,0.82,transpeptidase domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2334,locus_tag: Locus tag
SYNPCC7002_A2344,,14.03,53.62,23.54,3.85,1.67,0.44,protein of unknown function DUF3370,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2344,locus_tag: Locus tag
SYNPCC7002_A2349,,11.87,30.64,15.7,2.56,1.32,0.51,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2349,locus_tag: Locus tag
SYNPCC7002_A2361,,9.17,0.12,14.13,0.01,1.54,114.85,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2361,locus_tag: Locus tag
SYNPCC7002_A2366,,57.73,20.43,31.39,0.35,0.54,1.54,thiopurine S-methyltransferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2366,locus_tag: Locus tag
SYNPCC7002_A2382,,8.63,25.53,17.27,2.94,2.0,0.68,membrane protein of unknown function DUF140,Unknown function,General,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A2382,locus_tag: Locus tag
SYNPCC7002_A2392,,10.79,45.96,39.24,4.35,3.7,0.85,protein of unknown function DUF2233,Unknown function,General,,Outer Membrane,,SYNPCC7002_A2392,locus_tag: Locus tag
SYNPCC7002_A2395,,151.07,25.53,40.81,0.17,0.27,1.6,protein of unknown function DUF1830,Unknown function,General,Nitrogen assimilation,Cytoplasm,NtcA,SYNPCC7002_A2395,locus_tag: Locus tag
SYNPCC7002_A2410,,19.96,5.11,12.56,0.26,0.63,2.46,predicted Zn-dependent hydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2410,locus_tag: Locus tag
