 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_A0615,,47.48,22.98,29.82,0.48,0.63,1.3,two component signal transduction system response regulator with DUF3685 domain,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0615,locus_tag: Locus tag
SYNPCC7002_A0859,,7.55,0.12,10.99,0.02,1.45,89.33,two component signal transduction system response regulator AraC family,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0859,locus_tag: Locus tag
SYNPCC7002_A0865,,11.87,0.12,4.71,0.01,0.4,38.28,two component signal transduction system histidine kinase with PAS domain,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0865,locus_tag: Locus tag
SYNPCC7002_A0937,,312.39,120.0,185.22,0.38,0.59,1.54,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0937,locus_tag: Locus tag
SYNPCC7002_A0997,,29.13,2.55,14.13,0.09,0.49,5.53,two component signal transduction system phosphotransferase,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0997,locus_tag: Locus tag
SYNPCC7002_A1110,,21.58,2.55,1.57,0.12,0.07,0.61,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A1110,locus_tag: Locus tag
SYNPCC7002_A1224,,231.46,45.96,17.27,0.2,0.07,0.38,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A1224,locus_tag: Locus tag
SYNPCC7002_A1261,,28.06,2.55,10.99,0.09,0.39,4.3,two component signal transduction system hybrid histidine kinase with PAS sensory domain,Signal transduction,Two-component systems,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1261,locus_tag: Locus tag
SYNPCC7002_A1451,,4.32,25.53,7.85,5.88,1.82,0.31,two component signal transduction system histidine kinase with HAMP domain,Signal transduction,Two-component systems,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1451,locus_tag: Locus tag
SYNPCC7002_A1452,,3.24,7.66,12.56,2.38,3.85,1.64,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A1452,locus_tag: Locus tag
SYNPCC7002_A2364,,68.52,25.53,34.53,0.37,0.51,1.35,two component signal transduction system response regulator with diguanylate cyclase/phosphodiesterase activity,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A2364,locus_tag: Locus tag
SYNPCC7002_A2365,,199.63,58.72,59.65,0.29,0.3,1.02,two component signal transduction system histidine kinase with PAS sensory domain,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A2365,locus_tag: Locus tag
SYNPCC7002_A2504,,43.16,17.87,26.68,0.41,0.62,1.49,two component signal tranduction system hybrid response regulator with PAS sensory domains,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A2504,locus_tag: Locus tag
SYNPCC7002_A2575,,15.65,7.66,10.99,0.49,0.7,1.43,two component signal transduction system histidine kinase with GAF domain,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A2575,locus_tag: Locus tag
SYNPCC7002_A2676,,134.34,308.93,186.79,2.33,1.39,0.6,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A2676,locus_tag: Locus tag
SYNPCC7002_A2753,,5.4,2.55,4.71,0.47,0.87,1.84,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A2753,locus_tag: Locus tag
SYNPCC7002_A2869,,62.59,635.73,155.4,10.0,2.5,0.24,two component signal transduction system response regulator with diguanylate cyclase/phosphodiesterase activity,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A2869,locus_tag: Locus tag
SYNPCC7002_G0058,,5.4,25.53,14.13,4.76,2.63,0.55,two component signal transduction system response regulator,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_G0058,locus_tag: Locus tag
SYNPCC7002_G0160,,2.7,7.66,1.57,2.86,0.58,0.2,signal transduction system-associated metal-binding protein,Signal transduction,General,,Cytoplasm,,SYNPCC7002_G0160,locus_tag: Locus tag
SYNPCC7002_A1325,,6.47,2.55,7.85,0.39,1.22,3.07,tRNA nucleotidyltransferase A-adding,Transcription,RNA processing,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1325,locus_tag: Locus tag
SYNPCC7002_A0087,,12.41,25.53,28.25,2.04,2.27,1.11,major facilitator superfamily sugar transporter,Transport and binding proteins,Carbohydrates,,Inner Membrane (13 transmembrane span),,SYNPCC7002_A0087,locus_tag: Locus tag
SYNPCC7002_A0133,,12.41,0.12,9.42,0.01,0.76,76.57,ABC-type sugar transport system permease component,Transport and binding proteins,Carbohydrates,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A0133,locus_tag: Locus tag
SYNPCC7002_A0166,,11.33,0.12,9.42,0.01,0.83,76.57,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A0166,locus_tag: Locus tag
SYNPCC7002_A0227,,22.66,81.7,47.09,3.57,2.08,0.58,monovalent cation:proton antiporter-1 (CPA1) family,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (13 transmembrane span),,SYNPCC7002_A0227,locus_tag: Locus tag
SYNPCC7002_A0466,,37.77,7.66,40.81,0.2,1.08,5.33,small-conductance mechanosensitive ion channel,Transport and binding proteins,Unknown substrate,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A0466,locus_tag: Locus tag
SYNPCC7002_A0497,,7.01,0.12,12.56,0.02,1.79,102.09,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A0497,locus_tag: Locus tag
SYNPCC7002_A0500,,26.98,66.38,39.24,2.44,1.45,0.59,ABC-type sugar uptake system substrate-binding component,Transport and binding proteins,Carbohydrates,,Inner Membrane Lipoprotein,,SYNPCC7002_A0500,locus_tag: Locus tag
SYNPCC7002_A0563,,7.55,17.87,10.99,2.38,1.45,0.61,voltage-gated chloride channel protein,Transport and binding proteins,Anions,,Inner Membrane (10 transmembrane span),,SYNPCC7002_A0563,locus_tag: Locus tag
SYNPCC7002_A0646,,7.01,15.32,14.13,2.17,2.0,0.92,outer membrane efflux secretin,Transport and binding proteins,Porins and secretins,,Outer Membrane,,SYNPCC7002_A0646,locus_tag: Locus tag
SYNPCC7002_A0705,,18.34,5.11,15.7,0.28,0.85,3.07,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A0705,locus_tag: Locus tag
SYNPCC7002_A0782,,12.95,35.74,18.84,2.78,1.45,0.53,porin OprB family,Transport and binding proteins,Porins and secretins,,Outer Membrane,,SYNPCC7002_A0782,locus_tag: Locus tag
SYNPCC7002_A0919,,10.25,28.08,17.27,2.7,1.69,0.61,ABC-type oligopeptide transport system permease component,Transport and binding proteins,"Amino acids, peptides and amines",Amino acid utilization,Inner Membrane (6 transmembrane span),,SYNPCC7002_A0919,locus_tag: Locus tag
SYNPCC7002_A1034,,1099.56,477.44,458.34,0.43,0.42,0.96,porin OprB family,Transport and binding proteins,Porins and secretins,,Outer Membrane,,SYNPCC7002_A1034,locus_tag: Locus tag
SYNPCC7002_A1069,,7.55,17.87,12.56,2.38,1.67,0.7,TrkA domain-containing protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A1069,locus_tag: Locus tag
SYNPCC7002_A1142,,36.15,285.95,86.33,7.69,2.38,0.3,sodium-coupled permease,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (13 transmembrane span),,SYNPCC7002_A1142,locus_tag: Locus tag
SYNPCC7002_A1149,,1.08,10.21,4.71,9.09,4.35,0.46,YiaAB transporter domain protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1149,locus_tag: Locus tag
SYNPCC7002_A1320,,6.47,17.87,9.42,2.78,1.45,0.53,chromate transport protein,Transport and binding proteins,Anions,Metal homeostasis,Inner Membrane (10 transmembrane span),,SYNPCC7002_A1320,locus_tag: Locus tag
SYNPCC7002_A1448,,1.08,7.66,3.14,7.14,2.94,0.41,bifunctional ABC transport system permease and ATPase component,Transport and binding proteins,Unknown substrate,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A1448,locus_tag: Locus tag
SYNPCC7002_A1483,,25.9,12.77,12.56,0.49,0.49,0.98,lipid ABC export system MFP subunit,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Lipid export,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1483,locus_tag: Locus tag
SYNPCC7002_A1501,,41.0,20.43,29.82,0.5,0.73,1.46,polysaccharide secretin Wza,Transport and binding proteins,Porins and secretins,Lipopolysaccharide biosynthesis,Outer Membrane,,SYNPCC7002_A1501,locus_tag: Locus tag
SYNPCC7002_A1722,,35.07,10.21,12.56,0.29,0.36,1.23,ABC-type efflux pump ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A1722,locus_tag: Locus tag
SYNPCC7002_A1793,,19.96,89.36,70.63,4.55,3.57,0.79,major facilitator transporter,Transport and binding proteins,Unknown substrate,,Inner Membrane (12 transmembrane span),,SYNPCC7002_A1793,locus_tag: Locus tag
SYNPCC7002_A1963,,9.17,25.53,9.42,2.78,1.03,0.37,amino acid permease superfamily protein,Transport and binding proteins,"Amino acids, peptides and amines",Amino acid utilization,Inner Membrane (10 transmembrane span),,SYNPCC7002_A1963,locus_tag: Locus tag
SYNPCC7002_A2005,,13.49,33.19,23.54,2.44,1.75,0.71,MntP family Mn2+ exporter,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A2005,locus_tag: Locus tag
SYNPCC7002_A2024,,1.08,7.66,1.57,7.14,1.45,0.2,MEX family chloroplast maltose exporter,Transport and binding proteins,Unknown substrate,,Inner Membrane (8 transmembrane span),,SYNPCC7002_A2024,locus_tag: Locus tag
SYNPCC7002_A2149,,4.86,10.21,10.99,2.08,2.27,1.08,ECF-type uptake system permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2149,locus_tag: Locus tag
SYNPCC7002_A2163,,34.53,15.32,17.27,0.44,0.5,1.13,putative small-conductance mechanosensitive channel,Transport and binding proteins,Unknown substrate,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2163,locus_tag: Locus tag
SYNPCC7002_A2182,,5.93,28.08,21.98,4.76,3.7,0.78,ABC-2 type transport system permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2182,locus_tag: Locus tag
SYNPCC7002_A2242,,17.26,86.81,43.95,5.0,2.56,0.51,ABC-2 transport system permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2242,locus_tag: Locus tag
SYNPCC7002_A2531,,2140.84,9030.43,5041.77,4.17,2.38,0.56,T5SS autotransporter,Transport and binding proteins,Porins and secretins,,Outer Membrane & Extracellular,,SYNPCC7002_A2531,locus_tag: Locus tag
SYNPCC7002_A2597,,41.54,12.77,10.99,0.31,0.26,0.86,P-like pilus usher protein PapC-like,Transport and binding proteins,Porins and secretins,P-type pilus,Outer Membrane,,SYNPCC7002_A2597,locus_tag: Locus tag
SYNPCC7002_A2689,,16.19,7.66,18.84,0.47,1.16,2.46,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A2689,locus_tag: Locus tag
SYNPCC7002_A2721,,34.53,206.8,98.89,5.88,2.86,0.48,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A2721,locus_tag: Locus tag
SYNPCC7002_A2728,,9.71,0.12,10.99,0.01,1.14,89.33,ABC-type transport system ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,SYNPCC7002_A2728,locus_tag: Locus tag
SYNPCC7002_A2789,,7.01,0.12,7.85,0.02,1.12,63.81,ABC-type transport system permease and ATPase component,Transport and binding proteins,Unknown substrate,,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2789,locus_tag: Locus tag
SYNPCC7002_A2845,,3.78,7.66,4.71,2.04,1.25,0.61,glycoside-pentoside-hexuronide (GPH):cation symporter family,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",,Inner Membrane (12 transmembrane span),,SYNPCC7002_A2845,locus_tag: Locus tag
SYNPCC7002_A2868,,2.16,7.66,4.71,3.57,2.17,0.61,sulfoacetate export translocase,Transport and binding proteins,Organic acids,,Inner Membrane (8 transmembrane span),,SYNPCC7002_A2868,locus_tag: Locus tag
SYNPCC7002_G0005,,12.41,2.55,6.28,0.21,0.51,2.46,ABC-type iron-chelate uptake system FecT family substrate-binding component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,Fur,SYNPCC7002_G0005,locus_tag: Locus tag
SYNPCC7002_G0006,,12.95,2.55,6.28,0.2,0.49,2.46,TonB-dependent siderophore receptor IutA family,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur,SYNPCC7002_G0006,locus_tag: Locus tag
SYNPCC7002_G0066,,34.53,15.32,23.54,0.44,0.68,1.54,DUF81 family permease,Transport and binding proteins,Unknown substrate,,Inner Membrane (14 transmembrane span),,SYNPCC7002_G0066,locus_tag: Locus tag
SYNPCC7002_G0079,,32.37,5.11,10.99,0.16,0.34,2.15,ABC-type iron chelate uptake system permease component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (8 transmembrane span),,SYNPCC7002_G0079,locus_tag: Locus tag
SYNPCC7002_G0080,,26.44,0.12,0.12,0.0,0.0,1.0,ABC-type iron chelate uptake system ATPase component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Cytoplasm,,SYNPCC7002_G0080,locus_tag: Locus tag
SYNPCC7002_G0081,,23.2,0.12,1.57,0.01,0.07,12.76,TonB-dependent iron chelate receptor,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,,SYNPCC7002_G0081,locus_tag: Locus tag
SYNPCC7002_G0083,,27.52,0.12,1.57,0.0,0.06,12.76,ABC-type iron chelate uptake system substrate-binding component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,,SYNPCC7002_G0083,locus_tag: Locus tag
SYNPCC7002_G0089,,148.37,38.3,23.54,0.26,0.16,0.61,periplasmic MORN repeat-containing protein,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Periplasm,Fur,SYNPCC7002_G0089,locus_tag: Locus tag
SYNPCC7002_G0097,,29.67,63.83,31.39,2.17,1.05,0.49,ABC-type iron chelate uptake system FecB family substrate-binding component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane Lipoprotein,Fur,SYNPCC7002_G0097,locus_tag: Locus tag
SYNPCC7002_G0100,,5.4,2.55,1.57,0.47,0.29,0.61,ABC-type siderophore uptake system permease and ATPase components,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (6 transmembrane span),,SYNPCC7002_G0100,locus_tag: Locus tag
SYNPCC7002_G0102,,18.88,117.44,103.6,6.25,5.56,0.88,ABC-type siderophore uptake system substrate-binding component,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Periplasm,Fur,SYNPCC7002_G0102,locus_tag: Locus tag
SYNPCC7002_G0107,,7.01,15.32,9.42,2.17,1.35,0.61,bifunctional ABC transport system permease and ATPase component,Transport and binding proteins,Unknown substrate,Iron homeostasis,Inner Membrane (6 transmembrane span),,SYNPCC7002_G0107,locus_tag: Locus tag
SYNPCC7002_A0004,,5.4,25.53,9.42,4.76,1.75,0.37,conserved hypothetical with alkylhydroperoxidase AhpD family core domain,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0004,locus_tag: Locus tag
SYNPCC7002_A0017,,426.23,135.32,191.5,0.32,0.45,1.42,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0017,locus_tag: Locus tag
SYNPCC7002_A0018,,179.12,76.59,116.16,0.43,0.65,1.52,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0018,locus_tag: Locus tag
SYNPCC7002_A0036,,14.03,0.12,10.99,0.01,0.78,89.33,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0036,locus_tag: Locus tag
SYNPCC7002_A0039,,9.71,120.0,39.24,12.5,4.0,0.33,phenazine biosynthetic protein PhzF homolog,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0039,locus_tag: Locus tag
SYNPCC7002_A0042,,56.65,7.66,39.24,0.14,0.69,5.12,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0042,locus_tag: Locus tag
SYNPCC7002_A0057,,71.76,349.78,183.65,4.76,2.56,0.53,dioxygenase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0057,locus_tag: Locus tag
SYNPCC7002_A0059,,228.22,783.81,522.7,3.45,2.27,0.67,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0059,locus_tag: Locus tag
SYNPCC7002_A0062,,18.34,7.66,20.41,0.42,1.11,2.66,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A0062,locus_tag: Locus tag
SYNPCC7002_A0063,,12.95,61.28,34.53,4.76,2.7,0.56,membrane protein UPF0182 family,Unknown function,General,,Inner Membrane (9 transmembrane span),,SYNPCC7002_A0063,locus_tag: Locus tag
SYNPCC7002_A0065,,18.34,68.93,17.27,3.7,0.94,0.25,protein of unknown function DUF3571,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0065,locus_tag: Locus tag
SYNPCC7002_A0071,,13.49,5.11,25.11,0.38,1.85,4.92,protein of unknown function DUF2805,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0071,locus_tag: Locus tag
SYNPCC7002_A0078,,336.13,48.51,113.02,0.14,0.34,2.33,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0078,locus_tag: Locus tag
SYNPCC7002_A0085,,2.16,7.66,4.71,3.57,2.17,0.61,short-chain dehydrogenase/reductase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0085,locus_tag: Locus tag
SYNPCC7002_A0088,,8.63,0.12,7.85,0.01,0.91,63.81,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0088,locus_tag: Locus tag
SYNPCC7002_A0092,,25.9,74.04,62.79,2.86,2.44,0.85,conserved hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A0092,locus_tag: Locus tag
SYNPCC7002_A0107,,62.05,5.11,20.41,0.08,0.33,4.0,conserved hypothetical protein,Unknown function,General,Heat shock response,Cytoplasm,HrcA,SYNPCC7002_A0107,locus_tag: Locus tag
SYNPCC7002_A0111,,5.93,0.12,14.13,0.02,2.38,114.85,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A0124,,8.63,35.74,17.27,4.17,2.0,0.48,conserved hypothetical protein with saccharopine dehydrogenase/reductase domain,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0124,locus_tag: Locus tag
SYNPCC7002_A0143,,25.36,7.66,29.82,0.3,1.18,3.89,membrane protein of unknown function DUF3611,Unknown function,General,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A0143,locus_tag: Locus tag
SYNPCC7002_A0146,,9.71,0.12,6.28,0.01,0.65,51.05,protein with fibronectin-binding N-terminal domain and C-terminal domain of unknown function DUF814,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0146,locus_tag: Locus tag
SYNPCC7002_A0151,,58.27,155.74,83.19,2.7,1.43,0.53,conserved membrane protein,Unknown function,General,,Inner Membrane (11 transmembrane span),,SYNPCC7002_A0151,locus_tag: Locus tag
SYNPCC7002_A0156,,23.74,10.21,9.42,0.43,0.4,0.92,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0156,locus_tag: Locus tag
SYNPCC7002_A0165,,35.61,79.15,42.38,2.22,1.19,0.54,phosphoglucomutase/phosphomannomutase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0165,locus_tag: Locus tag
SYNPCC7002_A0168,,39.93,15.32,42.38,0.38,1.06,2.77,Rho termination factor-like protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0168,locus_tag: Locus tag
SYNPCC7002_A0179,,8.09,0.12,6.28,0.02,0.78,51.05,glutaredoxin 2,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0179,locus_tag: Locus tag
SYNPCC7002_A0183,,7.01,2.55,7.85,0.36,1.12,3.07,TPR repeat-containing glycosyltransferase family 2,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0183,locus_tag: Locus tag
SYNPCC7002_A0184,,576.75,2057.82,1035.98,3.57,1.79,0.5,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0184,locus_tag: Locus tag
SYNPCC7002_A0185,,10.79,0.12,6.28,0.01,0.58,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A0186,,1725.95,531.05,1070.51,0.31,0.62,2.02,high light inducible protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0186,locus_tag: Locus tag
SYNPCC7002_A0189,,8.63,2.55,7.85,0.3,0.91,3.07,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0189,locus_tag: Locus tag
SYNPCC7002_A0190,,14.57,40.85,21.98,2.78,1.52,0.54,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0190,locus_tag: Locus tag
