gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2785716182	287	1	287	1.7e-121	391.3	TIGR00255	TIGR00255 family protein
2785716187	976	13	976	0.0e+00	655.1	TIGR01782	TonB-dependent receptor
2785716188	445	13	437	0.0e+00	581.9	TIGR03356	beta-galactosidase
2785716194	404	152	247	1.8e-12	33.2	TIGR00277	HDIG domain
2785716199	137	4	133	2.2e-49	153	TIGR01216	ATP synthase, F1 epsilon subunit (delta in mitochondria)
2785716200	461	2	461	0.0e+00	851.9	TIGR01039	ATP synthase, F1 beta subunit
2785716201	286	1	286	3.7e-114	367.3	TIGR01146	ATP synthase, F1 gamma subunit
2785716202	513	2	513	0.0e+00	840.6	TIGR00962	proton translocating ATP synthase, F1 alpha subunit
2785716203	177	7	175	2.3e-61	193.1	TIGR01145	ATP synthase, F1 delta subunit
2785716204	156	10	156	1.6e-56	176.4	TIGR01144	ATP synthase, F0 subunit b
2785716205	76	13	70	9.1e-34	101.6	TIGR01260	ATP synthase, F0 subunit c
2785716206	277	11	274	3.5e-45	140.7	TIGR01131	ATP synthase subunit 6 (eukaryotes),also subunit A (prokaryotes)
2785716208	292	35	215	1.4e-63	200.1	TIGR00180	ParB/RepB/Spo0J family partition protein
2785716210	211	30	210	5.5e-61	191.5	TIGR00138	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
2785716211	633	7	623	0.0e+00	940.6	TIGR00136	glucose-inhibited division protein A
2785716215	462	15	462	3.2e-112	362.8	TIGR00450	tRNA modification GTPase TrmE
2785716215	462	218	381	6.0e-28	84.7	TIGR00231	small GTP-binding protein domain
2785716217	552	3	361	1.4e-117	380.3	TIGR03593	membrane protein insertase, YidC/Oxa1 family, N-terminal domain
2785716217	552	362	542	4.4e-71	225.9	TIGR03592	membrane protein insertase, YidC/Oxa1 family, C-terminal domain
2785716218	89	16	89	1.4e-37	113.7	TIGR00278	putative membrane protein insertion efficiency factor
2785716219	119	4	115	1.6e-30	91.8	TIGR00188	ribonuclease P protein component, eubacterial
2785716220	44	1	44	5.4e-31	92.9	TIGR01030	ribosomal protein L34, bacterial type
2785716222	375	106	243	6.1e-16	44.8	TIGR00180	ParB/RepB/Spo0J family partition protein
2785716227	226	204	226	1.6e-07	18.3	TIGR02595	PEP-CTERM protein-sorting domain
2785716233	485	43	472	7.0e-68	215.8	TIGR00937	chromate transporter, chromate ion transporter (CHR) family
2785716238	468	10	467	0.0e+00	450	TIGR01386	heavy metal sensor kinase
2785716239	227	3	220	2.0e-105	337.2	TIGR01387	heavy metal response regulator
2785716243	672	181	397	2.3e-38	117.9	TIGR01730	RND family efflux transporter, MFP subunit
2785716244	1045	1	1041	0.0e+00	1267.1	TIGR00914	heavy metal efflux pump, CzcA family
2785716264	184	20	170	1.9e-35	109.1	TIGR00140	hydrogenase expression/formation protein
2785716264	184	21	167	9.0e-39	119.9	TIGR00072	hydrogenase maturation protease
2785716266	332	15	44	2.0e-07	18.5	TIGR01409	Tat (twin-arginine translocation) pathway signal sequence
2785716266	332	3	332	3.9e-130	421.1	TIGR00391	hydrogenase (NiFe) small subunit (hydA)
2785716269	75	1	75	1.6e-29	87.9	TIGR00074	hydrogenase assembly chaperone HypC/HupF
2785716270	128	1	114	5.8e-24	70.6	TIGR00100	hydrogenase nickel insertion protein HypA
2785716271	248	21	238	3.3e-81	257.9	TIGR00073	hydrogenase accessory protein HypB
2785716272	377	1	362	9.8e-107	343	TIGR00075	hydrogenase expression/formation protein HypD
2785716273	768	21	764	0.0e+00	643.1	TIGR00143	[NiFe] hydrogenase maturation protein HypF
2785716274	350	19	350	1.3e-112	362	TIGR02124	hydrogenase expression/formation protein HypE
2785716276	782	178	775	0.0e+00	615.6	TIGR01511	copper-(or silver)-translocating P-type ATPase
2785716276	782	197	774	0.0e+00	626.7	TIGR01525	heavy metal translocating P-type ATPase
2785716276	782	236	757	1.2e-94	305.4	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2785716295	747	143	740	0.0e+00	619	TIGR01511	copper-(or silver)-translocating P-type ATPase
2785716295	747	162	739	0.0e+00	625.8	TIGR01525	heavy metal translocating P-type ATPase
2785716295	747	201	721	9.3e-94	302.4	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2785716307	427	9	109	4.6e-30	90	TIGR03071	HipA N-terminal domain
2785716337	446	9	440	0.0e+00	802	TIGR03229	benzoate 1,2-dioxygenase, large subunit
2785716338	164	8	164	5.2e-65	204.2	TIGR03232	benzoate 1,2-dioxygenase, small subunit
2785716342	307	4	307	0.0e+00	437	TIGR03211	catechol 2,3 dioxygenase
2785716343	486	4	486	0.0e+00	882	TIGR03216	2-hydroxymuconic semialdehyde dehydrogenase
2785716345	261	5	260	0.0e+00	452.9	TIGR03220	2-oxopent-4-enoate hydratase
2785716346	311	4	311	0.0e+00	472.6	TIGR03215	acetaldehyde dehydrogenase (acetylating)
2785716347	345	7	340	0.0e+00	588.5	TIGR03217	4-hydroxy-2-oxovalerate aldolase
2785716348	264	1	263	0.0e+00	492	TIGR03218	4-oxalocrotonate decarboxylase
2785716349	63	1	63	2.5e-29	87.5	TIGR00013	4-oxalocrotonate tautomerase family enzyme
2785716360	431	32	402	1.9e-108	348.7	TIGR04416	group II intron reverse transcriptase/maturase
2785716363	559	59	414	1.4e-108	349.1	TIGR04416	group II intron reverse transcriptase/maturase
2785716377	404	169	294	3.4e-25	74.8	TIGR00229	PAS domain S-box
2785716401	485	43	451	2.5e-69	220.6	TIGR00937	chromate transporter, chromate ion transporter (CHR) family
2785716410	546	84	546	0.0e+00	537.2	TIGR02053	mercury(II) reductase
2785716412	91	1	91	9.4e-40	121.3	TIGR02052	mercuric transport protein periplasmic component
2785716414	132	5	127	1.0e-54	170.2	TIGR02051	Hg(II)-responsive transcriptional regulator
2785716420	1036	1	1036	0.0e+00	1469.3	TIGR00914	heavy metal efflux pump, CzcA family
2785716425	129	1	127	1.1e-51	160.4	TIGR02047	Cd(II)/Pb(II)-responsive transcriptional regulator
2785716427	373	152	229	1.1e-27	82.6	TIGR03696	RHS repeat-associated core domain
2785716432	604	3	604	0.0e+00	799.9	TIGR01480	copper-resistance protein, CopA family
