Accession,Peptide count,Unique peptides,Confidence score,Anova (p),Max fold change,Highest mean condition,Lowest mean condition,Description,log2_fold_change,resolved_locus_tag,resolution_method
1::GCSP_PROMA,25,25,1320.76,0.01382489,1.825610112,Control,Azaserine,Glycine dehydrogenase (decarboxylating) OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=gcvP PE=3 SV=1,-0.8683786878061969,Pro1829,tier1:Description
1::HIS2_PROMA,4,4,132.77,0.01384896,1.620765466,Control,Azaserine,Histidine biosynthesis bifunctional protein HisIE OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=hisI PE=3 SV=1,-0.6966753397641994,Pro0582,tier1:Description
1::EFG_PROMA,42,42,2323.18,0.013878205,1.841096896,Control,Azaserine,Elongation factor G OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=fusA PE=3 SV=1,-0.880565556997457,Pro1665,tier1:Description
1::Q7VEE1_PROMA,13,13,753.47,0.014013049,1.64040636,Control,Azaserine,Protein implicated in RNA metabolism (PRC-barrel domain) OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0072 PE=4 SV=1,-0.7140532422444048,Pro0072,tier1:Description
1::Q7VE35_PROMA,4,3,114.77,0.014075726,1.493649784,Control,Azaserine,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0179 PE=4 SV=1,-0.5788419191342742,Pro0179,tier1:Description
1::DNAK2_PROMA,38,37,2506.57,0.014118861,1.42445933,Control,Azaserine,Chaperone protein dnaK2 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dnaK2 PE=3 SV=1,-0.5104144315986423,Pro0938,multi:Description
1::Q7VAV0_PROMA,4,4,180.85,0.014166392,1.28521843,Control,Azaserine,Uncharacterized secreted or membrane protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1353 PE=4 SV=1,-0.3620135742809425,Pro1353,tier1:Description
1::Q7VDM9_PROMA,3,2,127.72,0.014240453,1.901744676,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0347 PE=4 SV=1,-0.9273235661802054,Pro0347,tier1:Description
1::Q7VE54_PROMA,13,13,772.61,0.014309321,1.642996898,Control,Azaserine,Malonyl CoA-acyl carrier protein transacylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=fabD PE=3 SV=1,-0.7163297564631295,Pro0159,tier1:Description
1::GCSH_PROMA,6,6,270.34,0.014421353,1.597649737,Control,Azaserine,Glycine cleavage system H protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=gcvH PE=3 SV=1,-0.6759511516440956,Pro1830,tier1:Description
1::Q7VE57_PROMA,14,14,1124.17,0.014492236,2.409566255,Control,Azaserine,Two-component response regulator OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ompR PE=4 SV=1,-1.2687734709039151,Pro0150,tier1:Description
1::Q7VE20_PROMA,18,18,1135.25,0.014745025,1.740738601,Control,Azaserine,Two-component response regulator OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0194 PE=4 SV=1,-0.7996995761339173,Pro0194,tier1:Description
1::Q7VCL6_PROMA,10,10,433.45,0.014821349,1.981721654,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0724 PE=4 SV=1,-0.9867543406303506,Pro0724,tier1:Description
1::THIG_PROMA,9,9,466.43,0.014885276,1.624321455,Control,Azaserine,Thiazole synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=thiG PE=3 SV=1,-0.6998371717114408,Pro1824,tier1:Description
1::DAPB_PROMA,8,8,424.96,0.014984023,1.698568689,Control,Azaserine,4-hydroxy-tetrahydrodipicolinate reductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dapB PE=3 SV=1,-0.7643195610348484,Pro0904,tier1:Description
1::Q7VEH0_PROMA,3,3,305.42,0.015095487,1.552304109,Control,Azaserine,Predicted flavoprotein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0043 PE=4 SV=1,-0.6344112209060678,Pro0043,tier1:Description
1::GRPE_PROMA,16,15,1016.59,0.015097432,1.733960617,Control,Azaserine,Protein GrpE OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=grpE PE=3 SV=1,-0.7940711313717244,Pro0016,tier1:Description
1::PYRF_PROMA,5,5,270.61,0.015105904,1.678396122,Control,Azaserine,Orotidine 5'-phosphate decarboxylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=pyrF PE=3 SV=1,-0.747083249628252,Pro1409,tier1:Description
1::G3XCS9_PROMA,12,12,772.08,0.015229465,1.641358954,Control,Azaserine,Phycoerythrin class III alpha chain CpeA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=cpeA PE=3 SV=1,-0.7148907809145317,Pro0338,tier1:Description
1::DAPAT_PROMA,16,16,971.8,0.015290627,1.61108065,Control,Azaserine,LL-diaminopimelate aminotransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dapL PE=3 SV=1,-0.688028716541502,,unresolved
1::Q7VAE0_PROMA,3,3,91.92,0.01529319,2.317512284,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1524 PE=4 SV=1,-1.212576985892409,Pro1524,tier1:Description
1::Q7VDK1_PROMA,3,2,101.94,0.015313866,1.612242218,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0375 PE=4 SV=1,-0.6890685059355044,Pro0375,tier1:Description
1::RS20_PROMA,9,8,436.49,0.015532023,1.377320582,Control,Azaserine,30S ribosomal protein S20 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=rpsT PE=3 SV=1,-0.461864396968853,Pro1642,tier1:Description
1::Q7VD48_PROMA,7,7,437.51,0.015922559,1.466446891,Control,Azaserine,Short-chain dehydrogenase/reductase family enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=fabG PE=3 SV=1,-0.5523248232405552,Pro0452,tier1:Description
1::Q7VAT2_PROMA,26,26,1457.71,0.015989314,1.691199682,Control,Azaserine,Dihydrolipoyl dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=lpd PE=4 SV=1,-0.7580470105601339,Pro1372,tier1:Description
1::Y144_PROMA,8,8,395.97,0.016063631,1.363865093,Control,Azaserine,UPF0367 protein Pro_0144 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0144 PE=3 SV=1,-0.4477009469387126,Pro0144,tier1:Description
1::KPRS_PROMA,5,5,247.42,0.016184728,2.09284656,Control,Azaserine,Ribose-phosphate pyrophosphokinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=prs PE=3 SV=1,-1.0654665422473262,,unresolved
1::RRF_PROMA,9,9,583.7,0.016247443,1.577744251,Control,Azaserine,Ribosome-recycling factor OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=frr PE=3 SV=1,-0.6578633664940539,Pro0521,tier1:Description
1::Q7VC81_PROMA,22,22,1559.8,0.016311878,1.401199088,Control,Azaserine,Phosphoribulokinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=prk PE=3 SV=1,-0.4866619542444024,Pro0861,tier1:Description
1::Q7VD25_PROMA,4,4,167.25,0.016327041,2.028983018,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0559 PE=4 SV=1,-1.0207567902056056,Pro0559,tier1:Description
1::Q7V9V3_PROMA,2,2,89.16,0.01668757,4.436696247,Control,Azaserine,"Predicted kinase, fructosamine/homoserine kinase family OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1721 PE=4 SV=1",-2.149485784181889,Pro1721,tier1:Description
1::CHLN_PROMA,2,1,74.14,0.016977053,3.59166472,Control,Azaserine,Light-independent protochlorophyllide reductase subunit N OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=chlN PE=1 SV=1,-1.8446526815463504,Pro0546,tier1:Description
1::Q7VA72_PROMA,16,16,627.81,0.016981247,1.713248272,Control,Azaserine,Xaa-Pro aminopeptidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=pepP PE=3 SV=1,-0.7767342318827446,Pro1595,tier1:Description
1::Q7VAK6_PROMA,15,15,556.71,0.017210616,1.386591872,Control,Azaserine,DegT/DnrJ/EryC1/StrS aminotransferase family enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=wecE PE=3 SV=1,-0.471543208795503,Pro0316,tier1:Description
1::Q7VBF6_PROMA,9,9,521.92,0.017242209,1.47827899,Control,Azaserine,Thioredoxin OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=trxA PE=3 SV=1,-0.5639185695558866,Pro0272,tier1:Description
1::Q7VC97_PROMA,4,4,192.17,0.017432927,1.422546019,Control,Azaserine,NAD dependent epimerase/dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0845 PE=4 SV=1,-0.5084753241024745,Pro0845,tier1:Description
1::Q7VC05_PROMA,14,14,618.69,0.017494566,1.459435482,Control,Azaserine,Inositol monophosphatase family OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=suhB PE=4 SV=1,-0.5454104343029894,Pro0937,tier1:Description
1::Q7VB67_PROMA,4,4,188.51,0.017724796,3.829742952,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1231 PE=4 SV=1,-1.937247563346098,Pro1231,tier1:Description
1::Q7VEJ9_PROMA,6,6,424.78,0.017778647,1.920892973,Control,Azaserine,"RNA-binding protein, RRM domain OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0013 PE=4 SV=1",-0.941777138147822,Pro0013,tier1:Description
1::Q7VEF0_PROMA,7,7,208.45,0.017882324,2.296468914,Control,Azaserine,"GDP-mannose 4,6-dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=gmd PE=3 SV=1",-1.199417254744758,Pro0063,tier1:Description
1::Q7VB47_PROMA,13,13,832.6,0.018223088,1.584967997,Control,Azaserine,"Acetolactate synthase, small (Regulatory) subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ilvH PE=4 SV=1",-0.664453710373819,Pro1251,tier1:Description
1::Q7V9T3_PROMA,4,4,131.18,0.018636859,1.433996536,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1741 PE=4 SV=1,-0.5200415390316881,Pro1741,tier1:Description
1::Q7VAI8_PROMA,3,3,124.95,0.018689431,1.680215198,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1474 PE=4 SV=1,-0.7486460218163822,Pro1474,tier1:Description
1::FOLD_PROMA,4,3,151.76,0.018814992,2.111377334,Control,Azaserine,Bifunctional protein FolD OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=folD PE=3 SV=1,-1.0781844324243,Pro1130,tier1:Description
1::ISPD_PROMA,14,14,783.88,0.018842621,1.720676677,Control,Azaserine,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ispD PE=3 SV=1,-0.7829760338623627,Pro0453,tier1:Description
1::PGK_PROMA,20,20,1364.92,0.018904738,1.72291721,Control,Azaserine,Phosphoglycerate kinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=pgk PE=3 SV=1,-0.7848533785262476,Pro0221,tier1:Description
1::Q7VE05_PROMA,6,6,314.91,0.019045485,1.794924728,Control,Azaserine,Inactivated Zn-dependent hydrolase of the beta-lactamase fold OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0210 PE=4 SV=1,-0.8439233444282167,Pro0210,tier1:Description
1::Q7VDF2_PROMA,6,5,252.93,0.019253984,1.28170474,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0425 PE=4 SV=1,-0.3580639536896292,Pro0425,tier1:Description
1::Q7VBU7_PROMA,11,11,493.1,0.019276597,1.767770223,Control,Azaserine,Predicted Zn-dependent protease OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=tldD PE=4 SV=1,-0.8219307635971332,Pro0995,tier1:Description
1::Q7VDL0_PROMA,13,13,825.76,0.01932232,1.421063058,Control,Azaserine,Periplasmic protease OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=prc PE=3 SV=1,-0.5069705738948653,Pro0366,tier1:Description
1::FABH_PROMA,5,5,261.22,0.019410807,1.990249759,Control,Azaserine,3-oxoacyl-[acyl-carrier-protein] synthase 3 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=fabH PE=3 SV=1,-0.992949487784442,Pro0158,tier1:Description
1::Q7VBA0_PROMA,4,4,325.85,0.019799498,2.034830884,Control,Azaserine,"RNA-binding protein, RRM domain OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1197 PE=4 SV=1",-1.024908896234504,Pro1197,tier1:Description
1::Q7VCS9_PROMA,7,6,311.54,0.019883807,1.625040721,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0661 PE=4 SV=1,-0.7004758702941304,Pro0661,tier1:Description
1::RPOZ_PROMA,4,4,145.93,0.01991579,2.733268648,Control,Azaserine,DNA-directed RNA polymerase subunit omega OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=rpoZ PE=3 SV=1,-1.4506272666996105,Pro1584,tier1:Description
1::RL11_PROMA,10,10,526.43,0.020220529,1.700779749,Control,Azaserine,50S ribosomal protein L11 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=rplK PE=3 SV=1,-0.7661963240705498,Pro0230,tier1:Description
1::Q7VBZ4_PROMA,4,4,252.52,0.020331085,1.689329801,Control,Azaserine,Diaminopimelate epimerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dapF PE=3 SV=1,-0.7564510071325994,Pro0948,tier1:Description
1::Q7VDK3_PROMA,11,10,479.83,0.020687491,1.755092337,Control,Azaserine,LysM repeats containing protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0373 PE=4 SV=1,-0.8115469340213864,Pro0373,tier1:Description
1::Q7VBU6_PROMA,12,12,538.55,0.021016038,2.087900504,Control,Azaserine,Predicted inactivated Zn-dependent protease OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=pmbA PE=4 SV=1,-1.0620529639164704,Pro0996,tier1:Description
1::Q7VDR9_PROMA,3,3,135.1,0.021236991,2.48453871,Control,Azaserine,Predicted esterase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0299 PE=4 SV=1,-1.3129780197668617,Pro0299,tier1:Description
1::Q7VC87_PROMA,20,20,1586.82,0.021244066,1.598559475,Control,Azaserine,"Fructose-1,6-bisphosphate aldolase class II OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=cbbA PE=4 SV=1",-0.6767724211227166,Pro0855,tier1:Description
1::Q7VCE0_PROMA,32,32,2152.43,0.021796567,1.477127139,Control,Azaserine,O-acetylhomoserine sulfhydrylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=MET17 PE=3 SV=1,-0.5627940068141518,Pro0800,tier1:Description
1::Q7TV99_PROMA,11,11,572.67,0.021830642,1.404220188,Control,Azaserine,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ispF PE=3 SV=1",-0.4897691744094135,Pro1354,multi:Description
1::Q7VD57_PROMA,17,17,909.97,0.021895799,2.273229828,Control,Azaserine,Acetolactate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ilvB PE=3 SV=1,-1.184743550831527,Pro0526,tier1:Description
1::Q7V9K6_PROMA,9,9,398.4,0.021963967,2.210302546,Control,Azaserine,Glycosyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=rfaG PE=4 SV=1,-1.1442438590916828,Pro0057,tier1:Description
1::Q7VB93_PROMA,2,2,76.06,0.022288533,1.814005157,Control,Azaserine,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1205 PE=4 SV=1,-0.8591785572819538,Pro1205,tier1:Description
1::TGT_PROMA,5,5,211.47,0.022666837,1.902503049,Control,Azaserine,Queuine tRNA-ribosyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=tgt PE=3 SV=1,-0.9278987658306104,Pro0303,tier1:Description
1::G6PI_PROMA,23,21,1119.31,0.022771003,1.491020145,Control,Azaserine,Glucose-6-phosphate isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=pgi PE=3 SV=1,-0.5762997498381653,Pro0946,tier1:Description
1::Q7VAW4_PROMA,12,11,551.36,0.022932031,1.337092314,Control,Azaserine,Riboflavin biosynthesis protein RibD OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ribD PE=3 SV=1,-0.4190990737726534,Pro0126,tier1:Description
1::Q7VD94_PROMA,8,8,360.84,0.023157483,2.388206725,Control,Azaserine,"Putative GTPase, G3E family OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0489 PE=4 SV=1",-1.255927722793658,Pro0489,tier1:Description
1::ILVC_PROMA,28,28,1971.02,0.023396562,1.904057061,Control,Azaserine,Ketol-acid reductoisomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ilvC PE=3 SV=1,-0.9290767141438628,Pro1389,tier1:Description
1::Q7VAY5_PROMA,2,2,125.99,0.023400703,1.581356494,Control,Azaserine,"Phosphatase, HAD superfamily OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=hisB PE=4 SV=1",-0.6611626391380463,Pro0313,tier1:Description
1::Q7VD50_PROMA,6,6,256.32,0.023457757,1.593814246,Control,Azaserine,Predicted dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0533 PE=4 SV=1,-0.6724834975903045,Pro0533,tier1:Description
1::Q7VBY3_PROMA,21,21,813.81,0.023557416,2.132993662,Control,Azaserine,5-methyltetrahydrofolate--homocysteine methyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=metH PE=4 SV=1,-1.0928796788455009,Pro0959,tier1:Description
1::NDHM_PROMA,4,4,235.03,0.023590601,1.378088778,Control,Azaserine,NAD(P)H-quinone oxidoreductase subunit M OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ndhM PE=3 SV=1,-0.4626688310427394,Pro0168,multi:Description
1::Y479_PROMA,9,8,432.85,0.023763382,1.798444527,Control,Azaserine,UPF0234 protein Pro_0479 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0479 PE=3 SV=1,-0.8467496602482373,Pro0479,tier1:Description
1::QUEF_PROMA,6,5,207.99,0.023771489,1.494178897,Control,Azaserine,NADPH-dependent 7-cyano-7-deazaguanine reductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=queF PE=3 SV=1,-0.5793528913422885,Pro1614,tier1:Description
1::Q7VCG3_PROMA,4,4,127.05,0.023801603,2.152847887,Control,Azaserine,DNA polymerase III epsilon subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dnaQ PE=4 SV=1,-1.106246387120815,Pro0777,tier1:Description
1::PEBA_PROMA,2,2,149.05,0.024016729,1.745850185,Control,Azaserine,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=pebA PE=3 SV=1",-0.8039297636461151,Pro1749,tier1:Description
1::Q7VD91_PROMA,10,9,343.8,0.02420303,1.570476156,Control,Azaserine,Zn-dependent carboxypeptidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0492 PE=4 SV=1,-0.6512020392129324,Pro0492,tier1:Description
1::GUAA_PROMA,15,15,582.71,0.024216922,1.724031097,Control,Azaserine,GMP synthase [glutamine-hydrolyzing] OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=guaA PE=3 SV=1,-0.7857857970970077,Pro0038,tier1:Description
1::Q7V9U3_PROMA,13,12,634.35,0.02431136,1.748310251,Control,Azaserine,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1731 PE=4 SV=1,-0.8059612248053177,Pro1731,tier1:Description
1::Q7VE80_PROMA,13,12,596.42,0.024364195,1.516262018,Control,Azaserine,Beta-N-acetylhexosaminidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=cglX PE=4 SV=1,-0.6005190802940387,Pro0133,tier1:Description
1::Q7VBU3_PROMA,9,9,311.57,0.024402316,2.735138176,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0999 PE=4 SV=1,-1.4516137181346602,Pro0999,tier1:Description
1::Q7VC60_PROMA,13,13,928.3,0.024761191,1.425378483,Control,Azaserine,Ferritin OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ftn PE=3 SV=1,-0.5113450512394163,Pro0882,tier1:Description
1::LEU3_PROMA,21,21,1189.97,0.024880738,1.471541653,Control,Azaserine,3-isopropylmalate dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=leuB PE=3 SV=1,-0.5573283793330475,Pro0862,tier1:Description
1::Q7VBZ7_PROMA,4,3,174.56,0.025281585,2.066545874,Control,Azaserine,Phosphoribosylglycinamide formyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=purN PE=3 SV=1,-1.0472213895811835,Pro0945,tier1:Description
1::Q7VAA6_PROMA,2,2,59.36,0.025570241,1.714070303,Control,Azaserine,Predicted enzyme of the cupin superfamily OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1558 PE=4 SV=1,-0.7774262831431956,Pro1558,tier1:Description
1::Q7VC29_PROMA,4,4,126.79,0.026256029,1.750666299,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0913 PE=4 SV=1,-0.8079041125216777,Pro0913,tier1:Description
1::Q7VBM7_PROMA,4,4,142.0,0.026382609,2.095268624,Control,Azaserine,Glucokinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=glk PE=3 SV=1,-1.0671352165590662,Pro1065,tier1:Description
1::RS9_PROMA,8,8,331.66,0.026403355,2.460257918,Control,Azaserine,30S ribosomal protein S9 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=rpsI PE=3 SV=2,-1.2988095665867576,Pro1685,tier1:Description
1::RUVA_PROMA,3,3,102.59,0.026535707,1.571395577,Control,Azaserine,Holliday junction ATP-dependent DNA helicase RuvA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ruvA PE=3 SV=1,-0.652046404780833,Pro0754,tier1:Description
1::Q7V9I7_PROMA,4,4,391.35,0.027195611,1.979348495,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1846 PE=4 SV=1,-0.9850256435856636,Pro1846,tier1:Description
1::Q7VD73_PROMA,9,9,515.38,0.027642356,1.814576578,Control,Azaserine,Inorganic pyrophosphatase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ppa PE=3 SV=1,-0.8596329421132629,Pro0493,tier1:Description
1::Q7TVA0_PROMA,8,8,306.24,0.028053653,1.510139164,Control,Azaserine,3'-Phosphoadenosine 5'-phosphosulfate 3'-phosphatase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=cysQ PE=4 SV=1,-0.5946815044917725,Pro1308,tier1:Description
1::Q7VBI5_PROMA,30,28,1723.36,0.028302821,1.453215098,Control,Azaserine,ATPase with chaperone activity ATP-binding subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=clpA PE=3 SV=1,-0.5392482596470548,Pro0233,tier1:Description
1::Q7VBI7_PROMA,10,10,567.93,0.028697214,1.505454345,Control,Azaserine,Diaminopimelate decarboxylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=lysA PE=3 SV=1,-0.5901989569893095,Pro1105,tier1:Description
1::Q7VDN0_PROMA,2,2,112.45,0.028948195,1.846024975,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0344 PE=4 SV=1,-0.8844220714370512,Pro0344,tier1:Description
1::SURE_PROMA,12,12,658.84,0.029272138,1.571590547,Control,Azaserine,5'-nucleotidase SurE OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=surE PE=3 SV=1,-0.6522253952321969,Pro1345,tier1:Description
1::Q7VBW4_PROMA,21,21,1519.64,0.02949661,1.497982669,Control,Azaserine,"Peroxiredoxin, AhpC/TSA family OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=ahpC PE=4 SV=1",-0.5830209325467361,Pro0978,tier1:Description
1::CYSC_PROMA,8,8,517.89,0.02967995,1.649899049,Control,Azaserine,Adenylyl-sulfate kinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=cysC PE=3 SV=1,-0.7223777541907246,Pro0190,tier1:Description
1::Q7VE10_PROMA,7,7,390.46,0.029870988,1.962659223,Control,Azaserine,Peptide chain release factor 2 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=prfB PE=4 SV=1,-0.9728096990562336,Pro0205,tier1:Description
1::Q7VA73_PROMA,3,3,100.24,0.030128442,1.733094503,Control,Azaserine,Predicted HAD superfamily phosphatase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=gph PE=4 SV=1,-0.7933503246032196,Pro0350,tier1:Description
1::Q7VDW7_PROMA,3,3,156.0,0.030535483,1.910025887,Control,Azaserine,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_0248 PE=4 SV=1,-0.9335921915560168,Pro0248,tier1:Description
1::Q7VAM9_PROMA,8,8,744.31,0.030699225,2.24481321,Control,Azaserine,Secreted pentapeptide repeats protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=Pro_1431 PE=4 SV=1,-1.1665954038893265,Pro1431,tier1:Description
1::Q7VEG9_PROMA,17,16,713.4,0.031013976,2.026846402,Control,Azaserine,Diflavin flavoprotein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=dfa3 PE=4 SV=1,-1.019236762969039,Pro0044,tier1:Description
1::CBID_PROMA,3,3,108.62,0.031129055,2.78361093,Control,Azaserine,Cobalt-precorrin-5B C(1)-methyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) GN=cbiD PE=3 SV=1,-1.476957577355711,Pro0037,tier1:Description
