refseq_locus,log2fc_2h,padj_2h,log2fc_4h,padj_4h
TX50_RS01910,0.69392517,0.10935262,0.51421423,0.13839831
TX50_RS01915,-0.7167951,0.36449338,-0.0694742,0.92686636
TX50_RS01920,-0.6963372,0.27585193,-1.3324193,0.04612844
TX50_RS01925,2.07376648,5.67811038113417e-18,2.99390444,2.90410536195031e-68
TX50_RS01930,0.50041016,0.13510749,1.16410726,7.85277389060764e-05
TX50_RS01935,-1.4470531,2.33846110743606e-05,-2.2866256,1.48496377950674e-24
TX50_RS01940,-0.6498841,0.00730738,-1.1220599,2.24437333126123e-06
TX50_RS01945,0.25291878,0.23390596,0.39130514,0.03914349
TX50_RS01950,-0.383504,0.32333038,0.11936229,0.85279632
TX50_RS01955,-0.513156,0.01643565,0.60212802,0.02313315
TX50_RS01960,-0.443345,0.04208671,0.25579177,0.33073512
TX50_RS01965,1.16062296,0.00081689,1.10703912,9.86908612377516e-05
TX50_RS01970,0.61330078,0.10061204,1.6108981,2.41889968479576e-52
TX50_RS01975,0.1355496,0.68573852,0.89530885,9.9337436271949e-07
TX50_RS01980,0.29830073,0.34564283,0.56542627,0.01808313
TX50_RS01985,0.10960756,0.77396305,0.6555408,0.01808313
TX50_RS01990,1.85843934,2.61839022147924e-06,2.01203182,5.22383344200398e-12
TX50_RS01995,-0.6015612,0.39785516,-0.0219383,0.97002354
TX50_RS02000,0.42311073,0.23625384,0.88282343,0.00255758
TX50_RS02005,0.96364828,0.01191707,1.34375786,3.38588705591747e-05
TX50_RS02010,1.67093791,0.00020144,2.45018131,1.53973976956383e-87
TX50_RS02015,0.15596491,0.85138741,-0.1613403,0.8700919
TX50_RS02020,0.63076351,0.01188786,0.73022731,0.00013306
TX50_RS02025,-1.6427189,1.41524573011059e-06,-1.0791779,4.18310964883803e-05
TX50_RS02030,0.12971856,0.80794727,1.93362851,1.50165811730942e-08
TX50_RS02035,-0.485146,0.14994444,0.13859456,0.67038245
TX50_RS02040,-0.4505094,0.34313093,0.77046875,0.02108109
TX50_RS02045,-0.9820804,0.01519391,0.85265595,3.28150016224485e-10
TX50_RS02050,-0.0609419,0.8026208,-0.0358896,0.84216872
TX50_RS02055,0.66214002,0.03471606,1.36258597,5.79231574969642e-21
TX50_RS02060,-0.4204414,0.29469426,0.21965012,0.52004356
TX50_RS02070,0.38894736,0.39763212,-0.4278066,0.31401097
TX50_RS02075,0.8793517,0.00460225,0.26487102,0.14424034
TX50_RS02080,-0.693204,0.06442959,-0.5382339,0.1943645
TX50_RS02085,-0.4207638,0.13471962,0.00445496,0.98824292
TX50_RS02090,-0.206338,0.46786421,-0.236552,0.28801896
TX50_RS02095,-0.6557913,0.02444398,-0.5186646,0.08630913
TX50_RS02100,-0.7425012,0.01830542,-0.9581264,8.49900992507012e-05
TX50_RS02105,-0.161437,0.50429923,0.05702211,0.72110762
TX50_RS02110,-0.1922053,0.48313853,-0.4172317,0.10105386
TX50_RS02115,0.25666525,0.51986012,0.63352884,0.12384202
TX50_RS02120,0.01840499,0.9585218,0.25577804,0.39307049
TX50_RS02125,1.01933728,3.43402178819568e-08,1.62524283,6.44744713975837e-51
TX50_RS02130,-0.3662814,0.10635321,-0.5013614,0.02806763
TX50_RS02135,0.6412241,0.01892191,0.35679877,0.03834953
TX50_RS02140,-0.2447309,0.39200684,-0.2574195,0.31377208
TX50_RS02145,0.02532644,0.95295905,-0.0334739,0.91653856
TX50_RS02150,1.80839425,1.02962108340568e-13,1.41177104,6.66333921407694e-07
TX50_RS02155,-0.679303,0.2232604,0.34355496,0.45637162
TX50_RS02160,0.40331432,0.08610078,0.57654142,0.00099254
TX50_RS02165,-0.1123159,0.70886911,-0.7612108,6.13394114704672e-07
TX50_RS02170,-1.9195922,8.29840388290942e-08,-2.7191192,1.35952936002008e-21
TX50_RS02175,0.20759811,0.60735354,0.64409411,0.08202778
TX50_RS02180,1.09023673,6.11102689944146e-08,1.16742875,1.22484085451657e-15
TX50_RS02185,-1.3997876,6.17266079688317e-07,-1.0926701,1.39520932830839e-08
TX50_RS02190,0.29964954,0.45588497,1.21702785,1.98335309777523e-21
TX50_RS02195,-0.6404679,0.00109608,-0.7275696,2.73469424221889e-05
TX50_RS02200,-0.4492865,0.02694125,-0.6600511,2.08751887565936e-05
TX50_RS02205,-0.3490203,0.06225147,-0.3882624,0.00189791
TX50_RS02210,-0.3260731,0.11751313,-0.4419176,0.05197743
TX50_RS02215,-0.9551663,0.00649933,-0.6196152,0.03927108
TX50_RS02220,-0.5241749,0.05081438,-0.529709,0.01048845
TX50_RS02225,-0.5334832,0.02515807,-0.6878624,0.00047906
TX50_RS02230,-0.9947429,1.01174423730813e-05,-0.9951624,2.92336581169576e-06
TX50_RS02235,-0.1516301,0.70819562,-0.2405787,0.13839831
TX50_RS02240,-0.0317246,0.94154502,0.73833137,1.41716229795485e-06
TX50_RS02245,0.45132684,0.0480378,0.08164596,0.6063129
TX50_RS02250,0.40603498,0.04272907,0.43207449,0.00701816
TX50_RS02255,-0.5985906,0.01024114,-0.4377648,0.05201375
TX50_RS02260,-1.1558956,3.28187708954834e-08,-1.1395558,7.96424937562026e-17
TX50_RS02265,0.39000322,0.06803576,0.51668726,0.00099825
TX50_RS02270,0.34276604,0.26744043,0.64250539,0.00754349
TX50_RS02275,1.74279373,3.4513545696409e-18,1.46738065,4.04993933917835e-25
TX50_RS02280,-0.3544826,0.30614896,-0.4500311,0.11082355
TX50_RS02285,-1.459365,0.01602346,-1.1001024,0.02731953
TX50_RS02290,-1.4685552,2.5589481104189e-08,-1.4834432,6.59775857356264e-11
TX50_RS02300,-0.2588276,0.45995478,-0.1508217,0.45646173
TX50_RS02305,-0.4050361,0.05054841,-0.2043021,0.2550091
TX50_RS02310,0.16753187,0.4928845,-0.4470209,0.00175323
TX50_RS02315,1.08491015,0.00022661,1.06169411,5.23414433433228e-13
TX50_RS02320,0.97770955,0.00035738,0.95341926,1.41788647653225e-09
TX50_RS02325,-0.1307021,0.75234457,0.42702328,0.16580243
TX50_RS02330,-0.4726996,0.25847553,-1.053994,0.00161003
TX50_RS02335,0.51284819,0.01449519,1.10399732,1.96123875787755e-12
TX50_RS02340,-0.6642774,0.00027093,-0.929018,4.5372029727908e-10
TX50_RS02345,-0.1431321,0.41987461,-0.374233,0.00107715
TX50_RS02350,-0.6086603,0.00081689,-0.8881083,3.00680020124749e-16
TX50_RS02355,-1.2633234,0.00116017,-1.4047849,7.26891469063786e-05
TX50_RS02360,-0.1096262,0.75084885,-0.3356022,0.22607516
TX50_RS02365,-0.3687069,0.20022421,-0.2643876,0.19927712
TX50_RS02370,-0.6326322,0.01996296,-0.9494,0.00012366
TX50_RS02375,0.71522181,0.00111156,1.16306504,1.31488281203921e-14
TX50_RS02380,0.32359525,0.17808696,0.55437996,0.01416884
TX50_RS02385,0.47216522,0.0735741,1.12897847,2.30696647352149e-15
TX50_RS02390,0.06423255,0.83328196,-0.4753448,0.00018632
TX50_RS02395,-0.2921992,0.43115898,-0.2563969,0.0314251
TX50_RS02400,-0.2353962,0.5663728,-0.1861388,0.13649788
TX50_RS02405,-1.1625811,0.0108199,-0.9943219,1.46811378596882e-07
TX50_RS02410,-1.2447747,0.02878926,-0.2853658,0.06520993
TX50_RS02415,0.38556483,0.09666844,0.53422861,0.00206899
TX50_RS02420,-0.1244365,0.55961456,-0.0473121,0.77086402
TX50_RS02425,-1.2590507,4.11062592346464e-13,-1.2817136,1.55474762309094e-12
TX50_RS02430,-0.4382326,0.01035835,-0.361008,0.00027185
TX50_RS02435,0.79410217,0.00327282,0.41301702,0.03044342
TX50_RS02440,0.94650331,1.09556250544109e-05,0.57231594,2.19116547944392e-05
TX50_RS02445,0.35798203,0.08127207,-0.1705786,0.32466596
TX50_RS02450,-0.5876694,0.00672741,-0.7426042,0.00013645
TX50_RS02455,-0.9938511,3.46317548388481e-05,-1.1833159,9.79732661066247e-09
TX50_RS02460,0.39025423,0.12798185,0.21260203,0.16268312
TX50_RS02465,-0.1537049,0.63542869,-0.156953,0.51575954
TX50_RS02470,0.09891812,0.69735072,0.23606081,0.18256399
TX50_RS02475,-0.0336341,0.9155874,-0.4708548,0.00097372
TX50_RS02480,0.42476656,0.0074675,0.123309,0.34550585
TX50_RS02485,0.94920237,0.00065577,0.90640714,7.96005857243804e-14
TX50_RS02490,-0.5567845,0.15287679,-0.9322817,0.00517305
TX50_RS02495,-0.2562898,0.21042887,-0.9749631,2.30068384402934e-10
TX50_RS02500,0.96306751,4.93704105039917e-06,1.00125636,8.77465511037822e-18
TX50_RS02505,0.33386047,0.12309801,0.33677153,0.0313126
TX50_RS02510,0.45615793,0.19195763,-0.3863126,0.03834953
TX50_RS02515,1.83882582,1.1774115854715e-06,1.23712994,3.88315001701023e-13
TX50_RS02520,1.6537019,1.2152638200486e-05,1.2006263,2.58865514404421e-20
TX50_RS02525,0.27273044,0.25004765,0.56559869,8.57833438135372e-05
TX50_RS02530,0.67896943,0.12736712,-0.3876183,0.40430032
TX50_RS02535,-0.1650507,0.54331829,-0.0692257,0.68287876
TX50_RS02540,-0.7155885,9.1309741322632e-05,-1.2204374,2.54752720261361e-16
TX50_RS02545,0.00961504,0.9764331,-0.6268555,0.00223376
TX50_RS02550,0.35853849,0.10007716,-0.1164692,0.39644192
TX50_RS02555,0.52617308,0.00269127,0.20653821,0.15678092
TX50_RS02560,0.92107549,3.33421031596435e-05,0.96895377,7.9450113375908e-12
TX50_RS02565,0.20913203,0.46189258,0.23988106,0.19020812
TX50_RS02570,0.62734324,0.00021578,0.80880911,8.82321257278821e-15
TX50_RS02575,0.23523328,0.44678356,-0.2982045,0.04136511
TX50_RS02580,0.59036346,0.00073889,0.63637803,2.03062383635327e-06
TX50_RS02585,-0.5824056,0.07741742,-0.551267,0.00956101
TX50_RS02590,1.82903824,1.78332669108161e-16,1.94372354,1.31516910367114e-15
TX50_RS02595,0.48402264,0.08992844,0.57902175,0.00816826
TX50_RS02600,-1.2651895,2.70112546206863e-07,-1.3296975,2.24223160292134e-39
TX50_RS02605,-1.3754921,6.92616939085835e-07,-1.1783288,7.20478710689794e-22
TX50_RS02610,0.37873131,0.15181541,0.01401858,0.94990294
TX50_RS02615,1.3017373,2.88024076147822e-08,1.3391971,1.44747743310649e-19
TX50_RS02620,0.46786244,0.05177897,-0.0700635,0.74027408
TX50_RS02625,0.07725608,0.78030402,0.2235079,0.34252721
TX50_RS02630,-0.560943,0.04484033,-0.9651783,0.00021184
TX50_RS02635,-0.5803802,0.004984,-0.3707374,0.00785695
TX50_RS02640,-0.6219274,0.01643993,-0.2851917,0.08117766
TX50_RS02645,2.0494246,1.64121624324562e-21,2.53405138,5.8459838704818e-56
TX50_RS02650,1.85648459,6.19308805328508e-12,2.12627093,1.96229406795727e-33
TX50_RS02655,-0.0979028,0.66089796,-0.1920564,0.15180754
TX50_RS02660,0.64954856,0.00847063,0.00959,0.95451549
TX50_RS02665,0.222984,0.37536209,0.10938827,0.4535022
TX50_RS02670,-0.4648269,0.17176824,0.27204338,0.04916413
TX50_RS02675,-0.4728028,0.01519391,-0.2664965,0.11746023
TX50_RS02680,-0.0081958,0.97925295,-0.2598686,0.23531674
TX50_RS02685,0.3487294,0.08610078,0.30175494,0.10287706
TX50_RS02690,0.97833002,2.79191943523069e-06,0.84129405,1.03176767095987e-11
TX50_RS02695,0.92583702,9.30648314681556e-05,1.36073245,4.01864984318988e-09
TX50_RS02700,-0.0165341,0.94750651,0.15599597,0.33769403
TX50_RS02705,-0.19723,0.4605277,-0.3558076,0.09123027
TX50_RS02710,-0.9695638,0.01523082,-1.6400931,5.49552569777086e-05
TX50_RS02715,-0.9743283,0.00041412,-0.7391417,2.24771779519892e-05
TX50_RS02720,-0.6768036,0.00195105,-0.6897814,2.26197920973314e-07
TX50_RS02725,1.40335803,5.24111067405989e-15,1.50354803,1.27059746222566e-21
TX50_RS02730,-0.7886548,1.29014436727229e-05,-1.465296,1.14395628031341e-30
TX50_RS02735,-0.1924745,0.59072283,-0.1024059,0.71880028
TX50_RS02740,1.3224345,1.35496367897138e-15,1.48292707,1.26419688480944e-39
TX50_RS02745,0.74522957,2.76197177893115e-05,0.81314585,8.03692991340232e-10
TX50_RS02750,0.19221941,0.60573001,0.22723535,0.46895984
TX50_RS02755,-0.4558539,0.05236122,-0.6558806,0.00016587
TX50_RS02760,-0.2764425,0.1949045,-0.6348308,0.00013731
TX50_RS02765,0.74434764,0.00019843,0.64225372,0.00313066
TX50_RS02770,-0.1203907,0.62443435,-0.5331623,0.00240539
TX50_RS02775,0.26059255,0.84144364,-1.4034403,0.32251842
TX50_RS02780,-0.1848082,0.44883079,0.06184596,0.70225995
TX50_RS02785,-0.5448976,0.13658337,-0.2557023,0.05079959
TX50_RS02790,-1.5389509,0.00388599,-0.5186312,0.00343939
TX50_RS02795,-0.5881516,0.00388599,-0.8646689,1.62236126769804e-09
TX50_RS02800,-0.1094685,0.6155636,-0.2443053,0.08478126
TX50_RS02805,-0.9039039,0.00125626,-1.158671,2.19811363850212e-06
TX50_RS02810,-0.0945579,0.79522127,0.40945727,0.05495216
TX50_RS02815,0.42162305,0.01018704,0.40639924,0.0007417
TX50_RS02820,0.10404885,0.76902383,0.53426226,4.66106780178031e-06
TX50_RS02825,-1.0624887,0.05618851,-1.3707033,0.02059454
TX50_RS02830,-0.6247434,0.02611895,-0.9168658,0.00026432
TX50_RS02835,-0.7326483,0.00036479,-0.9885752,5.74197026538354e-13
TX50_RS02840,0.41434457,0.03670749,-0.0927625,0.59371553
TX50_RS02845,0.49229183,0.01658909,0.29950877,0.04926565
TX50_RS02850,-0.0931235,0.68592536,-0.2430251,0.02576584
TX50_RS02855,-0.4832349,0.05766194,0.000818,0.99653271
TX50_RS02860,-0.0546682,0.83328196,0.08802954,0.58595327
TX50_RS02865,-0.4073872,0.05533917,-0.4686955,0.00459903
TX50_RS02870,-0.0916885,0.64753735,-0.2962158,0.00538345
TX50_RS02875,-0.3194961,0.13840325,-0.2205966,0.22810916
TX50_RS02880,-0.4986061,0.07318369,-0.8503518,2.35009087003904e-05
TX50_RS02885,-1.0963032,4.25085954073225e-06,-0.8211102,2.34571664920041e-05
TX50_RS02890,2.80690071,2.85371413307287e-20,2.58109076,5.67427232409133e-50
TX50_RS02895,1.44579834,2.10419095553451e-08,1.23644342,6.09775189664656e-20
TX50_RS02900,-0.033383,0.8740152,-0.1551571,0.33461467
TX50_RS02905,0.31935684,0.15633753,0.3807881,0.00928827
TX50_RS02910,1.18550925,6.09822587851471e-06,1.18089142,5.80455769315801e-12
TX50_RS02915,1.26861761,6.37910694925214e-05,1.70153538,1.37409818768036e-13
TX50_RS02920,1.78204909,4.56769730793393e-23,2.58519226,2.65449576894603e-79
TX50_RS02925,-0.6676263,0.02584093,-0.9975559,1.06572958433138e-12
TX50_RS02930,-0.1822908,0.42213803,-0.112763,0.55143331
TX50_RS02935,-1.6127053,1.24785409050802e-12,-1.5985319,1.38497948305336e-30
TX50_RS02940,-2.2980361,5.93594682541615e-30,-2.1896947,1.12250812342666e-59
TX50_RS02945,-2.5080557,5.0579333554965e-34,-2.5124137,7.53981294665985e-74
TX50_RS02950,-2.4204296,1.0008439055379e-32,-2.6572547,9.32540509805907e-70
TX50_RS02955,-1.9034688,2.224801194959e-23,-2.1691951,7.35944817932206e-47
TX50_RS02960,-0.6215374,0.00359242,-0.1701877,0.38147294
TX50_RS02965,-0.9329989,1.95114849915089e-05,-1.3182693,5.3913360051685e-11
TX50_RS02970,0.71851614,0.02085708,0.97438837,0.00012507
TX50_RS02975,1.56415653,6.95640986594203e-07,1.57142979,1.92779102836604e-31
TX50_RS02980,1.58574784,7.71261601599502e-16,1.70833934,1.09690105269468e-25
TX50_RS02985,0.22478244,0.40703981,0.38992032,0.04874607
TX50_RS02990,0.45826734,0.01463976,0.27382724,0.04412746
TX50_RS02995,-1.4810862,2.30569690408848e-18,-1.8558313,2.17393369246462e-44
TX50_RS03000,-0.531921,0.02246265,-0.4601773,0.01671036
TX50_RS03005,-0.9314986,0.0422887,-1.179478,0.00509974
TX50_RS03010,0.34060099,0.25136112,0.38448907,0.20464226
TX50_RS03015,-1.2618923,3.20665257157936e-11,-1.3385199,5.26225344610881e-22
TX50_RS03020,-0.3334489,0.20983417,0.26486205,0.16465444
TX50_RS03025,0.03595232,0.87751112,-0.2235,0.12480794
TX50_RS03030,0.55481249,0.01757904,0.46102717,0.00471192
TX50_RS03035,0.36233321,0.14955607,0.48382537,0.00801691
TX50_RS03040,0.07258991,0.7727451,0.49891057,0.00457908
TX50_RS03045,0.08755325,0.77297178,-0.0410862,0.89413492
TX50_RS03050,-0.6412249,0.06488339,-0.074687,0.8183977
TX50_RS03055,-0.0691103,0.76951449,-0.0732348,0.66384332
TX50_RS03065,0.63928579,0.0310231,0.79071486,0.00794938
TX50_RS03070,0.21382917,0.42876754,-0.0932964,0.72647849
TX50_RS03075,0.53193965,0.06452381,0.39127964,0.09667387
TX50_RS03080,-0.4135945,0.09332179,-0.0327669,0.87793494
TX50_RS03085,0.55124286,0.01417767,0.86084745,6.8480707866151e-07
TX50_RS03090,0.11519776,0.65632571,0.17146821,0.42185602
TX50_RS03095,0.46774785,0.1096728,0.34337324,0.00083828
TX50_RS03100,0.99799543,0.00032937,0.59745022,1.58235117631577e-09
TX50_RS03105,0.76282759,0.00835894,0.28057447,0.07626021
TX50_RS03110,1.86125004,3.43839368012636e-07,1.34039565,6.09234421616927e-17
TX50_RS03115,-0.1529214,0.44942498,-0.359376,0.00647019
TX50_RS03120,-0.0708743,0.76371317,0.00486153,0.98114985
TX50_RS03125,1.79999796,1.28357428781037e-13,2.43102924,6.67128197663301e-24
TX50_RS03130,0.70628687,0.23920788,0.52927324,0.17192816
TX50_RS03135,0.51602559,0.18238409,0.23120167,0.58409143
TX50_RS03140,0.41107914,0.04707969,0.38064082,0.0162956
TX50_RS03145,0.77441525,6.07019413487975e-05,1.05246502,7.00933316663794e-12
TX50_RS03150,0.27935456,0.52617204,0.34685697,0.34114776
TX50_RS03155,-1.6726,4.66172217805106e-10,-1.9448354,2.41930535497209e-18
TX50_RS03160,-1.1839163,1.5525066435726e-10,-1.3983296,1.52262981419044e-37
TX50_RS03165,-0.475502,0.02309642,-0.5450978,9.86413213893389e-06
TX50_RS03170,0.00542756,0.98016245,-0.2004803,0.1467836
TX50_RS03175,-0.0825745,0.75084885,0.08955244,0.65627723
TX50_RS03180,-0.4464512,0.01630294,-0.6953843,3.34812489126564e-07
TX50_RS03185,-0.0154485,0.94750651,-0.3946202,0.00816474
TX50_RS03190,0.89122472,0.00042464,0.72003649,9.90723151187811e-06
TX50_RS03195,1.02738682,1.4222444801386e-11,0.96234402,2.57709234031536e-15
TX50_RS03200,0.98193491,6.8971393080273e-08,0.82623146,1.46043552670363e-09
TX50_RS03205,0.93858396,0.00023885,0.68474808,8.94193524675299e-07
TX50_RS03210,0.30395506,0.32320398,-0.0532443,0.74027408
TX50_RS03215,0.49983068,0.02086193,0.5850047,1.28878835693078e-05
TX50_RS03220,0.93435687,0.0004455,1.11342685,4.49300385520108e-20
TX50_RS03225,0.56561353,0.0275866,0.91377775,1.08017086936443e-06
TX50_RS03230,-0.8172218,0.0005163,-0.6926986,0.00105045
TX50_RS03235,0.62781163,0.00633949,0.53626025,1.49201110892479e-05
TX50_RS03240,0.31200121,0.11176898,0.19553014,0.14382278
TX50_RS03245,-0.0363363,0.89864935,0.01317363,0.95451549
TX50_RS03250,-0.1311261,0.68533378,0.24005716,0.08710686
TX50_RS03255,0.0883275,0.77623884,0.09695803,0.69634256
TX50_RS03260,-0.6106204,0.00125626,-0.9460803,5.5896234438911e-10
TX50_RS03265,0.77491464,0.00025886,0.60476055,2.06729850102185e-07
TX50_RS03270,-0.5169797,0.00144979,-0.9569692,2.19069594548758e-12
TX50_RS03275,-0.7549557,0.00129759,-0.982407,8.11887078601534e-08
TX50_RS03280,-0.5069837,0.14808727,-0.5925816,0.09386628
TX50_RS03285,-2.2335677,6.76471182309992e-43,-2.2476579,3.35171266780298e-47
TX50_RS03290,-0.1583695,0.55305096,-0.2547899,0.12525756
TX50_RS03295,-0.5944437,0.0296001,-0.4336412,0.05952095
TX50_RS03300,-0.6082105,0.00065133,-1.0140268,5.16357176830265e-13
TX50_RS03305,0.10268896,0.57235567,-0.0690914,0.60235792
TX50_RS03310,-0.3491869,0.1593216,-0.1494622,0.48667754
TX50_RS03320,-2.5874983,0.02472679,-2.2299885,0.03475735
TX50_RS03325,0.32930358,0.29383458,0.12512363,0.70225995
TX50_RS03330,1.68238586,3.46331747142841e-05,1.01999515,1.41875578564274e-08
TX50_RS03335,-0.0057284,0.98181584,0.10829538,0.52879357
TX50_RS03340,0.56323318,0.24041697,1.31854857,0.00013731
TX50_RS03345,0.39721001,0.23959224,0.67116708,0.02360261
TX50_RS03350,0.80503651,3.63736922318899e-05,0.68568013,2.62749994644478e-05
TX50_RS03355,-0.4597201,0.15241149,-0.6764936,0.00125091
TX50_RS03360,-0.1600044,0.5900013,-0.5048365,0.00161038
TX50_RS03365,0.71095608,0.00309046,0.6232605,0.00701816
TX50_RS03370,1.14111154,9.18909640314685e-09,1.65549167,3.6208475568479e-30
TX50_RS03375,1.27049171,1.43183559382172e-07,1.30513347,2.50138128704557e-07
TX50_RS03380,0.1527596,0.44504286,0.48747527,0.00244664
TX50_RS03385,0.74200317,0.00029738,1.27368659,3.10996706892082e-20
TX50_RS03390,0.48049796,0.01310611,0.34885006,0.03694776
TX50_RS03395,0.83642271,0.00029873,0.95022524,2.35853184611799e-12
TX50_RS03400,0.67822002,2.8290433569442e-05,0.5795033,2.6920306547923e-06
TX50_RS03405,1.19997219,9.52219184605075e-08,0.95596844,1.47762557879015e-08
TX50_RS03410,0.1451778,0.54331829,-0.5133621,0.00065617
TX50_RS03415,0.88139428,4.69563849132016e-05,0.64271752,1.83761827430929e-06
TX50_RS03420,-0.4536935,0.05437546,-0.4240672,0.03402733
TX50_RS03425,-0.0942043,0.72425454,-0.0232197,0.89128859
TX50_RS03430,1.34587785,0.00048585,1.36553555,5.21431467907118e-08
TX50_RS03435,-0.50105,0.00454752,-0.4946046,0.00061672
TX50_RS03440,1.30627535,3.38510133604706e-10,1.37270156,3.01812347927388e-27
TX50_RS03445,0.184719,0.5900013,-0.1070685,0.7250193
TX50_RS03450,0.83562141,0.00064754,1.41217909,1.89936086843317e-13
TX50_RS03455,0.0836484,0.85665482,0.99569651,1.20545499970578e-05
TX50_RS03460,-0.4143871,0.29765591,-0.5131935,0.14669194
TX50_RS03465,-1.3590372,1.02747667348702e-05,-1.4485268,2.27430315322777e-07
TX50_RS03470,-1.8019108,0.00087789,-2.2846135,6.29290352785428e-05
TX50_RS03475,-1.3939922,1.36963868659617e-05,-2.1822782,7.22310342953059e-10
TX50_RS03480,-3.0239919,6.93662950180079e-37,-3.0483752,8.72300817528012e-35
TX50_RS03485,0.40945018,0.18568534,-0.038423,0.89763565
TX50_RS03490,0.60250821,0.10563672,0.87817754,0.00038338
TX50_RS03495,-0.6813878,0.05686903,-0.170555,0.5052787
TX50_RS03500,0.79348784,0.07607809,1.39753143,6.76109632928346e-07
TX50_RS03505,1.80149009,1.95663669471588e-05,1.08463666,6.26002394607445e-13
TX50_RS03510,1.34016846,3.52295164373148e-06,1.121346,1.00467406436005e-08
TX50_RS03515,1.94643359,7.71261601599502e-16,1.94368191,1.16391085449211e-19
TX50_RS03520,-0.1320856,0.74757368,0.43790279,0.00593548
TX50_RS03525,0.43508945,0.20664101,0.57887975,0.08150747
TX50_RS03530,-0.3790781,0.0567567,-0.3358216,0.05372649
TX50_RS03535,-0.2473639,0.24939615,-0.2794217,0.10181101
TX50_RS03540,-0.5376278,0.02146424,-0.5811165,0.00248533
TX50_RS03545,-0.4330317,0.22892821,0.5872934,0.05892295
TX50_RS03550,0.19056411,0.65498132,0.76257564,0.01688574
TX50_RS03555,-0.6499137,0.06508085,-0.5344509,0.10769733
TX50_RS03560,-0.20747,0.51562888,-0.4384026,0.15603974
TX50_RS03565,0.43550803,0.06207645,0.70010007,7.36497498905103e-05
TX50_RS03570,-0.2623478,0.41080319,-0.6239839,0.01124535
TX50_RS03575,-0.4445779,0.17109489,-0.3541628,0.18997109
TX50_RS03580,-0.3410597,0.29139897,-0.7853087,3.70308558431559e-06
TX50_RS03585,0.59391955,0.00972949,0.75043873,9.25721110668588e-09
TX50_RS03590,-0.688987,0.15393681,0.00402333,0.99173574
TX50_RS03595,1.04144127,9.66569873267622e-12,1.06587266,1.21684234460306e-18
TX50_RS03600,0.32721073,0.09192021,0.34427063,0.01471576
TX50_RS03605,0.35882894,0.12575783,0.81506278,3.76871817126918e-10
TX50_RS03610,-1.0978621,0.00023123,-1.5986134,2.26422178050599e-14
TX50_RS03615,-1.3306663,3.1960180653666e-08,-1.458107,1.63087328479704e-19
TX50_RS03620,0.28333682,0.27658043,0.66386014,0.00040046
TX50_RS03625,-0.8891511,5.52672584286334e-05,-1.0719659,4.61178179993004e-11
TX50_RS03630,0.43863875,0.02261688,0.84872407,8.77093188001483e-09
TX50_RS03635,1.23146151,0.00019843,2.39913833,1.74475588305268e-49
TX50_RS03645,1.63093046,1.72029177199022e-10,1.9790186,1.8060875364577e-22
TX50_RS03650,0.54703212,0.26999415,1.00048061,0.00061569
TX50_RS03655,1.04359338,1.5149715540541e-05,1.0545669,1.71397047993401e-08
TX50_RS03660,1.47426059,9.52219184605075e-08,1.46248411,1.49987705749485e-11
TX50_RS03665,5.14763552,2.32532919707311e-43,5.33656987,3.55840533044834e-28
TX50_RS03675,-2.322186,6.48360381621757e-12,-2.1163026,6.99730982041618e-10
TX50_RS03680,0.87421711,0.00533038,0.84351188,2.27512106982836e-11
TX50_RS03685,1.3048633,0.00041412,1.629709,2.14540700931016e-09
TX50_RS03690,0.29311931,0.8090253,-0.3745807,0.74923856
TX50_RS03695,0.22652069,0.74919536,-1.6722702,0.05366565
TX50_RS03700,-0.0764684,0.83086794,0.11120873,0.70782405
TX50_RS03705,0.04705888,0.91123543,0.07184379,0.79227812
TX50_RS03710,-0.249166,0.39836371,-0.2442041,0.42676098
TX50_RS03715,-1.1664312,0.00017154,-1.206939,1.09189807436599e-05
TX50_RS03720,-0.4242194,0.17416071,-0.7575669,0.00189791
TX50_RS03725,-1.4508402,2.1120962599183e-08,-1.8719036,3.28385211305971e-12
TX50_RS03730,-1.1991366,0.00044515,-1.7879639,3.44690643194481e-09
TX50_RS03735,1.51401243,4.75954710058936e-07,0.94774539,0.00086899
TX50_RS03745,0.05932065,0.82973046,-0.1437673,0.45497723
TX50_RS03750,1.98691733,4.67346125734405e-19,2.34388708,2.46282290529858e-45
TX50_RS03755,-1.3353712,7.78220500434927e-07,-1.2105385,6.34865823632369e-07
TX50_RS03760,-0.0175775,0.95713796,0.25907492,0.22732999
TX50_RS03765,0.74890709,0.03183686,0.88857184,0.00065617
TX50_RS03770,-0.0267298,0.93686381,-0.0092795,0.97128062
TX50_RS03775,-0.1433379,0.75589941,0.46972223,0.19643707
TX50_RS03780,-0.1881817,0.37009528,0.01817105,0.90644923
TX50_RS03785,-0.5148077,0.01817324,0.26627075,0.03154647
TX50_RS03790,0.17082629,0.33843237,-0.4132497,0.06714283
TX50_RS03795,0.17997042,0.67525344,-0.5693611,0.07044114
TX50_RS03800,0.05730483,0.79894126,0.18782535,0.19429584
TX50_RS03805,1.36583385,7.99532445015158e-09,1.71862286,6.63647588408548e-31
TX50_RS03810,0.17595735,0.56519169,0.83164709,2.78769459349196e-05
TX50_RS03815,-0.7378415,0.15224296,0.04645634,0.90159286
TX50_RS03820,1.57891575,0.44504286,1.33892104,0.68858514
TX50_RS03825,0.65703857,0.02091657,1.17302386,1.40739391574716e-11
