refseq_locus,log2fc_2h,padj_2h,log2fc_4h,padj_4h,resolved_locus_tag,resolution_method
TX50_RS07140,-0.1060147,0.74765934,0.22540535,0.44746267,PMM1330,tier1:refseq_locus
TX50_RS07145,-0.6322986,0.02186162,-0.5583966,0.00268247,PMM1331,tier1:refseq_locus
TX50_RS07150,-0.5896842,0.00623701,-0.5199552,1.5646406508728e-05,PMM1332,tier1:refseq_locus
TX50_RS07155,-0.714176,0.00217772,-0.6833157,0.00011778,PMM1333,tier1:refseq_locus
TX50_RS07160,-0.1157498,0.67022748,-0.5745323,0.00086615,PMM1334,tier1:refseq_locus
TX50_RS07165,0.10183245,0.74695617,-0.2531022,0.16463511,PMM1335,tier1:refseq_locus
TX50_RS07170,0.91617087,9.3264070075695e-05,0.75539182,8.09606535719541e-08,PMM1336,tier1:refseq_locus
TX50_RS07175,-0.3182131,0.19613545,-0.3129991,0.12006167,PMM1337,tier1:refseq_locus
TX50_RS07180,-0.0272208,0.91674043,0.24200796,0.05451852,PMM1338,tier1:refseq_locus
TX50_RS07185,0.3189442,0.06657503,0.41351509,0.00616325,PMM1339,tier1:refseq_locus
TX50_RS07190,-0.0408997,0.86858418,0.3023383,0.01566713,PMM1340,tier1:refseq_locus
TX50_RS07195,-0.731148,0.00290486,-0.5100243,0.00034913,PMM1341,tier1:refseq_locus
TX50_RS07200,-0.3037517,0.34120303,-0.180972,0.28876784,PMM1342,tier1:refseq_locus
TX50_RS07205,1.53053943,9.72906308330578e-09,1.45551184,8.504893599478131e-23,PMM1343,tier1:refseq_locus
TX50_RS07210,1.29934541,8.95288237456381e-08,0.94493217,1.24573687427943e-08,PMM1344,tier1:refseq_locus
TX50_RS07215,0.60002357,0.0199134,0.06797824,0.67774787,PMM1345,tier1:refseq_locus
TX50_RS07220,0.17723803,0.45334641,-0.3473001,0.01899509,PMM1346,tier1:refseq_locus
TX50_RS07225,-0.3125894,0.190528,-0.4327097,0.03077435,PMM1347,tier1:refseq_locus
TX50_RS07230,0.79304432,0.00016234,1.06421044,1.6794260762307e-11,PMM1348,tier1:refseq_locus
TX50_RS07235,-0.2721381,0.24155609,-0.455897,0.00752232,PMM1349,tier1:refseq_locus
TX50_RS07240,1.05999021,0.00010729,1.02678878,3.7505701654308403e-14,PMM1350,tier1:refseq_locus
TX50_RS07245,-0.8807183,0.00549706,-1.074852,3.09428145796345e-07,PMM1351,tier1:refseq_locus
TX50_RS07250,-1.2481753,4.2990824176282e-14,-1.4297205,3.00613764039956e-34,PMM1352,tier1:refseq_locus
TX50_RS07255,-0.5708817,0.02261688,-0.4445281,0.01842777,PMM1353,tier1:refseq_locus
TX50_RS07260,-0.5482503,0.01110957,-0.9151992,7.55444631402253e-14,PMM1354,tier1:refseq_locus
TX50_RS07265,0.85849307,2.46456043247531e-06,0.89818466,1.81367636463952e-10,PMM1355,tier1:refseq_locus
TX50_RS07270,0.38025781,0.1601191,0.67115018,0.00142181,PMM1356,tier1:refseq_locus
TX50_RS07275,-0.1791303,0.75997859,-0.1894776,0.68574982,,unresolved
TX50_RS07280,-2.3226716,1.5300994790336202e-19,-2.7626392,2.7946633615021002e-21,PMM1357,tier1:refseq_locus
TX50_RS07285,-1.0841866,0.00010989,-1.4440093,4.9411530910610605e-09,PMM1358,tier1:refseq_locus
TX50_RS07290,-2.518817,2.03103350067395e-37,-2.6362436,1.13722584569701e-62,PMM1359,tier1:refseq_locus
TX50_RS07295,-0.874803,0.00097832,-1.2563834,1.39467456753552e-08,PMM1360,tier1:refseq_locus
TX50_RS07300,-1.3355405,6.85931085501256e-10,-1.4407151,8.15797202481146e-14,PMM1361,tier1:refseq_locus
TX50_RS07305,0.7424769,0.0949309,-0.0715464,0.87357452,PMM1362,tier1:refseq_locus
TX50_RS07320,-0.4913981,0.07023445,-0.4412334,0.09583379,PMM1364,tier1:refseq_locus
TX50_RS07325,3.31967682,6.36590947095245e-46,4.38982548,6.84244883936615e-144,PMM1365,tier1:refseq_locus
TX50_RS07330,3.05580663,7.09359042935439e-58,3.38450815,3.3891476311769696e-77,PMM1366,tier1:refseq_locus
TX50_RS07335,-1.1991139,3.45645406061276e-05,-0.8294551,0.0004986,PMM1367,tier1:refseq_locus
TX50_RS07340,-0.6148133,0.00480196,-0.5478455,0.00237264,PMM1368,tier1:refseq_locus
TX50_RS07345,1.03068163,0.00309046,0.90300363,3.37606826196344e-09,PMM1369,tier1:refseq_locus
TX50_RS07350,-0.2117365,0.513981,-0.1641373,0.53146573,PMM1370,tier1:refseq_locus
TX50_RS07355,-1.4905641,3.76014703673346e-07,-2.620469,4.42189434112836e-17,PMM1978,tier1:refseq_locus
TX50_RS07360,0.14706387,0.63814847,-0.3127858,0.06017354,PMM1371,tier1:refseq_locus
TX50_RS07365,1.49756087,3.8735776919361e-06,1.28940594,7.30766308023194e-14,PMM1372,tier1:refseq_locus
TX50_RS07370,0.31933257,0.44688789,0.18567962,0.56971415,PMM1982,tier1:refseq_locus
TX50_RS07375,-1.9385345,2.11636961309061e-29,-1.7623523,1.84435824986491e-26,PMM1983,tier1:refseq_locus
TX50_RS07380,0.17248042,0.47443332,0.49016724,0.36702773,PMM1373,tier1:refseq_locus
TX50_RS07385,0.32134807,0.43546787,0.91862591,0.00665641,PMM1374,tier1:refseq_locus
TX50_RS07390,0.149241,0.72336334,-0.7056448,0.00819174,PMM1375,tier1:refseq_locus
TX50_RS07395,0.34380844,0.36067256,0.43095984,0.14460679,PMM1376,tier1:refseq_locus
TX50_RS07400,0.90482206,1.57864844331434e-08,0.99179947,1.7714701064554e-11,PMM1377,tier1:refseq_locus
TX50_RS07405,4.2398244,1.0102688505638501e-106,4.20196683,7.491187971520169e-160,PMM1378,tier1:refseq_locus
TX50_RS07410,4.64248589,4.08772585808776e-54,4.71699124,1.86560501172294e-136,PMM1989,tier1:refseq_locus
TX50_RS07415,1.13767534,0.00015071,0.71021876,0.0012902,PMM1379,tier1:refseq_locus
TX50_RS07420,-0.4079316,0.36449338,-0.2209164,0.50928866,PMM1380,tier1:refseq_locus
TX50_RS07425,0.47486533,0.07026807,0.30291302,0.17846297,PMM1381,tier1:refseq_locus
TX50_RS07430,-0.6419532,7.53242214890787e-05,-0.8801397,1.13325429155398e-10,PMM1382,tier1:refseq_locus
TX50_RS07440,2.89483558,1.73982104227141e-16,3.45908948,2.68949328820682e-181,PMM1383,tier1:refseq_locus
TX50_RS07445,0.22648866,0.44883079,0.90325801,9.61558758844711e-05,PMM1384,tier1:refseq_locus
TX50_RS07450,-0.0083879,0.98340433,1.10915877,2.27870836496221e-09,PMM1385,tier1:refseq_locus
TX50_RS07455,0.41347583,0.01005289,0.55854886,8.73734804334066e-06,PMM1386,tier1:refseq_locus
TX50_RS07460,-2.2790664,4.43131325957808e-08,-1.6007764,1.64146355434655e-06,PMM1387,tier1:refseq_locus
TX50_RS07465,-0.2140786,0.71063176,-0.4916242,0.19643707,PMM1388,tier1:refseq_locus
TX50_RS07470,-1.0563691,6.25355759207845e-06,-1.2989613,1.43472123817153e-11,PMM1389,tier1:refseq_locus
TX50_RS07475,0.97647848,0.00068366,0.71859382,0.0006394,PMM1390,tier1:refseq_locus
TX50_RS07480,-0.2527034,0.71507284,-0.2428262,0.63819491,PMM1391,tier1:refseq_locus
TX50_RS07485,0.46194057,0.29893378,0.46281621,0.31166119,PMM1392,tier1:refseq_locus
TX50_RS07490,-0.1371956,0.76216286,0.33902459,0.42232988,PMM1393,tier1:refseq_locus
TX50_RS07495,1.45156038,0.00027144,1.92760629,0.00029133,PMM1394,tier1:refseq_locus
TX50_RS07500,-0.6865509,0.02591456,-0.6048193,0.0053754,PMM1395,tier1:refseq_locus
TX50_RS07505,-1.6256276,0.00085635,-0.0618982,0.91043327,PMM2004,tier1:refseq_locus
TX50_RS07515,-0.7689918,0.0988621,0.70229237,0.16628748,PMM1397,tier1:refseq_locus
TX50_RS07520,-0.5195054,0.29029549,0.99430468,0.01661588,PMM1398,tier1:refseq_locus
TX50_RS07525,1.50350169,0.02219981,3.02192668,2.42162554328763e-14,PMM1399,tier1:refseq_locus
TX50_RS07530,5.74706456,2.50113277149876e-103,6.27219532,0.0,PMM1400,tier1:refseq_locus
TX50_RS07535,1.38217706,9.7468009239195e-07,1.98856685,6.1678336981659e-22,PMM1401,tier1:refseq_locus
TX50_RS07540,1.57365947,2.94218054395816e-08,1.16527282,1.1129211677983e-07,PMM1402,tier1:refseq_locus
TX50_RS07545,0.43510123,0.40454667,0.83638822,0.04612844,PMM2008,tier1:refseq_locus
TX50_RS07550,0.2915068,0.49660011,0.83034029,0.01379985,PMM1403,tier1:refseq_locus
TX50_RS07555,-3.0615944,6.0403980776873805e-09,-1.084293,4.84685024689894e-08,PMM1404,tier1:refseq_locus
TX50_RS07560,2.68899008,2.07922463274562e-50,2.76203396,3.77648932767003e-37,PMM1405,tier1:refseq_locus
TX50_RS07565,-0.2957625,0.29586568,0.00801574,0.98197782,PMM1406,tier1:refseq_locus
TX50_RS07570,0.38868982,0.13431748,0.20433634,0.40534181,PMM1407,tier1:refseq_locus
TX50_RS07575,0.61410105,0.01802604,1.11156693,1.4146782351796301e-09,PMM1408,tier1:refseq_locus
TX50_RS07580,0.170831,0.51082673,-0.2410729,0.34550585,PMM1409,tier1:refseq_locus
TX50_RS07585,-0.1188149,0.84900536,-0.0977749,0.86367078,PMM1410,tier1:refseq_locus
TX50_RS07590,-0.1857573,0.85621792,-0.2224179,0.85913109,PMM2009,tier1:refseq_locus
TX50_RS07595,0.07015303,0.84349811,-0.0749399,0.80800135,PMM2010,tier1:refseq_locus
TX50_RS07600,0.71969208,0.06463833,0.69724515,0.02396244,PMM2011,tier1:refseq_locus
TX50_RS07610,1.01212669,0.00108846,1.77603782,2.36889874110558e-35,PMM1412,tier1:refseq_locus
TX50_RS07615,1.06427252,4.08317514587822e-06,0.75130409,0.00016585,PMM1413,tier1:refseq_locus
TX50_RS07620,-0.2729036,0.45254827,-0.3688185,0.22972457,PMM1414,tier1:refseq_locus
TX50_RS07625,0.17419406,0.47889242,0.8318298,1.82338873638473e-07,PMM1415,tier1:refseq_locus
TX50_RS07630,3.0647272,2.72292657130485e-24,4.40175791,3.46462878725486e-170,PMM1416,tier1:refseq_locus
TX50_RS07635,0.16826498,0.62430413,0.88407338,0.00063457,PMM1417,tier1:refseq_locus
TX50_RS07640,0.10383303,0.84313577,-0.0098644,0.98584371,PMM1418,tier1:refseq_locus
TX50_RS07645,1.53064305,1.11848961697219e-07,1.80867336,1.2299200090481199e-11,PMM1419,tier1:refseq_locus
TX50_RS07650,-1.5996008,0.00796858,-1.4790291,0.00538345,PMM2014,tier1:refseq_locus
TX50_RS07655,-1.1163614,0.00057509,-1.102756,0.00025829,PMM1420,tier1:refseq_locus
TX50_RS07665,-0.2892375,0.27141796,-0.0869092,0.67955893,PMM1422,tier1:refseq_locus
TX50_RS07670,2.44098837,5.60206296558837e-23,2.80476949,5.23449620220659e-33,PMM1423,tier1:refseq_locus
TX50_RS07675,5.25086299,7.32280801611235e-107,6.05301159,1.6135692979398e-38,PMM1424,tier1:refseq_locus
TX50_RS07680,-0.0143552,0.98250016,0.8053925,0.09221436,PMM2015,tier1:refseq_locus
TX50_RS07690,-0.4655126,0.3335034,0.60613709,0.12231056,PMM1426,tier1:refseq_locus
TX50_RS07695,0.48815593,0.11790456,0.82255979,1.24183423720989e-07,PMM1428,tier1:refseq_locus
TX50_RS07700,-0.401465,0.35626852,-0.8891642,0.00042984,PMM1429,tier1:refseq_locus
TX50_RS07705,-0.8071748,0.02731383,-0.8121496,0.00361764,PMM1430,tier1:refseq_locus
TX50_RS07710,0.60086929,0.00382809,0.13789639,0.5052787,PMM1431,tier1:refseq_locus
TX50_RS07715,0.12646751,0.5406445,0.0646841,0.70227214,PMM1432,tier1:refseq_locus
TX50_RS07720,-0.6789142,0.02780989,-0.9098223,0.00033016,PMM1433,tier1:refseq_locus
TX50_RS07725,-0.2080609,0.42876754,-0.3922406,0.00108773,PMM1434,tier1:refseq_locus
TX50_RS07730,-1.2490001,9.9157619453431e-10,-1.4337971,3.6739103929399403e-25,PMM1435,tier1:refseq_locus
TX50_RS07735,-1.9567307,1.54895026814785e-25,-2.0128056,1.63251399843497e-57,PMM1436,tier1:refseq_locus
TX50_RS07740,-0.5426633,0.00500196,-0.5192657,2.01509212133735e-07,PMM1437,tier1:refseq_locus
TX50_RS07745,0.60085437,0.05410966,0.18600083,0.13074611,PMM1438,tier1:refseq_locus
TX50_RS07750,-0.1364099,0.56550127,-0.5709936,0.00031236,PMM1439,tier1:refseq_locus
TX50_RS07755,0.44592257,0.02026516,0.22236309,0.10319943,PMM1440,tier1:refseq_locus
TX50_RS07760,-0.1988157,0.3815738,0.19062627,0.19020812,PMM1442,tier1:refseq_locus
TX50_RS07765,0.65621279,0.00545827,1.18170467,1.4863414095086e-14,PMM1443,tier1:refseq_locus
TX50_RS07770,0.33139073,0.11062021,0.57765536,0.00023998,PMM1444,tier1:refseq_locus
TX50_RS07775,-1.1315644,0.00071642,-0.933175,0.00607736,PMM1445,tier1:refseq_locus
TX50_RS07780,-0.7652574,0.00481374,-0.6867658,0.00014944,PMM1446,tier1:refseq_locus
TX50_RS07785,-0.7254466,0.00161173,-0.6909523,0.00062261,PMM1447,tier1:refseq_locus
TX50_RS07790,-1.3405394,0.00217842,-1.7164404,5.430205672575401e-10,PMM1448,tier1:refseq_locus
TX50_RS07795,-0.5141395,0.10711548,-0.6940036,0.00065617,PMM1449,tier1:refseq_locus
TX50_RS07800,-0.4645013,0.0726383,-0.8599914,2.2452727400280597e-11,PMM1450,tier1:refseq_locus
TX50_RS07805,-0.4892158,0.07148817,-0.9427285,6.02336883451759e-14,PMM1451,tier1:refseq_locus
TX50_RS07810,-0.9462752,0.00203889,-1.7175435,4.94758257212854e-25,PMM1452,tier1:refseq_locus
TX50_RS07815,-0.9626419,0.0006672,-1.5978376,5.2340696326497795e-36,PMM1453,tier1:refseq_locus
TX50_RS07820,-0.9669827,0.00130019,-1.6241059,4.85361995777231e-41,PMM1454,tier1:refseq_locus
TX50_RS07825,-0.8617505,0.00419212,-1.4241762,2.79291753477987e-28,PMM1455,tier1:refseq_locus
TX50_RS07830,-1.5436841,7.22763057980331e-05,-2.239899,1.8822558056219e-65,PMM1456,tier1:refseq_locus
TX50_RS07835,-0.8509292,0.05332841,-1.3688678,3.65092931675619e-22,PMM1457,tier1:refseq_locus
TX50_RS07840,-0.3080545,0.15751075,-0.0784963,0.72110762,PMM1458,tier1:refseq_locus
TX50_RS07845,-0.4200032,0.01456349,-0.7090335,8.03820773783182e-07,PMM1459,tier1:refseq_locus
TX50_RS07850,-1.7103121,2.33393797269455e-12,-1.9815212,1.76192815803883e-18,PMM1460,tier1:refseq_locus
TX50_RS07855,-0.7310726,0.01044678,-1.013158,0.00010039,PMM1461,tier1:refseq_locus
TX50_RS07860,1.96678351,1.05824167503331e-16,2.84743261,6.783928331236521e-47,PMM1462,tier1:refseq_locus
TX50_RS07865,2.1554036,1.14647492077553e-13,2.72589173,8.40351137466745e-18,PMM1463,tier1:refseq_locus
TX50_RS07870,1.0804308,6.36009793814427e-08,1.31718874,9.96633856863211e-17,PMM1464,tier1:refseq_locus
TX50_RS07875,-0.2207478,0.25666306,-0.5157646,0.00045642,PMM1465,tier1:refseq_locus
TX50_RS07880,-0.2101617,0.46270446,-0.3841464,0.01511876,PMM1466,tier1:refseq_locus
TX50_RS07885,-0.1736141,0.50783594,-0.0735431,0.63011672,PMM1467,tier1:refseq_locus
TX50_RS07890,-0.0736755,0.75415918,-0.3361616,0.05077616,PMM1468,tier1:refseq_locus
TX50_RS07895,-0.7517864,0.05874638,-1.2264139,0.00361764,PMM1469,tier1:refseq_locus
TX50_RS07900,-0.3251189,0.34313093,-0.6000011,0.06975597,PMM1470,tier1:refseq_locus
TX50_RS07905,-0.2768299,0.41897851,-0.1969098,0.51974784,PMM1471,tier1:refseq_locus
TX50_RS07910,-0.8478412,3.43912230093759e-05,-0.8745591,6.45043332475741e-08,PMM1472,tier1:refseq_locus
TX50_RS07915,-1.1481763,0.01400655,-1.2925689,0.0013908,PMM1473,tier1:refseq_locus
TX50_RS07920,-0.7115553,0.04994251,-0.6556961,0.06617557,PMM1474,tier1:refseq_locus
TX50_RS07925,0.50365603,0.06331711,0.3961022,0.08999554,PMM1475,tier1:refseq_locus
TX50_RS07930,-1.5589253,1.10705270526634e-07,-1.4310875,6.0733631067378e-11,PMM1476,tier1:refseq_locus
TX50_RS07935,-0.9950999,0.01523162,-1.4152364,1.33404725311315e-05,PMM1477,tier1:refseq_locus
TX50_RS07940,-1.6644373,1.46484622182285e-20,-1.5271448,1.11900374520339e-31,PMM1478,tier1:refseq_locus
TX50_RS07945,-1.7182592,5.766563922571041e-17,-1.1584751,2.87962793973791e-18,PMM1479,tier1:refseq_locus
TX50_RS07950,-0.6963595,0.00031471,-1.3026319,1.75812515415749e-13,PMM1480,tier1:refseq_locus
TX50_RS07955,-0.7976971,6.91108109777009e-05,-1.0967653,1.74265044956433e-12,PMM1481,tier1:refseq_locus
TX50_RS07960,-2.2530813,2.90614457149153e-22,-2.6816201,1.70677116616229e-33,PMM1482,tier1:refseq_locus
TX50_RS07965,-1.716067,2.4088761189357702e-21,-2.0276104,2.39365969560229e-80,PMM1483,tier1:refseq_locus
TX50_RS07970,-0.6171654,0.00035922,-0.6112273,1.48850884703084e-09,PMM1484,tier1:refseq_locus
TX50_RS07975,-1.633506,8.57125845895957e-20,-1.8016956,2.61398912037179e-60,PMM1485,tier1:refseq_locus
TX50_RS07980,-0.7536666,3.26770887085389e-05,-0.8967586,6.0524306559132e-11,PMM1486,tier1:refseq_locus
TX50_RS07985,0.29866608,0.15052789,0.43315351,0.0099015,PMM1487,tier1:refseq_locus
TX50_RS07990,-0.9249822,5.58521435749157e-07,-1.1075353,4.58852569409746e-14,PMM1488,tier1:refseq_locus
TX50_RS07995,-0.4663405,0.00799302,-0.7974254,1.7818329646679502e-09,PMM1489,tier1:refseq_locus
TX50_RS08000,-0.706037,0.00330667,-1.0644537,1.5274268352534e-07,PMM1490,tier1:refseq_locus
TX50_RS08005,0.18981342,0.41781821,-0.1688111,0.23004448,PMM1491,tier1:refseq_locus
TX50_RS08010,-0.589314,0.00068634,-0.895687,5.302253432273801e-10,PMM1492,tier1:refseq_locus
TX50_RS08015,-1.4169804,4.57269764248941e-09,-1.757659,1.14492147046306e-18,PMM1493,tier1:refseq_locus
TX50_RS08020,0.49294276,0.00660591,0.56626239,3.11406051926957e-07,PMM1494,tier1:refseq_locus
TX50_RS08025,-0.4889568,0.0988621,-0.5282533,0.02711222,PMM1495,tier1:refseq_locus
TX50_RS08030,-0.4088886,0.02112012,-0.4854863,0.00042644,PMM1496,tier1:refseq_locus
TX50_RS08035,0.94599064,1.38630046703785e-05,0.749144,8.94829284050719e-06,PMM1497,tier1:refseq_locus
TX50_RS08040,-1.675432,2.40717241584647e-29,-1.7198932,3.2791566161598694e-42,PMM1498,tier1:refseq_locus
TX50_RS08045,0.14389747,0.52783627,-0.1349951,0.3952185,PMM1499,tier1:refseq_locus
TX50_RS08050,-0.2631254,0.18889365,-0.4011692,0.00559447,PMM1500,tier1:refseq_locus
TX50_RS08055,-0.3262526,0.13766898,-0.051798,0.70471499,PMM1501,tier1:refseq_locus
TX50_RS08060,-0.2195958,0.39638181,-0.4123454,0.04084227,PMM1502,tier1:refseq_locus
TX50_RS08065,0.50365309,0.04265575,0.24272252,0.1658412,PMM1503,tier1:refseq_locus
TX50_RS08070,-0.5579267,0.00500075,-0.8237022,3.40277140775293e-08,PMM1504,tier1:refseq_locus
TX50_RS08075,-1.1814273,1.12337907102063e-08,-1.186102,6.46227959856401e-16,PMM1505,tier1:refseq_locus
TX50_RS08080,-1.4823894,8.83717771415459e-23,-1.5718771,1.82646606457654e-31,PMM1506,tier1:refseq_locus
TX50_RS08085,0.00221602,0.99004921,-0.039177,0.7860982,PMM1507,tier1:refseq_locus
TX50_RS08090,-0.6821861,1.54596146774416e-05,-0.7701136,8.777040605969561e-10,PMM1508,tier1:refseq_locus
TX50_RS08095,-0.5182033,0.0019614,-0.459997,6.0095812244149e-05,PMM1509,tier1:refseq_locus
TX50_RS08100,-1.0697686,2.25807147503145e-13,-1.279322,3.12259626203835e-21,PMM1510,tier1:refseq_locus
TX50_RS08105,-0.9674094,2.66253966601665e-10,-1.2669325,5.61862349115004e-26,PMM1511,tier1:refseq_locus
TX50_RS08110,-1.3717065,4.47322732520307e-05,-1.5010051,3.61379535280482e-37,PMM1512,tier1:refseq_locus
TX50_RS08115,0.40480539,0.24713805,-0.6436583,0.08519037,PMM1513,tier1:refseq_locus
TX50_RS08120,0.86468321,0.00056668,1.15566252,3.27519498659348e-16,PMM1514,tier1:refseq_locus
TX50_RS08125,0.69348663,0.06606283,1.02660716,0.00022753,PMM1515,tier1:refseq_locus
TX50_RS08130,0.27247216,0.77687748,1.34457767,0.0784391,PMM1516,tier1:refseq_locus
TX50_RS08135,0.15432117,0.67207291,0.83446853,0.00143664,PMM1517,tier1:refseq_locus
TX50_RS08140,1.20074873,4.88758147581803e-08,0.53228824,0.00048998,PMM1518,tier1:refseq_locus
TX50_RS08145,1.51926226,1.2382932800953e-08,1.34988922,6.84519841708021e-25,PMM1519,tier1:refseq_locus
TX50_RS08150,1.73762612,3.42469394178619e-07,1.48697112,3.79419868550012e-28,PMM1520,tier1:refseq_locus
TX50_RS08155,-1.84928,0.08506876,-1.3443617,0.14861523,PMM1521,tier1:refseq_locus
TX50_RS08160,-0.3186593,0.1199155,-0.3079053,0.08485031,PMM1522,tier1:refseq_locus
TX50_RS08165,1.41594676,1.93218314271499e-07,0.83928773,2.64104265242598e-08,PMM1523,tier1:refseq_locus
TX50_RS08170,1.47687152,3.59393515962533e-07,1.07627044,1.89744669487229e-20,PMM1524,tier1:refseq_locus
TX50_RS08175,0.06298995,0.78719393,-0.1191729,0.49840195,PMM1525,tier1:refseq_locus
TX50_RS08180,-0.2580638,0.30421226,0.02794828,0.90644923,PMM1526,tier1:refseq_locus
TX50_RS08185,0.19929374,0.8744683,2.11645845,2.75412935570792e-05,,unresolved
TX50_RS08190,0.32841771,0.18238409,0.19895763,0.37427444,PMM1527,tier1:refseq_locus
TX50_RS08195,-1.3783559,9.07273381565541e-08,-1.1464498,6.87465715382809e-09,PMM1528,tier1:refseq_locus
TX50_RS08200,-1.0052688,8.15354122427418e-08,-1.3954766,1.88376605245982e-20,PMM1529,tier1:refseq_locus
TX50_RS08205,-0.1116895,0.57677246,-0.4712495,0.00043928,PMM1530,tier1:refseq_locus
TX50_RS08210,0.7509857,0.00010991,0.55037941,4.22981612921874e-06,PMM1531,tier1:refseq_locus
TX50_RS08215,0.43472197,0.06443252,0.14100212,0.28537009,PMM1532,tier1:refseq_locus
TX50_RS08220,-1.2256304,5.29370541723459e-05,-0.9518806,8.71675923062173e-07,PMM1533,tier1:refseq_locus
TX50_RS08225,-0.1575532,0.41781821,-0.2016755,0.22245827,PMM1534,tier1:refseq_locus
TX50_RS08230,-0.6414242,3.26412235207151e-05,-0.7602745,2.69249869183458e-11,PMM1535,tier1:refseq_locus
TX50_RS08235,-0.5930067,0.00189802,-1.0689764,5.98067095759116e-20,PMM1536,tier1:refseq_locus
TX50_RS08240,-0.1529061,0.41255214,-0.4300909,0.00031044,PMM1537,tier1:refseq_locus
TX50_RS08245,-1.7410925,2.35664712426661e-13,-2.871614,4.54699541030079e-37,PMM1539,tier1:refseq_locus
TX50_RS08250,-1.2185961,9.91888287332308e-15,-1.6804963,2.98452207402394e-48,PMM1540,tier1:refseq_locus
TX50_RS08255,-0.889636,1.96392867046186e-07,-1.4989666,8.20958443147994e-26,PMM1541,tier1:refseq_locus
TX50_RS08260,-0.4783264,0.00726582,-0.8937582,2.93183444111882e-12,PMM1542,tier1:refseq_locus
TX50_RS08265,-0.3045589,0.09059432,-0.5987813,4.57788643396498e-05,PMM1543,tier1:refseq_locus
TX50_RS08270,-0.2795558,0.13083297,-0.5620338,1.48393456119441e-06,PMM1544,tier1:refseq_locus
TX50_RS08275,-1.160628,8.53007980593936e-12,-1.3909603,9.76297366039758e-26,PMM1545,tier1:refseq_locus
TX50_RS08280,-1.0417028,4.1532682014702603e-10,-1.5002105,5.46061751228786e-42,PMM1546,tier1:refseq_locus
TX50_RS08285,-0.6615755,0.00044264,-1.0635866,8.32615947535446e-18,PMM1547,tier1:refseq_locus
TX50_RS08290,-1.0091202,1.40098526852641e-08,-1.3345521,1.07279578705666e-19,PMM1548,tier1:refseq_locus
TX50_RS08295,-0.9141162,9.40622327938166e-07,-1.2305603,6.09789620062791e-21,PMM1549,tier1:refseq_locus
TX50_RS08300,-0.6482198,0.00083496,-1.2001069,4.99554767697902e-16,PMM1550,tier1:refseq_locus
TX50_RS08305,-0.8080362,3.42780802113001e-07,-1.2542887,1.88545097608756e-26,PMM1551,tier1:refseq_locus
TX50_RS08310,-0.8306733,1.96335758515055e-07,-1.2844533,3.0269809416444e-17,PMM1552,tier1:refseq_locus
TX50_RS08315,-0.7287701,1.01811179747644e-05,-1.1469852,8.21371467290603e-18,PMM1553,tier1:refseq_locus
TX50_RS08320,-0.5072064,0.0036022,-0.9515838,3.30724314079881e-14,PMM1554,tier1:refseq_locus
TX50_RS08325,-0.2383373,0.15993442,-0.572988,1.02102180079024e-05,PMM1555,tier1:refseq_locus
TX50_RS08330,-0.1467892,0.48525472,-0.5090196,0.00061705,PMM1556,tier1:refseq_locus
TX50_RS08335,-0.3171227,0.05375792,-0.7205962,4.67719385632149e-08,PMM1557,tier1:refseq_locus
TX50_RS08340,0.08965161,0.62975833,-0.1157563,0.41078183,PMM1558,tier1:refseq_locus
TX50_RS08345,0.15273503,0.49491834,0.21818568,0.18243019,PMM1559,tier1:refseq_locus
TX50_RS08350,-0.4845468,0.04798788,-0.2941713,0.14179575,PMM1560,tier1:refseq_locus
TX50_RS08355,-0.3140467,0.69731665,-1.4502619,0.07158721,,unresolved
TX50_RS08360,-0.791002,0.00069759,-0.5115423,0.01253305,PMM1561,tier1:refseq_locus
TX50_RS08365,0.07048204,0.89558607,1.27660802,9.44404407794916e-21,PMM1562,tier1:refseq_locus
TX50_RS08370,-0.34422,0.45334641,0.06456687,0.76195945,PMM1563,tier1:refseq_locus
TX50_RS08375,-0.4790749,0.06443252,-0.5420438,0.03858207,PMM1564,tier1:refseq_locus
TX50_RS08380,0.43478579,0.07511922,0.85797485,4.03991641443896e-08,PMM1565,tier1:refseq_locus
TX50_RS08385,-0.1866387,0.35363555,-0.3436158,0.02680166,PMM1566,tier1:refseq_locus
TX50_RS08390,-0.4584164,0.06582332,-0.6282484,0.00225052,PMM1567,tier1:refseq_locus
TX50_RS08395,0.40339092,0.04720364,0.58421146,8.89742605068225e-05,PMM1568,tier1:refseq_locus
TX50_RS08400,0.2686108,0.19438792,0.1050761,0.50959492,PMM1569,tier1:refseq_locus
TX50_RS08405,0.41112887,0.04293302,0.21790338,0.10789925,PMM1570,tier1:refseq_locus
TX50_RS08410,0.5143353,0.00587201,0.59172739,0.00013848,PMM1571,tier1:refseq_locus
TX50_RS08415,0.29226678,0.25790413,-0.1009027,0.68574982,PMM1572,tier1:refseq_locus
TX50_RS08420,0.0837637,0.77210833,0.25543186,0.23918171,PMM1573,tier1:refseq_locus
TX50_RS08425,-1.3426994,0.17861744,-1.692049,0.1393698,,unresolved
TX50_RS08430,-0.7890932,0.0007171,-0.8657859,1.20452552419922e-05,PMM1574,tier1:refseq_locus
TX50_RS08435,0.38373967,0.08992844,0.61819254,4.40475629723585e-07,PMM1575,tier1:refseq_locus
